Name1,Name2,Name3,Name4,Name5,Name1Team,Name2Team,Name3Team,Name4Team,Name5Team,Name1Position,Name2Position,Name3Position,Name4Position,Name5Position,Salary,FPPG,p_id1,p_id2,p_id3,p_id4,p_id5
Daniel Jones,Darius Slayton,Graham Gano,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,QB,WR,K,QB,RB,59500,72.63999843597412,63954-63519,63954-63819,63954-10744,63954-53331,63954-90933
Daniel Jones,Kyle Rudolph,Graham Gano,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,QB,TE,K,QB,RB,57500,66.4399983882904,63954-63519,63954-14237,63954-10744,63954-53331,63954-90933
Saquon Barkley,Daniel Jones,Kenny Golladay,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,RB,QB,WR,TE,RB,59000,48.279999017715454,63954-64401,63954-63519,63954-54244,63954-14237,63954-90933
Saquon Barkley,Daniel Jones,Sterling Shepard,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,RB,QB,WR,TE,RB,60000,60.67999863624573,63954-64401,63954-63519,63954-27477,63954-14237,63954-90933
Saquon Barkley,Daniel Jones,Darius Slayton,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,RB,QB,WR,TE,RB,57500,47.87999939918518,63954-64401,63954-63519,63954-63819,63954-14237,63954-90933
Saquon Barkley,Daniel Jones,Darius Slayton,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,RB,QB,WR,K,RB,59000,47.0799994468689,63954-64401,63954-63519,63954-63819,63954-10744,63954-90933
Saquon Barkley,Daniel Jones,Kyle Rudolph,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,RB,QB,TE,K,RB,57000,40.87999939918518,63954-64401,63954-63519,63954-14237,63954-10744,63954-90933
Saquon Barkley,Kenny Golladay,Sterling Shepard,Darius Slayton,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,RB,WR,WR,WR,RB,57500,53.899999141693115,63954-64401,63954-54244,63954-27477,63954-63819,63954-90933
Saquon Barkley,Kenny Golladay,Sterling Shepard,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,RB,WR,WR,TE,RB,55500,47.6999990940094,63954-64401,63954-54244,63954-27477,63954-14237,63954-90933
Saquon Barkley,Kenny Golladay,Sterling Shepard,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,RB,WR,WR,K,RB,57000,46.899999141693115,63954-64401,63954-54244,63954-27477,63954-10744,63954-90933
Saquon Barkley,Kenny Golladay,Darius Slayton,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,RB,WR,WR,TE,RB,53000,34.89999985694885,63954-64401,63954-54244,63954-63819,63954-14237,63954-90933
Saquon Barkley,Kenny Golladay,Darius Slayton,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,RB,WR,WR,K,RB,54500,34.09999990463257,63954-64401,63954-54244,63954-63819,63954-10744,63954-90933
Saquon Barkley,Kenny Golladay,Kyle Rudolph,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,RB,WR,TE,K,RB,52500,27.899999856948853,63954-64401,63954-54244,63954-14237,63954-10744,63954-90933
Saquon Barkley,Kenny Golladay,Kyle Rudolph,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,RB,WR,TE,QB,RB,58500,37.47999978065491,63954-64401,63954-54244,63954-14237,63954-53331,63954-90933
Saquon Barkley,Kenny Golladay,Graham Gano,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,RB,WR,K,QB,RB,60000,36.67999982833862,63954-64401,63954-54244,63954-10744,63954-53331,63954-90933
Saquon Barkley,Sterling Shepard,Darius Slayton,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,RB,WR,WR,TE,RB,54000,47.299999475479126,63954-64401,63954-27477,63954-63819,63954-14237,63954-90933
Saquon Barkley,Sterling Shepard,Darius Slayton,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,RB,WR,WR,K,RB,55500,46.49999952316284,63954-64401,63954-27477,63954-63819,63954-10744,63954-90933
Saquon Barkley,Sterling Shepard,Kyle Rudolph,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,RB,WR,TE,K,RB,53500,40.299999475479126,63954-64401,63954-27477,63954-14237,63954-10744,63954-90933
Saquon Barkley,Sterling Shepard,Kyle Rudolph,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,RB,WR,TE,QB,RB,59500,49.87999939918518,63954-64401,63954-27477,63954-14237,63954-53331,63954-90933
Saquon Barkley,Darius Slayton,Kyle Rudolph,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,RB,WR,TE,K,RB,51000,27.50000023841858,63954-64401,63954-63819,63954-14237,63954-10744,63954-90933
Saquon Barkley,Darius Slayton,Kyle Rudolph,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,RB,WR,TE,QB,RB,57000,37.080000162124634,63954-64401,63954-63819,63954-14237,63954-53331,63954-90933
Saquon Barkley,Darius Slayton,Graham Gano,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,RB,WR,K,QB,RB,58500,36.28000020980835,63954-64401,63954-63819,63954-10744,63954-53331,63954-90933
Saquon Barkley,Kyle Rudolph,Graham Gano,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,RB,TE,K,QB,RB,56500,30.080000162124634,63954-64401,63954-14237,63954-10744,63954-53331,63954-90933
Kenny Golladay,Daniel Jones,Saquon Barkley,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,RB,TE,RB,59000,53.47999858856201,63954-54244,63954-63519,63954-64401,63954-14237,63954-90933
Kenny Golladay,Daniel Jones,Sterling Shepard,Darius Slayton,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,WR,WR,RB,58500,77.27999782562256,63954-54244,63954-63519,63954-27477,63954-63819,63954-90933
Kenny Golladay,Daniel Jones,Sterling Shepard,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,WR,TE,RB,56500,71.07999777793884,63954-54244,63954-63519,63954-27477,63954-14237,63954-90933
Kenny Golladay,Daniel Jones,Sterling Shepard,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,WR,K,RB,58000,70.27999782562256,63954-54244,63954-63519,63954-27477,63954-10744,63954-90933
Kenny Golladay,Daniel Jones,Darius Slayton,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,WR,TE,RB,54000,58.279998540878296,63954-54244,63954-63519,63954-63819,63954-14237,63954-90933
Kenny Golladay,Daniel Jones,Darius Slayton,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,WR,K,RB,55500,57.47999858856201,63954-54244,63954-63519,63954-63819,63954-10744,63954-90933
Kenny Golladay,Daniel Jones,Kyle Rudolph,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,TE,K,RB,53500,51.279998540878296,63954-54244,63954-63519,63954-14237,63954-10744,63954-90933
Kenny Golladay,Daniel Jones,Kyle Rudolph,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,QB,TE,QB,RB,59500,60.85999846458435,63954-54244,63954-63519,63954-14237,63954-53331,63954-90933
Kenny Golladay,Saquon Barkley,Sterling Shepard,Darius Slayton,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,RB,WR,WR,RB,57500,59.09999871253967,63954-54244,63954-64401,63954-27477,63954-63819,63954-90933
Kenny Golladay,Saquon Barkley,Sterling Shepard,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,RB,WR,TE,RB,55500,52.89999866485596,63954-54244,63954-64401,63954-27477,63954-14237,63954-90933
Kenny Golladay,Saquon Barkley,Sterling Shepard,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,RB,WR,K,RB,57000,52.09999871253967,63954-54244,63954-64401,63954-27477,63954-10744,63954-90933
Kenny Golladay,Saquon Barkley,Darius Slayton,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,RB,WR,TE,RB,53000,40.09999942779541,63954-54244,63954-64401,63954-63819,63954-14237,63954-90933
Kenny Golladay,Saquon Barkley,Darius Slayton,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,RB,WR,K,RB,54500,39.299999475479126,63954-54244,63954-64401,63954-63819,63954-10744,63954-90933
Kenny Golladay,Saquon Barkley,Kyle Rudolph,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,RB,TE,K,RB,52500,33.09999942779541,63954-54244,63954-64401,63954-14237,63954-10744,63954-90933
Kenny Golladay,Saquon Barkley,Kyle Rudolph,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,RB,TE,QB,RB,58500,42.679999351501465,63954-54244,63954-64401,63954-14237,63954-53331,63954-90933
Kenny Golladay,Saquon Barkley,Graham Gano,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,RB,K,QB,RB,60000,41.87999939918518,63954-54244,63954-64401,63954-10744,63954-53331,63954-90933
Kenny Golladay,Sterling Shepard,Darius Slayton,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,WR,WR,TE,RB,50500,57.69999861717224,63954-54244,63954-27477,63954-63819,63954-14237,63954-90933
Kenny Golladay,Sterling Shepard,Darius Slayton,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,WR,WR,K,RB,52000,56.89999866485596,63954-54244,63954-27477,63954-63819,63954-10744,63954-90933
Kenny Golladay,Sterling Shepard,Darius Slayton,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,WR,WR,QB,RB,58000,66.47999858856201,63954-54244,63954-27477,63954-63819,63954-53331,63954-90933
Kenny Golladay,Sterling Shepard,Kyle Rudolph,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,WR,TE,K,RB,50000,50.69999861717224,63954-54244,63954-27477,63954-14237,63954-10744,63954-90933
Kenny Golladay,Sterling Shepard,Kyle Rudolph,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,WR,TE,QB,RB,56000,60.279998540878296,63954-54244,63954-27477,63954-14237,63954-53331,63954-90933
Kenny Golladay,Sterling Shepard,Graham Gano,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,WR,K,QB,RB,57500,59.47999858856201,63954-54244,63954-27477,63954-10744,63954-53331,63954-90933
Kenny Golladay,Darius Slayton,Kyle Rudolph,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,WR,TE,K,RB,47500,37.899999380111694,63954-54244,63954-63819,63954-14237,63954-10744,63954-90933
Kenny Golladay,Darius Slayton,Kyle Rudolph,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,WR,TE,QB,RB,53500,47.47999930381775,63954-54244,63954-63819,63954-14237,63954-53331,63954-90933
Kenny Golladay,Darius Slayton,Graham Gano,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,WR,K,QB,RB,55000,46.679999351501465,63954-54244,63954-63819,63954-10744,63954-53331,63954-90933
Kenny Golladay,Kyle Rudolph,Graham Gano,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,TE,K,QB,RB,53000,40.47999930381775,63954-54244,63954-14237,63954-10744,63954-53331,63954-90933
Sterling Shepard,Daniel Jones,Saquon Barkley,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,RB,TE,RB,60000,78.27999782562256,63954-27477,63954-63519,63954-64401,63954-14237,63954-90933
Sterling Shepard,Daniel Jones,Kenny Golladay,Darius Slayton,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,WR,WR,RB,58500,89.67999744415283,63954-27477,63954-63519,63954-54244,63954-63819,63954-90933
Sterling Shepard,Daniel Jones,Kenny Golladay,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,WR,TE,RB,56500,83.47999739646912,63954-27477,63954-63519,63954-54244,63954-14237,63954-90933
Sterling Shepard,Daniel Jones,Kenny Golladay,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,WR,K,RB,58000,82.67999744415283,63954-27477,63954-63519,63954-54244,63954-10744,63954-90933
Sterling Shepard,Daniel Jones,Darius Slayton,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,WR,TE,RB,55000,83.07999777793884,63954-27477,63954-63519,63954-63819,63954-14237,63954-90933
Sterling Shepard,Daniel Jones,Darius Slayton,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,WR,K,RB,56500,82.27999782562256,63954-27477,63954-63519,63954-63819,63954-10744,63954-90933
Sterling Shepard,Daniel Jones,Kyle Rudolph,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,TE,K,RB,54500,76.07999777793884,63954-27477,63954-63519,63954-14237,63954-10744,63954-90933
Sterling Shepard,Saquon Barkley,Kenny Golladay,Darius Slayton,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,RB,WR,WR,RB,57500,71.49999833106995,63954-27477,63954-64401,63954-54244,63954-63819,63954-90933
Sterling Shepard,Saquon Barkley,Kenny Golladay,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,RB,WR,TE,RB,55500,65.29999828338623,63954-27477,63954-64401,63954-54244,63954-14237,63954-90933
Sterling Shepard,Saquon Barkley,Kenny Golladay,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,RB,WR,K,RB,57000,64.49999833106995,63954-27477,63954-64401,63954-54244,63954-10744,63954-90933
Sterling Shepard,Saquon Barkley,Darius Slayton,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,RB,WR,TE,RB,54000,64.89999866485596,63954-27477,63954-64401,63954-63819,63954-14237,63954-90933
Sterling Shepard,Saquon Barkley,Darius Slayton,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,RB,WR,K,RB,55500,64.09999871253967,63954-27477,63954-64401,63954-63819,63954-10744,63954-90933
Sterling Shepard,Saquon Barkley,Kyle Rudolph,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,RB,TE,K,RB,53500,57.89999866485596,63954-27477,63954-64401,63954-14237,63954-10744,63954-90933
Sterling Shepard,Saquon Barkley,Kyle Rudolph,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,RB,TE,QB,RB,59500,67.47999858856201,63954-27477,63954-64401,63954-14237,63954-53331,63954-90933
Sterling Shepard,Kenny Golladay,Darius Slayton,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,WR,WR,TE,RB,50500,70.09999823570251,63954-27477,63954-54244,63954-63819,63954-14237,63954-90933
Sterling Shepard,Kenny Golladay,Darius Slayton,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,WR,WR,K,RB,52000,69.29999828338623,63954-27477,63954-54244,63954-63819,63954-10744,63954-90933
Sterling Shepard,Kenny Golladay,Darius Slayton,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,WR,WR,QB,RB,58000,78.87999820709229,63954-27477,63954-54244,63954-63819,63954-53331,63954-90933
Sterling Shepard,Kenny Golladay,Kyle Rudolph,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,WR,TE,K,RB,50000,63.099998235702515,63954-27477,63954-54244,63954-14237,63954-10744,63954-90933
Sterling Shepard,Kenny Golladay,Kyle Rudolph,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,WR,TE,QB,RB,56000,72.67999815940857,63954-27477,63954-54244,63954-14237,63954-53331,63954-90933
Sterling Shepard,Kenny Golladay,Graham Gano,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,WR,K,QB,RB,57500,71.87999820709229,63954-27477,63954-54244,63954-10744,63954-53331,63954-90933
Sterling Shepard,Darius Slayton,Kyle Rudolph,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,WR,TE,K,RB,48500,62.69999861717224,63954-27477,63954-63819,63954-14237,63954-10744,63954-90933
Sterling Shepard,Darius Slayton,Kyle Rudolph,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,WR,TE,QB,RB,54500,72.2799985408783,63954-27477,63954-63819,63954-14237,63954-53331,63954-90933
Sterling Shepard,Darius Slayton,Graham Gano,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,WR,K,QB,RB,56000,71.47999858856201,63954-27477,63954-63819,63954-10744,63954-53331,63954-90933
Sterling Shepard,Kyle Rudolph,Graham Gano,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,TE,K,QB,RB,54000,65.2799985408783,63954-27477,63954-14237,63954-10744,63954-53331,63954-90933
Darius Slayton,Daniel Jones,Saquon Barkley,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,RB,TE,RB,57500,52.679999351501465,63954-63819,63954-63519,63954-64401,63954-14237,63954-90933
Darius Slayton,Daniel Jones,Saquon Barkley,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,RB,K,RB,59000,51.87999939918518,63954-63819,63954-63519,63954-64401,63954-10744,63954-90933
Darius Slayton,Daniel Jones,Kenny Golladay,Sterling Shepard,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,WR,WR,RB,58500,76.87999820709229,63954-63819,63954-63519,63954-54244,63954-27477,63954-90933
Darius Slayton,Daniel Jones,Kenny Golladay,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,WR,TE,RB,54000,57.87999892234802,63954-63819,63954-63519,63954-54244,63954-14237,63954-90933
Darius Slayton,Daniel Jones,Kenny Golladay,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,WR,K,RB,55500,57.07999897003174,63954-63819,63954-63519,63954-54244,63954-10744,63954-90933
Darius Slayton,Daniel Jones,Sterling Shepard,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,WR,TE,RB,55000,70.2799985408783,63954-63819,63954-63519,63954-27477,63954-14237,63954-90933
Darius Slayton,Daniel Jones,Sterling Shepard,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,WR,K,RB,56500,69.47999858856201,63954-63819,63954-63519,63954-27477,63954-10744,63954-90933
Darius Slayton,Daniel Jones,Kyle Rudolph,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,QB,TE,K,RB,52000,50.47999930381775,63954-63819,63954-63519,63954-14237,63954-10744,63954-90933
Darius Slayton,Daniel Jones,Kyle Rudolph,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,QB,TE,QB,RB,58000,60.059999227523804,63954-63819,63954-63519,63954-14237,63954-53331,63954-90933
Darius Slayton,Daniel Jones,Graham Gano,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,QB,K,QB,RB,59500,59.25999927520752,63954-63819,63954-63519,63954-10744,63954-53331,63954-90933
Darius Slayton,Saquon Barkley,Kenny Golladay,Sterling Shepard,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,RB,WR,WR,RB,57500,58.6999990940094,63954-63819,63954-64401,63954-54244,63954-27477,63954-90933
Darius Slayton,Saquon Barkley,Kenny Golladay,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,RB,WR,TE,RB,53000,39.69999980926514,63954-63819,63954-64401,63954-54244,63954-14237,63954-90933
Darius Slayton,Saquon Barkley,Kenny Golladay,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,RB,WR,K,RB,54500,38.89999985694885,63954-63819,63954-64401,63954-54244,63954-10744,63954-90933
Darius Slayton,Saquon Barkley,Sterling Shepard,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,RB,WR,TE,RB,54000,52.09999942779541,63954-63819,63954-64401,63954-27477,63954-14237,63954-90933
Darius Slayton,Saquon Barkley,Sterling Shepard,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,RB,WR,K,RB,55500,51.299999475479126,63954-63819,63954-64401,63954-27477,63954-10744,63954-90933
Darius Slayton,Saquon Barkley,Kyle Rudolph,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,RB,TE,K,RB,51000,32.30000019073486,63954-63819,63954-64401,63954-14237,63954-10744,63954-90933
Darius Slayton,Saquon Barkley,Kyle Rudolph,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,RB,TE,QB,RB,57000,41.88000011444092,63954-63819,63954-64401,63954-14237,63954-53331,63954-90933
Darius Slayton,Saquon Barkley,Graham Gano,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,RB,K,QB,RB,58500,41.080000162124634,63954-63819,63954-64401,63954-10744,63954-53331,63954-90933
Darius Slayton,Kenny Golladay,Sterling Shepard,Kyle Rudolph,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,WR,WR,TE,RB,50500,57.29999899864197,63954-63819,63954-54244,63954-27477,63954-14237,63954-90933
Darius Slayton,Kenny Golladay,Sterling Shepard,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,WR,WR,K,RB,52000,56.499999046325684,63954-63819,63954-54244,63954-27477,63954-10744,63954-90933
Darius Slayton,Kenny Golladay,Sterling Shepard,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,WR,WR,QB,RB,58000,66.07999897003174,63954-63819,63954-54244,63954-27477,63954-53331,63954-90933
Darius Slayton,Kenny Golladay,Kyle Rudolph,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,WR,TE,K,RB,47500,37.49999976158142,63954-63819,63954-54244,63954-14237,63954-10744,63954-90933
Darius Slayton,Kenny Golladay,Kyle Rudolph,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,WR,TE,QB,RB,53500,47.079999685287476,63954-63819,63954-54244,63954-14237,63954-53331,63954-90933
Darius Slayton,Kenny Golladay,Graham Gano,Taylor Heinicke,Antonio Gibson,NYG,NYG,NYG,WAS,WAS,WR,WR,K,QB,RB,55000,46.27999973297119,63954-63819,63954-54244,63954-10744,63954-53331,63954-90933
Darius Slayton,Sterling Shepard,Kyle Rudolph,Graham Gano,Antonio Gibson,NYG,NYG,NYG,NYG,WAS,WR,WR,TE,K,RB,48500,49.899999380111694,63954-63819,63954-27477,63954-14237,63954-10744,63954-90933
