Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2018 Avg,2019 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Lamar Jackson,,,QB,BAL,vs PIT,14th,18.25,17000,0,15.5,10.3,10.5,28.2,0,0,0,0.00,0.00,100,,46,0,,
Patrick Mahomes,,,QB,KC,vs LAC,4th,27.50,16000,12,36.2,9.7,25.4,21.5,0,0,0,21.68,21.68,100,,55,1.4,12.06,0.8
Christian McCaffrey,,,RB,CAR,vs NO,1st,15.25,16000,9.3,34,9.9,20.8,26.3,0,0,0,19.19,19.19,100,,47,1.2,19.30,1.2
Saquon Barkley,,,RB,NYG,vs PHI,5th,20.75,16000,6.5,31,9.8,20.1,16.6,0,0,0,16.25,16.25,100,,42,1,19.20,1.2
Michael Thomas,,,WR,NO,@ CAR,15th,29.25,15500,10.7,30.7,8.0,16,19.6,0,0,0,18.70,18.70,100,,42,1.2,5.70,0.4
Derrick Henry,,,RB,TEN,@ HOU,18th,26.25,15500,2.9,30.4,11.0,12,17.6,0,0,0,13.86,13.86,100,,18,0.9,39.10,2.5
Ezekiel Elliott,,,RB,DAL,vs WAS,28th,29.75,15500,11.5,31.8,8.1,18.5,17.3,0,0,0,19.64,19.64,100,,53,1.3,25.90,1.7
Jimmy Garoppolo,,,QB,SF,@ SEA,18th,24.50,15000,9,30,8.4,17,16.6,0,0,0,17.44,17.44,100,,26,1.2,11.80,0.8
Deshaun Watson,,,QB,HOU,vs TEN,25th,17.25,15000,0,14.4,9.6,20.5,22.2,0,0,0,0.00,0.00,100,,54,0,,
Ryan Tannehill,,,QB,TEN,@ HOU,29th,26.25,15000,11.8,31,7.7,13.8,19.3,0,0,0,19.48,19.48,100,,54,1.3,17.92,1.2
Dak Prescott,,,QB,DAL,vs WAS,21st,29.75,15000,11.5,33.3,8.7,18,21.3,0,0,0,20.22,20.22,100,,53,1.3,29.62,2
Carson Wentz,,,QB,PHI,@ NYG,27th,23.75,15000,12.2,28.7,6.6,18.2,17.7,0,0,0,18.82,18.82,100,,62,1.3,17.06,1.1
George Kittle,,,TE,SF,@ SEA,20th,24.50,14500,7.6,25.6,7.2,13,12.9,0,0,0,14.83,14.83,100,,27,1,12.80,0.9
Russell Wilson,,,QB,SEA,vs SF,7th,21.50,14500,10.2,30.4,8.1,18.3,20.9,0,0,0,18.27,18.27,100,,59,1.3,20.22,1.4
Travis Kelce,,,TE,KC,vs LAC,8th,27.50,14500,5.8,24.5,7.5,14.8,13.5,0,0,0,13.29,13.29,100,,41,0.9,3.90,0.3
Drew Brees,,,QB,NO,@ CAR,8th,29.25,14500,12,32.7,8.3,20.3,20.7,0,0,0,20.29,20.29,100,,57,1.4,22.02,1.5
DeAndre Hopkins,,,WR,HOU,vs TEN,27th,17.25,14500,0,10.8,7.2,16.6,14.5,0,0,0,0.00,0.00,100,,51,0,,
Miles Sanders,,,RB,PHI,@ NYG,17th,23.75,14500,6,25,7.6,,12.5,0,0,0,13.60,13.60,100,,34,0.9,6.60,0.5
Philip Rivers,,,QB,LAC,@ KC,16th,18.50,14000,8.9,24.4,6.2,18.4,15.9,0,0,0,15.06,15.06,100,,63,1.1,17.74,1.3
Robert Griffin III,,,QB,BAL,vs PIT,14th,18.25,14000,9,23.5,5.8,0.4,2,0,0,0,14.76,14.76,100,,0,1.1,7.84,0.6
Daniel Jones,,,QB,NYG,vs PHI,19th,20.75,14000,8.7,30.2,8.6,,17.6,0,0,0,17.27,17.27,100,,45,1.2,15.64,1.1
Tyreek Hill,,,WR,KC,vs LAC,7th,27.50,13500,4.1,28.1,9.6,17,13.7,0,0,0,13.73,13.73,100,,33,1,8.10,0.6
Alvin Kamara,,,RB,NO,@ CAR,32nd,29.25,13500,7.4,32.2,9.9,19.1,14.6,0,0,0,17.33,17.33,100,,43,1.3,18.70,1.4
Mark Ingram,,,RB,BAL,vs PIT,2nd,18.25,13500,0,11.9,7.9,10.3,15.3,0,0,0,0.00,0.00,100,,34,0,,
Case Keenum,,,QB,WAS,@ DAL,22nd,16.75,13500,6.4,24.4,7.2,14.4,10.8,0,0,0,13.56,13.56,100,,40,1,11.24,0.8
Dwayne Haskins,,,QB,WAS,@ DAL,22nd,16.75,13500,0,8.9,5.9,,9.3,0,0,0,0.00,0.00,100,,34,0,,
Raheem Mostert,,,RB,SF,@ SEA,22nd,24.50,13000,3.2,26.7,9.4,5.9,9.9,0,0,0,12.58,12.58,100,,0,1,19.80,1.5
Melvin Gordon,,,RB,LAC,@ KC,8th,18.50,13000,4.5,25.3,8.3,18.1,12.6,0,0,0,12.80,12.80,100,,39,1,21.20,1.6
A.J. Brown,,,WR,TEN,@ HOU,13th,26.25,13000,3.4,23.9,8.2,,11.4,0,0,0,11.58,11.58,100,,34,0.9,20.40,1.6
Mark Andrews,,,TE,BAL,vs PIT,15th,18.25,13000,0,9.3,6.2,5.6,11.7,0,0,0,0.00,0.00,100,,25,0,,
Devlin Hodges,,,QB,PIT,@ BAL,2nd,17.25,13000,8.5,19,4.2,,8.2,0,0,0,12.66,12.66,100,,39,1,1.70,0.1
Adrian Peterson,,,RB,WAS,@ DAL,25th,16.75,13000,3.3,21.8,7.4,11.2,9.4,0,0,0,10.72,10.72,100,,25,0.8,6.30,0.5
Zach Ertz,,,TE,PHI,@ NYG,31st,23.75,13000,0,10.4,6.9,13.2,11.4,0,0,0,0.00,0.00,100,,30,0,,
Keenan Allen,,,WR,LAC,@ KC,3rd,18.50,12500,3.4,22.7,7.7,13.9,12.7,0,0,0,11.12,11.12,100,,43,0.9,18.70,1.5
Will Grier,,,QB,CAR,vs NO,17th,15.25,12500,8.4,18.9,4.2,,7.7,0,0,0,12.57,12.57,100,,19,1,-2.34,
Gus Edwards,,,RB,BAL,vs PIT,2nd,18.25,12500,3.9,15.7,4.7,7.6,5.2,0,0,0,8.61,8.61,100,,27,0.7,11.70,0.9
Amari Cooper,,,WR,DAL,vs WAS,20th,29.75,12500,2.3,25,9.1,11.7,13,0,0,0,11.36,11.36,100,,20,0.9,11.80,0.9
Tyler Lockett,,,WR,SEA,vs SF,12th,21.50,12000,2.9,23.6,8.3,12.2,12,0,0,0,11.16,11.16,100,,19,0.9,14.10,1.2
Austin Ekeler,,,RB,LAC,@ KC,8th,18.50,12000,4.6,23.9,7.7,10,16.6,0,0,0,12.31,12.31,100,,32,1,13.40,1.1
DJ Moore,,,WR,CAR,vs NO,24th,15.25,12000,0,9.8,6.5,8.1,12.5,0,0,0,0.00,0.00,100,,38,0,,
Mason Rudolph,,,QB,PIT,@ BAL,2nd,17.25,12000,0,9.5,6.3,,11.8,0,0,0,0.00,0.00,100,,28,0,,
Terry McLaurin,,,WR,WAS,@ DAL,14th,16.75,12000,0,9.9,6.6,,11.6,0,0,0,0.00,0.00,100,,42,0,,
Jordan Howard,,,RB,PHI,@ NYG,17th,23.75,12000,0,16.8,7.8,10.2,11.8,0,0,0,5.10,5.10,100,,25,0.4,,
Travis Homer,,,RB,SEA,vs SF,19th,21.50,11500,5.4,13.7,3.3,,2.7,0,0,0,8.70,8.70,100,,3,0.8,11.70,1
Damien Williams,,,RB,KC,vs LAC,23rd,27.50,11500,3.3,23,7.9,11.8,9.7,0,0,0,11.18,11.18,100,,0,1,29.40,2.6
Jared Cook,,,TE,NO,@ CAR,4th,29.25,11500,3.2,17.7,5.8,9.9,10.4,0,0,0,8.98,8.98,100,,23,0.8,11.40,1
Carlos Hyde,,,RB,HOU,vs TEN,26th,17.25,11500,3,20.3,6.9,6.7,9.8,0,0,0,9.93,9.93,100,,26,0.9,1.30,0.1
Mike Williams,,,WR,LAC,@ KC,3rd,18.50,11000,2,19,6.8,9.6,9.4,0,0,0,8.80,8.80,100,,17,0.8,4.80,0.4
James Conner,,,RB,PIT,@ BAL,7th,17.25,11000,0,13.8,9.2,18.5,12.9,0,0,0,0.00,0.00,100,,13,0,,
Michael Gallup,,,WR,DAL,vs WAS,20th,29.75,11000,3.3,20.5,6.9,6.2,11.5,0,0,0,10.16,10.16,100,,17,0.9,30.30,2.8
Sterling Shepard,,,WR,NYG,vs PHI,16th,20.75,11000,3.6,18.9,6.1,9.3,11.9,0,0,0,9.70,9.70,100,,39,0.9,6.40,0.6
Deebo Samuel,,,WR,SF,@ SEA,21st,24.50,10500,3.2,19.7,6.6,,9.9,0,0,0,9.80,9.80,100,,33,0.9,22.00,2.1
Curtis Samuel,,,WR,CAR,vs NO,24th,15.25,10500,1.9,16.2,5.7,9,9.5,0,0,0,7.62,7.62,100,,32,0.7,2.30,0.2
Jonnu Smith,,,TE,TEN,@ HOU,28th,26.25,10500,1.9,14.6,5.1,5.2,6.2,0,0,0,6.97,6.97,100,,0,0.7,0.70,0.1
Dallas Goedert,,,TE,PHI,@ NYG,31st,23.75,10500,4.6,17.6,5.2,5.5,7.7,0,0,0,9.75,9.75,100,,28,0.9,8.50,0.8
Emmanuel Sanders,,,WR,SF,@ SEA,21st,24.50,10000,3.2,21.7,7.4,13.6,9.6,0,0,0,10.62,10.62,100,,26,1.1,4.00,0.4
Kenny Stills,,,WR,HOU,vs TEN,27th,17.25,10000,0,9.3,6.2,7.7,7.7,0,0,0,0.00,0.00,100,,16,0,,
Diontae Johnson,,,WR,PIT,@ BAL,8th,17.25,10000,1,18.2,6.9,,8.4,0,0,0,7.87,7.87,100,,31,0.8,7.40,0.7
Steven Sims Jr.,,,WR,WAS,@ DAL,14th,16.75,10000,3.2,16.4,5.3,,5.1,0,0,0,8.46,8.46,100,,0,0.8,16.00,1.6
Golden Tate,,,WR,NYG,vs PHI,16th,20.75,10000,2.1,18.3,6.5,9.5,11.2,0,0,0,8.56,8.56,100,,32,0.9,15.30,1.5
DK Metcalf,,,WR,SEA,vs SF,12th,21.50,9500,1.4,20.7,7.7,,9.4,0,0,0,9.13,9.13,100,,37,1,17.10,1.8
Robbie Gould,,,K,SF,@ SEA,10th,24.50,9500,3.9,14.9,4.4,8.7,8.9,0,0,0,8.25,8.25,100,,48,0.9,9.00,0.9
Harrison Butker,,,K,KC,vs LAC,30th,27.50,9500,4.5,15,4.2,8.9,10.5,0,0,0,8.65,8.65,100,,55,0.9,8.00,0.8
Wil Lutz,,,K,NO,@ CAR,12th,29.25,9500,5.8,14.8,3.6,9.5,10.5,0,0,0,9.35,9.35,100,,61,1,6.00,0.6
Ka'imi Fairbairn,,,K,HOU,vs TEN,19th,17.25,9500,2.7,14.7,4.8,10.1,7.2,0,0,0,7.45,7.45,100,,41,0.8,2.00,0.2
Justin Tucker,,,K,BAL,vs PIT,1st,18.25,9500,4.1,14.3,4.1,9.7,9.1,0,0,0,8.15,8.15,100,,58,0.9,17.00,1.8
Kai Forbath,,,K,DAL,vs WAS,23rd,29.75,9500,3.4,16.1,5.1,5.3,11,0,0,0,8.45,8.45,100,,39,0.9,20.00,2.1
Jake Elliott,,,K,PHI,@ NYG,25th,23.75,9500,4.1,13.8,3.9,7.2,6.5,0,0,0,7.95,7.95,100,,43,0.8,12.00,1.3
Marshawn Lynch,,,RB,SEA,vs SF,19th,21.50,9500,0,12.3,5.2,11.9,,0,0,0,4.45,4.45,100,,50,0.5,9.40,1
Jason Myers,,,K,SEA,vs SF,13th,21.50,9000,3.3,14,4.3,9.4,7.6,0,0,0,7.55,7.55,100,,47,0.8,3.00,0.3
Michael Badgley,,,K,LAC,@ KC,6th,18.50,9000,7.2,7.2,,,,0,0,0,7.15,7.15,100,,0,0.8,,
Joey Slye,,,K,CAR,vs NO,22nd,15.25,9000,2.4,12.6,4.1,,8.4,0,0,0,6.45,6.45,100,,49,0.7,4.00,0.4
Greg Joseph,,,K,TEN,@ HOU,8th,26.25,9000,4.1,10.3,2.5,5.9,4,0,0,0,6.55,6.55,100,,58,0.7,5.00,0.6
Justice Hill,,,RB,BAL,vs PIT,2nd,18.25,9000,3.1,10.6,3.0,,2.3,0,0,0,6.08,6.08,100,,0,0.7,11.40,1.3
Chris Boswell,,,K,PIT,@ BAL,15th,17.25,9000,3,14.2,4.5,6.2,8.1,0,0,0,7.45,7.45,100,,45,0.8,4.00,0.4
Dustin Hopkins,,,K,WAS,@ DAL,24th,16.75,9000,2.1,12.3,4.1,8.6,6.5,0,0,0,6.15,6.15,100,,50,0.7,11.00,1.2
Aldrick Rosas,,,K,NYG,vs PHI,2nd,20.75,9000,3.4,12.4,3.6,8.9,4.5,0,0,0,6.95,6.95,100,,41,0.8,5.00,0.6
Greg Ward,,,WR,PHI,@ NYG,31st,23.75,9000,3.5,16,5.0,,7.7,0,0,0,8.47,8.47,100,,18,0.9,7.30,0.8
Nick Bellore,,,RB,SEA,vs SF,19th,21.50,8500,0,0,,,,0,0,0,0.00,0.00,100,,0,0,,
Hunter Henry,,,TE,LAC,@ KC,14th,18.50,8500,3.2,16,5.1,0,10,0,0,0,8.34,8.34,100,,39,1,12.70,1.5
Tajae Sharpe,,,WR,TEN,@ HOU,13th,26.25,8500,0.9,12.2,4.5,3.4,5.6,0,0,0,5.44,5.44,100,,0,0.6,1.80,0.2
James Washington,,,WR,PIT,@ BAL,8th,17.25,8500,2.1,16.9,5.9,3,8,0,0,0,8.00,8.00,100,,0,0.9,0.00,
Randall Cobb,,,WR,DAL,vs WAS,20th,29.75,8500,1.2,16.9,6.3,7.5,8.3,0,0,0,7.49,7.49,100,,28,0.9,10.60,1.2
Boston Scott,,,RB,PHI,@ NYG,17th,23.75,8500,0,16.7,7.0,0,6.4,0,0,0,6.22,6.22,100,,0,0.7,33.80,4
Jacob Hollister,,,TE,SEA,vs SF,6th,21.50,8000,3.6,14.6,4.4,3.6,7.7,0,0,0,8.03,8.03,100,,0,1,4.50,0.6
Taysom Hill,,,TE,NO,@ CAR,4th,29.25,8000,0,14.6,6.5,2.4,5.4,0,0,0,4.83,4.83,100,,0,0.6,11.40,1.4
Tre'Quan Smith,,,WR,NO,@ CAR,15th,29.25,8000,0,14.3,6.5,6,5.4,0,0,0,4.59,4.59,100,,2,0.6,14.10,1.8
Dion Lewis,,,RB,TEN,@ HOU,18th,26.25,8000,0,14.6,6.5,7.5,3.8,0,0,0,4.87,4.87,100,,7,0.6,0.70,0.1
JuJu Smith-Schuster,,,WR,PIT,@ BAL,8th,17.25,8000,0,18.7,7.6,14.3,8.2,0,0,0,7.29,7.29,100,,33,0.9,1.60,0.2
Jason Witten,,,TE,DAL,vs WAS,32nd,29.75,8000,1.8,14.3,5.0,,6.9,0,0,0,6.75,6.75,100,,28,0.8,4.40,0.6
Chris Thompson,,,RB,WAS,@ DAL,25th,16.75,8000,1.7,15.7,5.6,7.1,7.1,0,0,0,7.33,7.33,100,,26,0.9,1.60,0.2
Darius Slayton,,,WR,NYG,vs PHI,16th,20.75,8000,0.4,19.6,7.7,,10.7,0,0,0,8.08,8.08,100,,8,1,7.00,0.9
Sammy Watkins,,,WR,KC,vs LAC,7th,27.50,7500,0,19.9,8.0,9.6,9.3,0,0,0,7.93,7.93,100,,12,1.1,1.30,0.2
Greg Olsen,,,TE,CAR,vs NO,29th,15.25,7500,0,16,6.7,7.4,7.3,0,0,0,5.90,5.90,100,,17,0.8,2.20,0.3
Latavius Murray,,,RB,NO,@ CAR,32nd,29.25,7500,0.8,19.1,7.3,7.6,8.8,0,0,0,8.11,8.11,100,,22,1.1,8.00,1.1
Adam Humphries,,,WR,TEN,@ HOU,13th,26.25,7500,0,6.9,4.6,9.4,5.7,0,0,0,0.00,0.00,100,,27,0,,
Keke Coutee,,,WR,HOU,vs TEN,27th,17.25,7500,0,13.3,5.7,10.2,5.8,0,0,0,4.75,4.75,100,,21,0.6,1.20,0.2
Marquise Brown,,,WR,BAL,vs PIT,11th,18.25,7500,0,10.1,6.7,,9.3,0,0,0,0.00,0.00,100,,34,0,2.50,0.3
Blake Jarwin,,,TE,DAL,vs WAS,32nd,29.75,7500,0,12.6,5.5,4.5,5,0,0,0,4.32,4.32,100,,0,0.6,0.00,
Hale Hentges,,,TE,WAS,@ DAL,21st,16.75,7500,0,6.2,4.1,,3,0,0,0,0.00,0.00,100,,0,0,8.20,1.1
Nelson Agholor,,,WR,PHI,@ NYG,31st,23.75,7500,0,9.2,6.1,7.8,6.8,0,0,0,0.00,0.00,100,,15,0,,
Cody Latimer,,,WR,NYG,vs PHI,16th,20.75,7500,0,9.4,4.0,5.1,4.3,0,0,0,3.41,3.41,100,,0,0.5,2.20,0.3
Kaden Smith,,,TE,NYG,vs PHI,2nd,20.75,7500,2.4,13.9,4.6,,7.8,0,0,0,6.99,6.99,100,,0,0.9,13.80,1.8
Robert Turbin,,,RB,SEA,vs SF,19th,21.50,7500,0,8.5,3.8,-0.1,,0,0,0,2.76,2.76,100,,12,0.4,,
Kyle Juszczyk,,,RB,SF,@ SEA,22nd,24.50,7000,0,8.3,3.5,3.3,4.4,0,0,0,3.03,3.03,100,,13,0.4,5.40,0.8
Kendrick Bourne,,,WR,SF,@ SEA,21st,24.50,7000,1.2,12.2,4.4,5.9,5.5,0,0,0,5.59,5.59,100,,17,0.8,,
Matt Breida,,,RB,SF,@ SEA,22nd,24.50,7000,0,13.3,6.0,10.6,8.4,0,0,0,4.34,4.34,100,,8,0.6,1.60,0.2
Spencer Ware,,,RB,KC,vs LAC,23rd,27.50,7000,0,9.8,6.5,6,3.3,0,0,0,0.00,0.00,100,,25,0,,
LeSean McCoy,,,RB,KC,vs LAC,23rd,27.50,7000,0,15.4,8.2,7.9,8,0,0,0,3.05,3.05,100,,27,0.4,,
Josh Hill,,,TE,NO,@ CAR,4th,29.25,7000,0,7.5,3.3,2.9,4,0,0,0,2.53,2.53,100,,0,0.4,5.00,0.7
Jarius Wright,,,WR,CAR,vs NO,24th,15.25,7000,1,8,2.8,4.8,2.7,0,0,0,3.80,3.80,100,,26,0.5,2.00,0.3
Duke Johnson,,,RB,HOU,vs TEN,26th,17.25,7000,2.2,14.9,5.1,6.8,7.9,0,0,0,7.28,7.28,100,,35,1,14.20,2
Corey Davis,,,WR,TEN,@ HOU,13th,26.25,7000,0,17.2,7.0,9.9,6.2,0,0,0,6.68,6.68,100,,13,1,6.40,0.9
Kelvin Harmon,,,WR,WAS,@ DAL,14th,16.75,7000,3.5,9.7,2.5,,3.9,0,0,0,5.97,5.97,100,,34,0.9,4.80,0.7
Javorius Allen,,,RB,NYG,vs PHI,5th,20.75,7000,0,9.2,6.1,6.9,4.6,0,0,0,0.00,0.00,100,,14,0,1.80,0.3
