Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2018 Avg,2019 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Deshaun Watson,,,QB,HOU,@ JAC,18th,22.50,16500,11.8,35.8,9.6,20.5,25.1,0,0,0,21.39,21.39,100,,54,1.3,19.74,1.2
Tom Brady,,,QB,NE,@ BAL,24th,23.75,16500,10,29.2,7.7,17.6,19.3,0,0,0,17.67,17.67,100,,60,1.1,14.40,0.9
Dalvin Cook,,,RB,MIN,@ KC,27th,25.25,16000,9.9,33.7,9.5,12,22.3,0,0,0,19.44,19.44,100,,42,1.2,13.60,0.9
Lamar Jackson,,,QB,BAL,vs NE,1st,20.75,16000,9,34.8,10.3,10.5,25.8,0,0,0,19.32,19.32,100,,46,1.2,28.62,1.8
Jimmy Garoppolo,,,QB,SF,@ ARI,28th,26.75,15500,8.3,29.3,8.4,17,13.7,0,0,0,16.65,16.65,100,,26,1.1,28.88,1.9
Russell Wilson,,,QB,SEA,vs TB,30th,27.50,15500,14.4,34.7,8.1,18.3,23.3,0,0,0,22.51,22.51,100,,59,1.5,39.22,2.5
Matthew Stafford,,,QB,DET,@ LV,31st,24.50,15500,12.1,29.6,7.0,13.9,20.8,0,0,0,19.08,19.08,100,,59,1.2,25.84,1.7
Nick Chubb,,,RB,CLE,@ DEN,24th,21.50,15500,7.6,29.4,8.7,11.5,18.3,0,0,0,16.32,16.32,100,,35,1.1,11.10,0.7
Aaron Rodgers,,,QB,GB,@ LAC,17th,27.00,15500,12,33.2,8.5,19.7,20.8,0,0,0,20.45,20.45,100,,58,1.3,12.94,0.8
Kyler Murray,,,QB,ARI,vs SF,3rd,16.75,15000,5.5,30.2,9.9,,18.4,0,0,0,15.37,15.37,100,,53,1,23.04,1.5
Gardner Minshew,,,QB,JAC,vs HOU,23rd,23.50,15000,12.1,27.6,6.2,,17.6,0,0,0,18.26,18.26,100,,62,1.2,9.76,0.7
Kirk Cousins,,,QB,MIN,@ KC,6th,25.25,15000,9,29,8.0,18.3,16.8,0,0,0,16.98,16.98,100,,54,1.1,21.30,1.4
Patrick Mahomes,,,QB,KC,vs MIN,9th,20.25,15000,0,14.6,9.7,25.4,21.5,0,0,0,0.00,0.00,100,,55,0,,
Aaron Jones,,,RB,GB,@ LAC,26th,27.00,15000,6.2,32.7,10.6,13.2,20.4,0,0,0,16.84,16.84,100,,25,1.1,3.40,0.2
Dak Prescott,,,QB,DAL,@ NYG,20th,27.25,15000,11.5,33.2,8.7,18,22.9,0,0,0,20.19,20.19,100,,53,1.3,22.48,1.5
Jameis Winston,,,QB,TB,@ SEA,11th,23.50,14500,10.6,30.3,7.9,19.1,19.4,0,0,0,18.46,18.46,100,,52,1.3,20.20,1.4
Derek Carr,,,QB,LV,vs DET,27th,26.50,14500,10.5,29.5,7.6,14.1,14.9,0,0,0,18.09,18.09,100,,53,1.2,19.56,1.3
Baker Mayfield,,,QB,CLE,@ DEN,2nd,21.50,14500,7.3,24.6,6.9,18.2,13,0,0,0,14.21,14.21,100,,56,1,17.12,1.2
Saquon Barkley,,,RB,NYG,vs DAL,29th,21.25,14500,8.3,32.8,9.8,20.1,16.5,0,0,0,18.05,18.05,100,,42,1.2,12.50,0.9
Tevin Coleman,,,RB,SF,@ ARI,22nd,26.75,14000,5.6,23.9,7.3,11.1,15.9,0,0,0,12.90,12.90,100,,14,0.9,4.60,0.3
DeAndre Hopkins,,,WR,HOU,@ JAC,20th,22.50,14000,8.7,26.7,7.2,16.6,13.8,0,0,0,15.91,15.91,100,,51,1.1,15.40,1.1
Matt Moore,,,QB,KC,vs MIN,9th,20.25,14000,8.3,27.8,7.8,,9.2,0,0,0,16.12,16.12,100,,6,1.2,15.00,1.1
Mike Evans,,,WR,TB,@ SEA,9th,23.50,14000,5.3,25.8,8.2,14.2,17.6,0,0,0,13.46,13.46,100,,37,1,30.00,2.1
Chris Godwin,,,WR,TB,@ SEA,9th,23.50,14000,6.1,25.9,7.9,9.7,18.9,0,0,0,14.04,14.04,100,,25,1,10.40,0.7
Kenny Golladay,,,WR,DET,@ LV,27th,24.50,14000,6,23.3,6.9,11.5,14.3,0,0,0,12.93,12.93,100,,33,0.9,21.20,1.5
Philip Rivers,,,QB,LAC,vs GB,12th,23.00,14000,9.9,25.4,6.2,18.4,16.5,0,0,0,16.12,16.12,100,,63,1.2,11.76,0.8
Julian Edelman,,,WR,NE,@ BAL,28th,23.75,14000,6.4,22.2,6.3,14.9,14,0,0,0,12.70,12.70,100,,50,0.9,11.90,0.9
Ezekiel Elliott,,,RB,DAL,@ NYG,21st,27.25,14000,10.1,30.3,8.1,18.5,17.7,0,0,0,18.19,18.19,100,,53,1.3,13.90,1
George Kittle,,,TE,SF,@ ARI,32nd,26.75,13500,4.6,22.6,7.2,13,10.6,0,0,0,11.83,11.83,100,,27,0.9,16.90,1.3
Leonard Fournette,,,RB,JAC,vs HOU,1st,23.50,13500,9.3,28.5,7.7,13.7,15.9,0,0,0,16.97,16.97,100,,42,1.3,9.70,0.7
Stefon Diggs,,,WR,MIN,@ KC,5th,25.25,13500,4.5,24.5,8.0,14.4,13.6,0,0,0,12.48,12.48,100,,35,0.9,2.10,0.2
Chris Carson,,,RB,SEA,vs TB,2nd,27.50,13500,8.8,25,6.5,13.1,14.5,0,0,0,15.26,15.26,100,,47,1.1,12.30,0.9
Brandon Allen,,,QB,DEN,vs CLE,21st,17.50,13500,6.6,21.9,6.1,,,0,0,0,12.72,12.72,100,,23,0.9,17.02,1.3
Daniel Jones,,,QB,NYG,vs DAL,22nd,21.25,13500,8,29.5,8.6,,15.3,0,0,0,16.61,16.61,100,,45,1.2,12.80,0.9
Tyreek Hill,,,WR,KC,vs MIN,16th,20.25,13000,2.8,26.8,9.6,17,12.9,0,0,0,12.44,12.44,100,,33,1,23.50,1.8
Josh Jacobs,,,RB,LV,vs DET,23rd,26.50,13000,7.1,26.3,7.7,,14.5,0,0,0,14.78,14.78,100,,46,1.1,24.00,1.8
Davante Adams,,,WR,GB,@ LAC,13th,27.00,13000,3,24.5,8.6,17.5,12.6,0,0,0,11.61,11.61,100,,39,0.9,7.60,0.6
Sony Michel,,,RB,NE,@ BAL,13th,23.75,13000,4,22.3,7.3,12.9,11.1,0,0,0,11.34,11.34,100,,27,0.9,3.50,0.3
Amari Cooper,,,WR,DAL,@ NYG,23rd,27.25,13000,4.7,27.5,9.1,11.7,15.9,0,0,0,13.82,13.82,100,,20,1.1,16.00,1.2
David Johnson,,,RB,ARI,vs SF,4th,16.75,12500,0,14.3,9.5,13.9,15.2,0,0,0,0.00,0.00,100,,29,0,,
D.J. Chark,,,WR,JAC,vs HOU,29th,23.50,12500,4.4,24.1,7.9,2.2,15.4,0,0,0,12.28,12.28,100,,5,1,5.20,0.4
Adam Thielen,,,WR,MIN,@ KC,5th,25.25,12500,4.1,25.1,8.4,14.9,13.5,0,0,0,12.45,12.45,100,,24,1,0.00,
Tyler Lockett,,,WR,SEA,vs TB,30th,27.50,12500,5.3,26.1,8.3,12.2,13.5,0,0,0,13.62,13.62,100,,19,1.1,33.70,2.7
Tyrell Williams,,,WR,LV,vs DET,24th,26.50,12500,4.5,20,6.2,7,14.1,0,0,0,10.67,10.67,100,,24,0.9,6.30,0.5
Odell Beckham Jr.,,,WR,CLE,@ DEN,2nd,21.50,12500,3.5,24.3,8.3,16,10.3,0,0,0,11.84,11.84,100,,42,0.9,10.70,0.9
Keenan Allen,,,WR,LAC,vs GB,11th,23.00,12500,4.4,23.6,7.7,13.9,13.2,0,0,0,12.05,12.05,100,,43,1,5.50,0.4
Chase Edmonds,,,RB,ARI,vs SF,4th,16.75,12000,0,10.1,6.7,3.3,9.5,0,0,0,0.00,0.00,100,,0,0,,
Travis Kelce,,,TE,KC,vs MIN,7th,20.25,12000,4,22.7,7.5,14.8,11.7,0,0,0,11.48,11.48,100,,41,1,9.70,0.8
