Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2018 Avg,2019 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Patrick Mahomes,,,QB,KC,@ DEN,3rd,26.25,16000,12.1,36.3,9.7,25.4,23.9,0,0,0,21.75,21.75,100,,55,1.4,7.24,0.5
Russell Wilson,,,QB,SEA,vs BAL,8th,25.75,16000,14.2,34.5,8.1,18.3,25.9,0,0,0,22.30,22.30,100,,59,1.4,15.34,1
Matt Ryan,,,QB,ATL,vs LAR,10th,25.75,15500,13,33,8.0,22.6,24.3,0,0,0,20.98,20.98,100,,55,1.4,3.56,0.2
Lamar Jackson,,,QB,BAL,@ SEA,19th,22.75,15500,12,37.7,10.3,10.5,26.2,0,0,0,22.25,22.25,100,,46,1.4,23.32,1.5
Dak Prescott,,,QB,DAL,vs PHI,28th,26.50,15500,12.4,34.1,8.7,18,23.1,0,0,0,21.07,21.07,100,,53,1.4,21.56,1.4
Tom Brady,,,QB,NE,@ NYJ,22nd,26.00,15500,10.9,30.1,7.7,17.6,20.5,0,0,0,18.56,18.56,100,,60,1.2,12.96,0.8
Jared Goff,,,QB,LAR,@ ATL,32nd,28.75,15000,12.5,33.2,8.3,18.7,14.9,0,0,0,20.79,20.79,100,,48,1.4,25.02,1.7
Philip Rivers,,,QB,LAC,@ TEN,11th,20.25,15000,8.4,23.9,6.2,18.4,16.6,0,0,0,14.58,14.58,100,,63,1,21.16,1.4
Teddy Bridgewater,,,QB,NO,@ CHI,6th,16.75,15000,5,25.2,8.1,2.1,14.6,0,0,0,13.07,13.07,100,,33,0.9,19.94,1.3
Carson Wentz,,,QB,PHI,@ DAL,17th,23.50,15000,11.3,27.8,6.6,18.2,19.9,0,0,0,17.94,17.94,100,,62,1.2,7.84,0.5
Tyreek Hill,,,WR,KC,@ DEN,5th,26.25,14500,3.8,27.8,9.6,17,12.8,0,0,0,13.38,13.38,100,,33,0.9,14.90,1
Michael Thomas,,,WR,NO,@ CHI,8th,16.75,14500,5.9,25.9,8.0,16,18,0,0,0,13.88,13.88,100,,42,1,17.60,1.2
Ezekiel Elliott,,,RB,DAL,vs PHI,2nd,26.50,14500,9.8,30,8.1,18.5,16.7,0,0,0,17.88,17.88,100,,53,1.2,23.70,1.6
Sam Darnold,,,QB,NYJ,vs NE,1st,17.00,14500,5.7,23.5,7.1,14.1,16.8,0,0,0,12.83,12.83,100,,47,0.9,-2.66,
Joe Flacco,,,QB,DEN,vs KC,20th,23.25,14000,9.1,25.6,6.6,15.9,12.6,0,0,0,15.72,15.72,100,,52,1.1,6.52,0.5
Cooper Kupp,,,WR,LAR,@ ATL,32nd,28.75,14000,7.4,26.1,7.5,14.4,16.5,0,0,0,14.89,14.89,100,,40,1.1,8.00,0.6
Julio Jones,,,WR,ATL,vs LAR,15th,25.75,14000,6.5,28.3,8.7,16.8,14.6,0,0,0,15.21,15.21,100,,44,1.1,12.30,0.9
