Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2018 Avg,2019 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Christian McCaffrey,,,RB,CAR,vs LAR,27th,24.25,15500,9.3,34,9.9,20.8,,0,0,0,19.18,19.18,100,,47,1.2,37.90,2.4
Jameis Winston,,,QB,TB,vs SF,20th,26.00,15500,12.1,31.8,7.9,19.1,,0,0,0,19.99,19.99,100,,52,1.3,10.06,0.6
Aaron Rodgers,,,QB,GB,@ CHI,3rd,22.00,15000,9.9,31.2,8.5,19.7,,0,0,0,18.41,18.41,100,,58,1.2,12.92,0.9
Cam Newton,,,QB,CAR,vs LAR,27th,24.25,15000,10.2,33.7,9.4,21.1,,0,0,0,19.60,19.60,100,,51,1.3,6.36,0.4
Mike Evans,,,WR,TB,vs SF,29th,26.00,15000,5.6,26.1,8.2,14.2,,0,0,0,13.80,13.80,100,,37,0.9,3.80,0.3
Tom Brady,,,QB,NE,vs PIT,8th,27.00,15000,11,30.3,7.7,17.6,,0,0,0,18.73,18.73,100,,60,1.2,25.64,1.7
Ben Roethlisberger,,,QB,PIT,@ NE,25th,22.00,15000,10,30.2,8.1,22.3,,0,0,0,18.08,18.08,100,,57,1.2,10.74,0.7
Davante Adams,,,WR,GB,@ CHI,10th,22.00,14500,6,27.5,8.6,17.5,,0,0,0,14.57,14.57,100,,39,1,5.60,0.4
Jared Goff,,,QB,LAR,@ CAR,13th,25.25,14500,10.8,31.5,8.3,18.7,,0,0,0,19.06,19.06,100,,48,1.3,10.44,0.7
Jimmy Garoppolo,,,QB,SF,@ TB,9th,25.00,14500,9.6,30.6,8.4,17,,0,0,0,17.97,17.97,100,,26,1.2,11.44,0.8
JuJu Smith-Schuster,,,WR,PIT,@ NE,30th,22.00,14500,7.2,26.2,7.6,14.3,,0,0,0,14.79,14.79,100,,33,1,10.80,0.7
