Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2018 Avg,2019 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Lamar Jackson,,,QB,BAL,vs SF,1st,25.00,18000,12.8,38.5,10.3,10.5,28.4,0,0,0,23.07,23.07,100,,46,1.3,22.30,1.2
Patrick Mahomes,,,QB,KC,vs LV,30th,30.00,16500,14.7,39,9.7,25.4,21.8,0,0,0,24.42,24.42,100,,55,1.5,19.50,1.2
Dak Prescott,,,QB,DAL,vs BUF,4th,26.50,15500,11.6,33.3,8.7,18,22.6,0,0,0,20.25,20.25,100,,53,1.3,23.70,1.5
Drew Brees,,,QB,NO,@ ATL,27th,27.50,15500,12.7,33.5,8.3,20.3,17.4,0,0,0,21.04,21.04,100,,57,1.4,11.26,0.7
Aaron Rodgers,,,QB,GB,@ NYG,14th,24.75,15500,11.9,33.1,8.5,19.7,18.1,0,0,0,20.39,20.39,100,,58,1.3,28.12,1.8
Kyler Murray,,,QB,ARI,vs LAR,23rd,22.75,15500,9.9,34.7,9.9,,20.4,0,0,0,19.81,19.81,100,,53,1.3,14.32,0.9
Deshaun Watson,,,QB,HOU,vs NE,3rd,22.00,15500,8.1,32.1,9.6,20.5,22.3,0,0,0,17.72,17.72,100,,54,1.1,28.36,1.8
Russell Wilson,,,QB,SEA,vs MIN,24th,25.75,15500,13.5,33.7,8.1,18.3,23.1,0,0,0,21.59,21.59,100,,59,1.4,17.90,1.2
Josh Allen,,,QB,BUF,@ DAL,6th,20.50,15000,8.1,31.9,9.5,18.3,20.5,0,0,0,17.62,17.62,100,,52,1.2,23.54,1.6
Michael Thomas,,,WR,NO,@ ATL,29th,27.50,15000,11.4,31.4,8.0,16,19.2,0,0,0,19.40,19.40,100,,42,1.3,7.80,0.5
Jimmy Garoppolo,,,QB,SF,@ BAL,7th,20.00,15000,7,28,8.4,17,16.8,0,0,0,15.36,15.36,100,,26,1,9.10,0.6
Jared Goff,,,QB,LAR,@ ARI,29th,24.75,15000,9.4,30.1,8.3,18.7,14.1,0,0,0,17.67,17.67,100,,48,1.2,24.96,1.7
Melvin Gordon,,,RB,LAC,@ DEN,6th,21.00,15000,5,25.7,8.3,18.1,12.2,0,0,0,13.26,13.26,100,,39,0.9,12.00,0.8
Tyreek Hill,,,WR,KC,vs LV,25th,30.00,15000,7,31,9.6,17,14.7,0,0,0,16.55,16.55,100,,33,1.1,7.60,0.5
Kirk Cousins,,,QB,MIN,@ SEA,13th,22.75,15000,10,30,8.0,18.3,18,0,0,0,17.97,17.97,100,,54,1.2,18.04,1.2
Allen Robinson,,,WR,CHI,@ DET,24th,21.00,14500,4.1,22.8,7.5,10.8,12,0,0,0,11.56,11.56,100,,39,0.8,18.60,1.3
Mitchell Trubisky,,,QB,CHI,@ DET,28th,21.00,14500,6.4,29.4,9.2,18.3,12.2,0,0,0,15.56,15.56,100,,34,1.1,24.92,1.7
Jeff Driskel,,,QB,DET,vs CHI,2nd,16.00,14500,0,10.8,7.2,10.9,20.5,0,0,0,0.00,0.00,100,,24,0,,
Ezekiel Elliott,,,RB,DAL,vs BUF,25th,26.50,14500,9.5,29.7,8.1,18.5,16.2,0,0,0,17.55,17.55,100,,53,1.2,17.20,1.2
Daniel Jones,,,QB,NYG,vs GB,22nd,18.75,14500,7.4,28.9,8.6,,16.5,0,0,0,15.98,15.98,100,,45,1.1,11.20,0.8
Aaron Jones,,,RB,GB,@ NYG,27th,24.75,14500,2.9,29.4,10.6,13.2,18,0,0,0,13.45,13.45,100,,25,0.9,5.10,0.4
Philip Rivers,,,QB,LAC,@ DEN,9th,21.00,14500,8.8,24.3,6.2,18.4,15.7,0,0,0,15.02,15.02,100,,63,1,17.60,1.2
DeAndre Hopkins,,,WR,HOU,vs NE,1st,22.00,14500,5.9,23.9,7.2,16.6,14.7,0,0,0,13.09,13.09,100,,51,0.9,13.14,0.9
Tom Brady,,,QB,NE,@ HOU,25th,25.00,14500,9.6,28.8,7.7,17.6,17.1,0,0,0,17.29,17.29,100,,60,1.2,25.34,1.7
Dalvin Cook,,,RB,MIN,@ SEA,17th,22.75,14500,9.2,32.9,9.5,12,21.2,0,0,0,18.69,18.69,100,,42,1.3,11.90,0.8
Matt Ryan,,,QB,ATL,vs NO,10th,20.50,14000,9.5,29.5,8.0,22.6,19,0,0,0,17.52,17.52,100,,55,1.3,18.58,1.3
Alvin Kamara,,,RB,NO,@ ATL,9th,27.50,14000,7.2,32,9.9,19.1,15.2,0,0,0,17.13,17.13,100,,43,1.2,10.40,0.7
Mark Ingram,,,RB,BAL,vs SF,13th,25.00,14000,4.2,23.9,7.9,10.3,15.8,0,0,0,12.05,12.05,100,,34,0.9,7.20,0.5
Davante Adams,,,WR,GB,@ NYG,17th,24.75,14000,6.2,27.7,8.6,17.5,12.7,0,0,0,14.80,14.80,100,,39,1.1,21.40,1.5
Brandon Allen,,,QB,DEN,vs LAC,8th,17.00,14000,0,9.2,6.1,,11.5,0,0,0,0.00,0.00,100,,23,0,,
Derek Carr,,,QB,LV,@ KC,16th,19.00,14000,8.8,27.8,7.6,14.1,14.8,0,0,0,16.41,16.41,100,,53,1.2,11.58,0.8
George Kittle,,,TE,SF,@ BAL,22nd,20.00,13500,4.3,22.3,7.2,13,12.5,0,0,0,11.45,11.45,100,,27,0.8,2.40,0.2
Saquon Barkley,,,RB,NYG,vs GB,29th,18.75,13500,6.3,30.8,9.8,20.1,13.4,0,0,0,16.05,16.05,100,,42,1.2,13.00,1
Todd Gurley,,,RB,LAR,@ ARI,16th,24.75,13500,4.1,27.6,9.4,21.9,12.1,0,0,0,13.50,13.50,100,,40,1,18.00,1.3
Robert Woods,,,WR,LAR,@ ARI,26th,24.75,13500,3.2,20.2,6.8,13.1,10.5,0,0,0,9.95,9.95,100,,36,0.7,23.70,1.8
Keenan Allen,,,WR,LAC,@ DEN,10th,21.00,13500,4,23.3,7.7,13.9,12.8,0,0,0,11.74,11.74,100,,43,0.9,15.80,1.2
Travis Kelce,,,TE,KC,vs LV,30th,30.00,13500,6.5,25.2,7.5,14.8,12.6,0,0,0,13.99,13.99,100,,41,1,11.50,0.9
Stefon Diggs,,,WR,MIN,@ SEA,13th,22.75,13500,4.5,24.5,8.0,14.4,12.5,0,0,0,12.54,12.54,100,,35,0.9,7.20,0.5
Kenny Golladay,,,WR,DET,vs CHI,2nd,16.00,13000,1.8,19.1,6.9,11.5,13.3,0,0,0,8.73,8.73,100,,33,0.7,23.80,1.8
Amari Cooper,,,WR,DAL,vs BUF,8th,26.50,13000,2.7,25.5,9.1,11.7,14.4,0,0,0,11.81,11.81,100,,20,0.9,12.50,1
Julio Jones,,,WR,ATL,vs NO,9th,20.50,13000,0,13.1,8.7,16.8,13.7,0,0,0,0.00,0.00,100,,44,0,,
Golden Tate,,,WR,NYG,vs GB,22nd,18.75,13000,0,9.8,6.5,9.5,12.4,0,0,0,0.00,0.00,100,,32,0,,
Austin Ekeler,,,RB,LAC,@ DEN,6th,21.00,13000,2.6,21.8,7.7,10,16.9,0,0,0,10.29,10.29,100,,32,0.8,14.70,1.1
