Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2018 Avg,2019 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Patrick Mahomes,,,QB,KC,@ LAC,12th,28.75,16500,12,36.2,9.7,25.4,22.5,0,0,0,21.65,21.65,100,,55,1.3,16.18,1
Lamar Jackson,,,QB,BAL,vs HOU,24th,27.50,16000,14.4,40.2,10.3,10.5,27,0,0,0,24.70,24.70,100,,46,1.5,33.48,2.1
Jimmy Garoppolo,,,QB,SF,vs ARI,30th,27.00,16000,9.8,30.8,8.4,17,15.1,0,0,0,18.17,18.17,100,,26,1.1,31.66,2
Josh Jacobs,,,RB,LV,vs CIN,31st,30.50,16000,9.5,28.8,7.7,,15.9,0,0,0,17.23,17.23,100,,46,1.1,11.90,0.7
Baker Mayfield,,,QB,CLE,vs PIT,15th,22.25,15500,8.2,25.4,6.9,18.2,14,0,0,0,15.06,15.06,100,,56,1,21.82,1.4
Kyler Murray,,,QB,ARI,@ SF,3rd,17.00,15500,6.1,30.8,9.9,,19.8,0,0,0,15.96,15.96,100,,53,1,26.70,1.7
Derek Carr,,,QB,LV,vs CIN,25th,30.50,15500,11.1,30.1,7.6,14.1,15.2,0,0,0,18.68,18.68,100,,53,1.2,20.78,1.3
Tom Brady,,,QB,NE,@ PHI,7th,24.50,15500,10.6,29.8,7.7,17.6,18.7,0,0,0,18.25,18.25,100,,60,1.2,8.54,0.6
Tyreek Hill,,,WR,KC,@ LAC,7th,28.75,15500,6.8,30.8,9.6,17,17.1,0,0,0,16.42,16.42,100,,33,1.1,0.00,
Michael Thomas,,,WR,NO,@ TB,32nd,27.75,15000,11.4,31.4,8.0,16,18.8,0,0,0,19.38,19.38,100,,42,1.3,21.40,1.4
Deshaun Watson,,,QB,HOU,@ BAL,13th,23.50,15000,11.2,35.2,9.6,20.5,24.5,0,0,0,20.83,20.83,100,,54,1.4,4.96,0.3
Jared Goff,,,QB,LAR,vs CHI,9th,22.50,15000,8.4,29.1,8.3,18.7,15.9,0,0,0,16.69,16.69,100,,48,1.1,6.22,0.4
Mason Rudolph,,,QB,PIT,@ CLE,23rd,19.25,14500,7.9,23.6,6.3,,13.6,0,0,0,14.16,14.16,100,,28,1,10.34,0.7
James Conner,,,RB,PIT,@ CLE,16th,19.25,14500,4.6,27.6,9.2,18.5,15.7,0,0,0,13.82,13.82,100,,13,1,2.10,0.1
Drew Brees,,,QB,NO,@ TB,32nd,27.75,14500,12.6,33.4,8.3,20.3,14.9,0,0,0,20.91,20.91,100,,57,1.4,21.12,1.5
Carson Wentz,,,QB,PHI,vs NE,1st,20.50,14500,8.9,25.4,6.6,18.2,17.4,0,0,0,15.48,15.48,100,,62,1.1,12.26,0.8
Nick Chubb,,,RB,CLE,vs PIT,5th,22.25,14000,6.1,27.9,8.7,11.5,16.9,0,0,0,14.83,14.83,100,,35,1.1,9.20,0.7
Mike Evans,,,WR,TB,vs NO,6th,22.75,14000,6.1,26.6,8.2,14.2,18.2,0,0,0,14.31,14.31,100,,37,1,8.90,0.6
DeAndre Hopkins,,,WR,HOU,@ BAL,19th,23.50,14000,8.3,26.3,7.2,16.6,14,0,0,0,15.48,15.48,100,,51,1.1,11.50,0.8
