Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2018 Avg,2019 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Christian McCaffrey,,,RB,CAR,@ SF,6th,18.25,17000,9.1,33.9,9.9,20.8,27.3,0,0,0,19.01,19.01,100,,47,1.1,25.50,1.5
Deshaun Watson,,,QB,HOU,vs LV,30th,29.00,16500,14,38,9.6,20.5,24.7,0,0,0,23.56,23.56,100,,54,1.4,27.76,1.7
Tom Brady,,,QB,NE,vs CLE,21st,26.50,16000,11.4,30.7,7.7,17.6,19.4,0,0,0,19.10,19.10,100,,60,1.2,18.36,1.1
Aaron Rodgers,,,QB,GB,@ KC,7th,26.50,16000,11.5,32.8,8.5,19.7,19.9,0,0,0,20.03,20.03,100,,58,1.3,27.10,1.7
Dalvin Cook,,,RB,MIN,vs WAS,20th,29.00,15500,11.9,35.7,9.5,12,21.8,0,0,0,21.42,21.42,100,,42,1.4,25.60,1.7
Kirk Cousins,,,QB,MIN,vs WAS,27th,29.00,15000,10.4,30.4,8.0,18.3,17.6,0,0,0,18.44,18.44,100,,54,1.2,11.60,0.8
Drew Brees,,,QB,NO,vs ARI,25th,29.50,15000,9.7,30.4,8.3,20.3,11.2,0,0,0,17.97,17.97,100,,57,1.2,25.92,1.7
Teddy Bridgewater,,,QB,NO,vs ARI,25th,29.50,15000,0,12.2,8.1,2.1,15.5,0,0,0,0.00,0.00,100,,33,0,-0.20,
Kyler Murray,,,QB,ARI,@ NO,22nd,18.50,15000,8.4,33.2,9.9,,19.6,0,0,0,18.34,18.34,100,,53,1.2,10.10,0.7
James Conner,,,RB,PIT,vs MIA,32nd,29.00,15000,8.8,31.8,9.2,18.5,14.6,0,0,0,18.01,18.01,100,,13,1.2,22.50,1.5
Michael Thomas,,,WR,NO,vs ARI,13th,29.50,14500,9.4,29.4,8.0,16,17.9,0,0,0,17.37,17.37,100,,42,1.2,21.80,1.5
Jimmy Garoppolo,,,QB,SF,vs CAR,5th,22.25,14500,7.4,28.4,8.4,17,13.6,0,0,0,15.79,15.79,100,,26,1.1,14.00,1
Kyle Allen,,,QB,CAR,@ SF,3rd,18.25,14500,3.9,24.1,8.1,13.3,14.2,0,0,0,11.96,11.96,100,,30,0.8,3.32,0.2
DeAndre Hopkins,,,WR,HOU,vs LV,29th,29.00,14500,9.8,27.8,7.2,16.6,13.5,0,0,0,16.96,16.96,100,,51,1.2,16.40,1.1
Patrick Mahomes,,,QB,KC,vs GB,28th,21.50,14500,0,14.6,9.7,25.4,21.5,0,0,0,0.00,0.00,100,,55,0,,
Aaron Jones,,,RB,GB,@ KC,27th,26.50,14500,4,30.5,10.6,13.2,17.9,0,0,0,14.56,14.56,100,,25,1,38.10,2.6
Stefon Diggs,,,WR,MIN,vs WAS,25th,29.00,14000,4.8,24.8,8.0,14.4,13.3,0,0,0,12.78,12.78,100,,35,0.9,15.80,1.1
Derek Carr,,,QB,LV,@ HOU,26th,23.00,14000,8.5,27.5,7.6,14.1,13.5,0,0,0,16.12,16.12,100,,53,1.2,23.40,1.7
Sony Michel,,,RB,NE,vs CLE,26th,26.50,14000,6.8,25,7.3,12.9,11.6,0,0,0,14.08,14.08,100,,27,1,7.40,0.5
Baker Mayfield,,,QB,CLE,@ NE,1st,16.50,14000,6.6,23.8,6.9,18.2,13.1,0,0,0,13.48,13.48,100,,56,1,12.56,0.9
Mason Rudolph,,,QB,PIT,vs MIA,31st,29.00,14000,10.2,25.9,6.3,,13.4,0,0,0,16.46,16.46,100,,28,1.2,17.04,1.2
Ryan Fitzpatrick,,,QB,MIA,@ PIT,11th,15.00,14000,2.7,26.2,9.4,22.2,9,0,0,0,12.13,12.13,100,,35,0.9,13.30,1
Case Keenum,,,QB,WAS,@ MIN,8th,13.00,13500,3.4,21.4,7.2,14.4,13,0,0,0,10.59,10.59,100,,40,0.8,3.20,0.2
Adam Thielen,,,WR,MIN,vs WAS,25th,29.00,13500,0,12.6,8.4,14.9,13.5,0,0,0,0.00,0.00,100,,24,0,,
Alvin Kamara,,,RB,NO,vs ARI,24th,29.50,13500,0,14.9,9.9,19.1,15.7,0,0,0,0.00,0.00,100,,43,0,,
George Kittle,,,TE,SF,vs CAR,9th,22.25,13500,4.5,22.5,7.2,13,10.4,0,0,0,11.71,11.71,100,,27,0.9,11.60,0.9
Josh Jacobs,,,RB,LV,@ HOU,1st,23.00,13500,5.6,24.8,7.7,,15.4,0,0,0,13.29,13.29,100,,46,1,9.10,0.7
Nick Chubb,,,RB,CLE,@ NE,3rd,16.50,13500,5.5,27.2,8.7,11.5,19.6,0,0,0,14.15,14.15,100,,35,1,10.30,0.8
Matt Moore,,,QB,KC,vs GB,28th,21.50,13500,6.7,26.2,7.8,,4.2,0,0,0,14.48,14.48,100,,6,1.1,18.98,1.4
Tyreek Hill,,,WR,KC,vs GB,20th,21.50,13500,2.7,26.7,9.6,17,13.5,0,0,0,12.28,12.28,100,,33,0.9,11.10,0.8
David Johnson,,,RB,ARI,@ NO,5th,18.50,13000,0,14.3,9.5,13.9,15.2,0,0,0,0.00,0.00,100,,29,0,,
Darren Waller,,,TE,LV,@ HOU,8th,23.00,13000,3.7,24,8.1,4.2,13.9,0,0,0,11.83,11.83,100,,16,0.9,8.10,0.6
Julian Edelman,,,WR,NE,vs CLE,14th,26.50,13000,7,22.8,6.3,14.9,12.6,0,0,0,13.31,13.31,100,,50,1,23.50,1.8
Davante Adams,,,WR,GB,@ KC,15th,26.50,13000,0,12.9,8.6,17.5,12.6,0,0,0,0.00,0.00,100,,39,0,,
JuJu Smith-Schuster,,,WR,PIT,vs MIA,30th,29.00,13000,3.7,22.7,7.6,14.3,9.4,0,0,0,11.29,11.29,100,,33,0.9,18.80,1.4
Latavius Murray,,,RB,NO,vs ARI,24th,29.50,12500,8.2,26.5,7.3,7.6,8.6,0,0,0,15.52,15.52,100,,22,1.2,32.20,2.6
Terry McLaurin,,,WR,WAS,@ MIN,21st,13.00,12000,3.4,19.9,6.6,,14,0,0,0,9.96,9.96,100,,42,0.8,5.90,0.5
Chase Edmonds,,,RB,ARI,@ NO,5th,18.50,12000,3,19.8,6.7,3.3,10.5,0,0,0,9.70,9.70,100,,0,0.8,2.30,0.2
Tevin Coleman,,,RB,SF,vs CAR,29th,22.25,12000,4.1,22.4,7.3,11.1,10.6,0,0,0,11.43,11.43,100,,14,1,36.80,3.1
Odell Beckham Jr.,,,WR,CLE,@ NE,1st,16.50,12000,3.6,24.3,8.3,16,10.7,0,0,0,11.86,11.86,100,,42,1,7.70,0.6
