Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2018 Avg,2019 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Patrick Mahomes,,,QB,KC,vs BAL,5th,28.25,16000,14.8,39,9.7,25.4,29.5,0,0,0,24.49,24.49,100,,55,1.5,27.86,1.7
Saquon Barkley,,,RB,NYG,@ TB,13th,21.50,16000,8.6,33.1,9.8,20.1,18.5,0,0,0,18.36,18.36,100,,42,1.1,5.70,0.4
Russell Wilson,,,QB,SEA,vs NO,17th,24.50,15500,11,31.3,8.1,18.3,20.4,0,0,0,19.14,19.14,100,,59,1.2,41.34,2.7
Case Keenum,,,QB,WAS,vs CHI,3rd,18.00,15500,6.5,24.5,7.2,14.4,22,0,0,0,13.65,13.65,100,,40,0.9,14.58,0.9
Derrick Henry,,,RB,TEN,@ JAC,18th,19.50,15000,2.2,29.7,11.0,12,22.4,0,0,0,13.19,13.19,100,,18,0.9,11.10,0.7
Lamar Jackson,,,QB,BAL,@ KC,32nd,23.25,15000,12.6,38.4,10.3,10.5,32.2,0,0,0,22.91,22.91,100,,46,1.5,21.28,1.4
Deshaun Watson,,,QB,HOU,@ LAC,7th,23.00,15000,9.9,33.9,9.6,20.5,22.3,0,0,0,19.48,19.48,100,,54,1.3,25.84,1.7
Odell Beckham Jr.,,,WR,CLE,vs LAR,6th,22.25,15000,7.3,28.1,8.3,16,17.9,0,0,0,15.64,15.64,100,,42,1,8.60,0.6
Marcus Mariota,,,QB,TEN,@ JAC,2nd,19.50,14500,5.8,28.8,9.2,12.9,18.8,0,0,0,15.01,15.01,100,,37,1,15.56,1.1
Jameis Winston,,,QB,TB,vs NYG,26th,26.50,14500,12,31.8,7.9,19.1,11.6,0,0,0,19.92,19.92,100,,52,1.4,26.50,1.8
DeAndre Hopkins,,,WR,HOU,@ LAC,3rd,23.00,14500,8.4,26.4,7.2,16.6,16.8,0,0,0,15.58,15.58,100,,51,1.1,9.70,0.7
Alvin Kamara,,,RB,NO,@ SEA,6th,19.50,14500,6.3,31,9.9,19.1,13.5,0,0,0,16.17,16.17,100,,43,1.1,32.60,2.2
Jared Goff,,,QB,LAR,@ CLE,12th,25.25,14500,10.7,31.4,8.3,18.7,14.8,0,0,0,18.95,18.95,100,,48,1.3,16.12,1.1
Baker Mayfield,,,QB,CLE,vs LAR,9th,22.25,14500,11.6,28.9,6.9,18.2,14.2,0,0,0,18.51,18.51,100,,56,1.3,10.70,0.7
Mitchell Trubisky,,,QB,CHI,@ WAS,19th,23.00,14500,7.4,30.4,9.2,18.3,7.4,0,0,0,16.63,16.63,100,,34,1.1,20.44,1.4
Gardner Minshew,,,QB,JAC,vs TEN,14th,18.50,14000,8.2,23.7,6.2,,17.4,0,0,0,14.38,14.38,100,,62,1,17.96,1.3
Travis Kelce,,,TE,KC,vs BAL,23rd,28.25,14000,7.6,26.4,7.5,14.8,15.3,0,0,0,15.12,15.12,100,,41,1.1,12.40,0.9
Chris Godwin,,,WR,TB,vs NYG,25th,26.50,14000,5.9,25.6,7.9,9.7,17.5,0,0,0,13.76,13.76,100,,25,1,5.50,0.4
Austin Ekeler,,,RB,LAC,vs HOU,8th,26.00,14000,9.9,29.1,7.7,10,28.4,0,0,0,17.57,17.57,100,,32,1.3,11.60,0.8
Philip Rivers,,,QB,LAC,vs HOU,30th,26.00,14000,11.8,27.3,6.2,18.4,18.4,0,0,0,17.95,17.95,100,,63,1.3,19.62,1.4
Daniel Jones,,,QB,NYG,@ TB,6th,21.50,13500,7.8,29.3,8.6,,-0.8,0,0,0,16.37,16.37,100,,45,1.2,34.24,2.5
Keenan Allen,,,WR,LAC,vs HOU,27th,26.00,13500,8.3,27.6,7.7,13.9,18.1,0,0,0,16.02,16.02,100,,43,1.2,37.10,2.7
Teddy Bridgewater,,,QB,NO,@ SEA,24th,19.50,13500,5.3,25.6,8.1,2.1,7.1,0,0,0,13.40,13.40,100,,33,1,16.28,1.2
Chris Carson,,,RB,SEA,vs NO,4th,24.50,13500,8.6,24.9,6.5,13.1,14.6,0,0,0,15.11,15.11,100,,47,1.1,3.50,0.3
Terry McLaurin,,,WR,WAS,vs CHI,9th,18.00,13500,1.8,18.3,6.6,,17.9,0,0,0,8.43,8.43,100,,42,0.6,16.00,1.2
Leonard Fournette,,,RB,JAC,vs TEN,19th,18.50,13000,7.8,27.1,7.7,13.7,10.1,0,0,0,15.50,15.50,100,,42,1.2,12.20,0.9
Sammy Watkins,,,WR,KC,vs BAL,7th,28.25,13000,6,26,8.0,9.6,25.1,0,0,0,13.95,13.95,100,,12,1.1,8.90,0.7
Mark Ingram,,,RB,BAL,@ KC,15th,23.25,13000,3.1,22.9,7.9,10.3,15.7,0,0,0,11.00,11.00,100,,34,0.8,33.50,2.6
Mike Evans,,,WR,TB,vs NYG,25th,26.50,13000,5.2,25.7,8.2,14.2,6,0,0,0,13.39,13.39,100,,37,1,41.00,3.2
Michael Thomas,,,WR,NO,@ SEA,16th,19.50,13000,5.3,25.3,8.0,16,15.6,0,0,0,13.30,13.30,100,,42,1,13.90,1.1
Nick Chubb,,,RB,CLE,vs LAR,22nd,22.25,13000,8.2,29.9,8.7,11.5,13.9,0,0,0,16.89,16.89,100,,35,1.3,15.10,1.2
Allen Robinson,,,WR,CHI,@ WAS,24th,23.00,13000,3.7,22.4,7.5,10.8,9.9,0,0,0,11.16,11.16,100,,39,0.9,9.00,0.7
D.J. Chark,,,WR,JAC,vs TEN,18th,18.50,12500,0,19.5,7.9,2.2,18.8,0,0,0,7.66,7.66,100,,5,0.6,15.60,1.2
Peyton Barber,,,RB,TB,vs NYG,29th,26.50,12500,5.4,17.9,5.0,8.8,10.5,0,0,0,10.42,10.42,100,,15,0.8,6.50,0.5
Tyler Lockett,,,WR,SEA,vs NO,15th,24.50,12500,3.7,24.4,8.3,12.2,11.9,0,0,0,11.98,11.98,100,,19,1,26.90,2.2
Brandin Cooks,,,WR,LAR,@ CLE,5th,25.25,12500,4.3,23.8,7.8,13.5,10,0,0,0,12.10,12.10,100,,33,1,16.00,1.3
David Montgomery,,,RB,CHI,@ WAS,25th,23.00,12500,3.3,22,7.5,,9.2,0,0,0,10.77,10.77,100,,39,0.9,9.60,0.8
Delanie Walker,,,TE,TEN,@ JAC,4th,19.50,12000,2.3,16.3,5.6,7.2,13,0,0,0,7.89,7.89,100,,43,0.7,9.90,0.8
Mark Andrews,,,TE,BAL,@ KC,32nd,23.25,12000,5,20.5,6.2,5.6,21,0,0,0,11.16,11.16,100,,25,0.9,3.00,0.3
Evan Engram,,,TE,NYG,@ TB,7th,21.50,12000,5.4,19.1,5.5,9.4,15.5,0,0,0,10.86,10.86,100,,34,0.9,20.30,1.7
DK Metcalf,,,WR,SEA,vs NO,15th,24.50,12000,1.8,21.1,7.7,,12.3,0,0,0,9.54,9.54,100,,37,0.8,7.70,0.6
Cooper Kupp,,,WR,LAR,@ CLE,5th,25.25,12000,5,23.7,7.5,14.4,11.6,0,0,0,12.48,12.48,100,,40,1,27.60,2.3
Todd Gurley,,,RB,LAR,@ CLE,16th,25.25,12000,4.6,28.1,9.4,21.9,12.4,0,0,0,14.03,14.03,100,,40,1.2,4.30,0.4
Demarcus Robinson,,,WR,KC,vs BAL,7th,28.25,11500,3,16.5,5.4,4.5,16.4,0,0,0,8.36,8.36,100,,0,0.7,11.80,1
Robert Woods,,,WR,LAR,@ CLE,5th,25.25,11500,4.9,21.9,6.8,13.1,8.9,0,0,0,11.74,11.74,100,,36,1,7.30,0.6
Adrian Peterson,,,RB,WAS,vs CHI,1st,18.00,11500,1.7,20.2,7.4,11.2,10.2,0,0,0,9.08,9.08,100,,25,0.8,3.90,0.3
Damien Williams,,,RB,KC,vs BAL,2nd,28.25,11000,0,11.9,7.9,11.8,11.3,0,0,0,0.00,0.00,100,,0,0,,
Chris Conley,,,WR,JAC,vs TEN,18th,18.50,10500,2.3,13.8,4.6,4.4,14,0,0,0,6.93,6.93,100,,10,0.7,4.00,0.4
Mike Williams,,,WR,LAC,vs HOU,27th,26.00,10500,3.1,20.1,6.8,9.6,6.9,0,0,0,9.90,9.90,100,,17,0.9,6.00,0.6
Rashaad Penny,,,RB,SEA,vs NO,4th,24.50,10500,0,9,6.0,4.9,7.4,0,0,0,0.00,0.00,100,,0,0,,
Marquise Brown,,,WR,BAL,@ KC,32nd,23.25,10000,3.9,20.6,6.7,,20.7,0,0,0,10.55,10.55,100,,34,1.1,5.90,0.6
Mecole Hardman,,,WR,KC,vs BAL,7th,28.25,10000,3.2,16.4,5.3,,7.1,0,0,0,8.47,8.47,100,,15,0.8,17.40,1.7
Sterling Shepard,,,WR,NYG,@ TB,11th,21.50,10000,1.9,17.1,6.1,9.3,7.2,0,0,0,7.99,7.99,100,,39,0.8,23.60,2.4
Will Fuller,,,WR,HOU,@ LAC,3rd,23.00,10000,0.2,22.7,9.0,12.9,7,0,0,0,9.16,9.16,100,,14,0.9,7.60,0.8
Greg Zuerlein,,,K,LAR,@ CLE,29th,25.25,10000,3.8,16.3,5.0,11.6,12,0,0,0,8.75,8.75,100,,44,0.9,10.00,1
Chris Thompson,,,RB,WAS,vs CHI,1st,18.00,10000,2.5,16.5,5.6,7.1,9.5,0,0,0,8.07,8.07,100,,26,0.8,12.80,1.3
Cairo Santos,,,K,TEN,@ JAC,14th,19.50,9500,2.1,14.1,4.8,7.3,9.5,0,0,0,6.85,6.85,100,,38,0.7,1.00,0.1
Justin Tucker,,,K,BAL,@ KC,6th,23.25,9500,5.4,15.7,4.1,9.7,12,0,0,0,9.50,9.50,100,,58,1,4.00,0.4
Cody Latimer,,,WR,NYG,@ TB,11th,21.50,9500,0,6,4.0,5.1,6.7,0,0,0,0.00,0.00,100,,0,0,,
Ka'imi Fairbairn,,,K,HOU,@ LAC,7th,23.00,9500,1.5,13.5,4.8,10.1,5.5,0,0,0,6.25,6.25,100,,41,0.7,3.00,0.3
Carlos Hyde,,,RB,HOU,@ LAC,24th,23.00,9500,0.4,17.7,6.9,6.7,9,0,0,0,7.34,7.34,100,,26,0.8,7.90,0.8
Wil Lutz,,,K,NO,@ SEA,27th,19.50,9500,2.8,11.8,3.6,9.5,13.5,0,0,0,6.40,6.40,100,,61,0.7,3.00,0.3
Malcolm Brown,,,RB,LAR,@ CLE,16th,25.25,9500,1.7,12.9,4.5,3.7,11.3,0,0,0,6.18,6.18,100,,0,0.7,0.70,0.1
Dustin Hopkins,,,K,WAS,vs CHI,31st,18.00,9500,1.4,11.6,4.1,8.6,7,0,0,0,5.45,5.45,100,,50,0.6,3.00,0.3
Tarik Cohen,,,RB,CHI,@ WAS,25th,23.00,9500,2,17.5,6.2,11.3,6.2,0,0,0,8.18,8.18,100,,26,0.9,3.40,0.4
Josh Lambo,,,K,JAC,vs TEN,15th,18.50,9000,2.3,12.3,4.0,6.7,7.5,0,0,0,6.25,6.25,100,,47,0.7,10.00,1.1
Corey Davis,,,WR,TEN,@ JAC,1st,19.50,9000,0.2,17.7,7.0,9.9,2.7,0,0,0,7.20,7.20,100,,13,0.8,5.90,0.7
Harrison Butker,,,K,KC,vs BAL,21st,28.25,9000,3.7,14.2,4.2,8.9,10.5,0,0,0,7.85,7.85,100,,55,0.9,10.00,1.1
Aldrick Rosas,,,K,NYG,@ TB,23rd,21.50,9000,1.2,10.2,3.6,8.9,3.5,0,0,0,4.75,4.75,100,,41,0.5,6.00,0.7
O.J. Howard,,,TE,TB,vs NYG,29th,26.50,9000,1.8,16,5.7,10.4,3.2,0,0,0,7.46,7.46,100,,12,0.8,8.10,0.9
Michael Badgley,,,K,LAC,vs HOU,10th,26.00,9000,6.8,6.8,,,,0,0,0,6.75,6.75,100,,0,0.8,,
Ted Ginn Jr.,,,WR,NO,@ SEA,16th,19.50,9000,0,15.1,6.2,8.2,13.6,0,0,0,5.77,5.77,100,,17,0.6,2.50,0.3
Taysom Hill,,,QB,NO,@ SEA,24th,19.50,9000,0,12.8,6.5,2.4,5.4,0,0,0,3.00,3.00,100,,0,0.3,1.50,0.2
Jarvis Landry,,,WR,CLE,vs LAR,6th,22.25,9000,3.1,18.6,6.2,10.4,7.2,0,0,0,9.28,9.28,100,,46,1,7.70,0.9
Eddy Pineiro,,,K,CHI,@ WAS,19th,23.00,9000,3.7,13.4,3.9,,9,0,0,0,7.55,7.55,100,,41,0.8,7.00,0.8
Dede Westbrook,,,WR,JAC,vs TEN,18th,18.50,8500,2.3,16.8,5.8,9.2,6.3,0,0,0,8.06,8.06,100,,25,0.9,7.50,0.9
LeSean McCoy,,,RB,KC,vs BAL,2nd,28.25,8500,1.4,21.9,8.2,7.9,6.8,0,0,0,9.59,9.59,100,,27,1.1,21.50,2.5
Matt Gay,,,K,TB,vs NYG,1st,26.50,8500,3.7,13.2,3.8,,7,0,0,0,7.45,7.45,100,,57,0.9,16.00,1.9
TJ Jones,,,WR,NYG,@ TB,11th,21.50,8500,0,8,4.3,3.4,11.3,0,0,0,1.52,1.52,100,,0,0.2,0.00,
Justin Jackson,,,RB,LAC,vs HOU,8th,26.00,8500,2.7,14.5,4.7,6.3,6.8,0,0,0,7.44,7.44,100,,13,0.9,5.00,0.6
