Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2018 Avg,2019 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Christian McCaffrey,,,RB,CAR,@ GB,27th,22.50,17500,12.2,37,9.9,20.8,28.2,0,0,0,22.12,22.12,100,,47,1.3,23.10,1.3
Jacoby Brissett,,,QB,IND,vs MIA,32nd,27.50,16000,0,12.8,8.5,-0.2,16.2,0,0,0,0.00,0.00,100,,8,0,,
Jared Goff,,,QB,LAR,@ PIT,22nd,23.75,16000,9.8,30.6,8.3,18.7,17.2,0,0,0,18.11,18.11,100,,48,1.1,5.72,0.4
Aaron Rodgers,,,QB,GB,vs CAR,7th,26.50,16000,12.6,33.8,8.5,19.7,20,0,0,0,21.07,21.07,100,,58,1.3,10.02,0.6
Russell Wilson,,,QB,SEA,@ SF,2nd,20.25,16000,10.7,30.9,8.1,18.3,25.1,0,0,0,18.78,18.78,100,,59,1.2,17.58,1.1
Mike Evans,,,WR,TB,vs ARI,24th,28.25,15500,8.4,28.9,8.2,14.2,19.2,0,0,0,16.57,16.57,100,,37,1.1,10.20,0.7
Saquon Barkley,,,RB,NYG,@ NYJ,13th,23.00,15500,11,35.5,9.8,20.1,15.8,0,0,0,20.78,20.78,100,,42,1.3,5.60,0.4
Cooper Kupp,,,WR,LAR,@ PIT,20th,23.75,15500,8,26.7,7.5,14.4,17.3,0,0,0,15.48,15.48,100,,40,1,0.00,
Jameis Winston,,,QB,TB,vs ARI,29th,28.25,15000,14,33.7,7.9,19.1,19.5,0,0,0,21.89,21.89,100,,52,1.5,20.32,1.4
T.Y. Hilton,,,WR,IND,vs MIA,32nd,27.50,15000,0,11.7,7.8,14.1,13.7,0,0,0,0.00,0.00,100,,28,0,,
Marlon Mack,,,RB,IND,vs MIA,29th,27.50,15000,8.1,26.8,7.5,14,12.5,0,0,0,15.58,15.58,100,,25,1,8.70,0.6
Dak Prescott,,,QB,DAL,vs MIN,14th,25.50,15000,11,32.8,8.7,18,22.8,0,0,0,19.73,19.73,100,,53,1.3,26.88,1.8
Jimmy Garoppolo,,,QB,SF,vs SEA,16th,26.25,15000,9.4,30.4,8.4,17,15.6,0,0,0,17.75,17.75,100,,26,1.2,11.02,0.7
Josh Jacobs,,,RB,LV,vs LAC,26th,23.75,14500,7.8,27,7.7,,15.7,0,0,0,15.48,15.48,100,,46,1.1,17.60,1.2
Derek Carr,,,QB,LV,vs LAC,10th,23.75,14500,9.5,28.5,7.6,14.1,15.5,0,0,0,17.05,17.05,100,,53,1.2,13.12,0.9
Kyler Murray,,,QB,ARI,@ TB,30th,23.25,14500,10.2,35,9.9,,18.9,0,0,0,20.12,20.12,100,,53,1.4,27.76,1.9
Daniel Jones,,,QB,NYG,@ NYJ,24th,23.00,14500,9.4,30.9,8.6,,15,0,0,0,17.96,17.96,100,,45,1.2,30.32,2.1
