Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2018 Avg,2019 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Christian McCaffrey,,,RB,CAR,vs TB,22nd,27.00,16500,13.6,38.4,9.9,20.8,37.9,0,0,0,23.53,23.53,100,,47,1.4,6.30,0.4
Cam Newton,,,QB,CAR,vs TB,8th,27.00,15000,11.8,35.3,9.4,21.1,6.4,0,0,0,21.22,21.22,100,,51,1.4,11.32,0.8
Aaron Rodgers,,,QB,GB,vs MIN,1st,23.00,15000,9.7,31,8.5,19.7,12.9,0,0,0,18.22,18.22,100,,58,1.2,14.36,1
Alvin Kamara,,,RB,NO,@ LAR,30th,25.00,15000,7.5,32.3,9.9,19.1,20.4,0,0,0,17.44,17.44,100,,43,1.2,6.50,0.4
Matt Ryan,,,QB,ATL,vs PHI,25th,26.00,15000,11.5,31.5,8.0,22.6,20.6,0,0,0,19.47,19.47,100,,55,1.3,22.10,1.5
Carson Wentz,,,QB,PHI,@ ATL,15th,27.00,15000,13.6,30.1,6.6,18.2,25,0,0,0,20.20,20.20,100,,62,1.3,19.54,1.3
Baker Mayfield,,,QB,CLE,@ NYJ,29th,25.50,15000,12.4,29.6,6.9,18.2,12.4,0,0,0,19.26,19.26,100,,56,1.3,16.00,1.1
Davante Adams,,,WR,GB,vs MIN,1st,23.00,14500,6.1,27.6,8.6,17.5,5.6,0,0,0,14.73,14.73,100,,39,1,14.10,1
Dalvin Cook,,,RB,MIN,@ GB,16th,20.00,14500,6,29.7,9.5,12,25,0,0,0,15.46,15.46,100,,42,1.1,26.60,1.8
Drew Brees,,,QB,NO,@ LAR,20th,25.00,14500,9.9,30.6,8.3,20.3,21.8,0,0,0,18.16,18.16,100,,57,1.3,0.52,0
Julio Jones,,,WR,ATL,vs PHI,27th,26.00,14500,7.1,28.9,8.7,16.8,12.1,0,0,0,15.82,15.82,100,,44,1.1,25.10,1.7
Le'Veon Bell,,,RB,NYJ,vs CLE,12th,19.50,14500,7.4,31.2,9.5,,20.2,0,0,0,16.94,16.94,100,,40,1.2,15.90,1.1
Jameis Winston,,,QB,TB,@ CAR,9th,21.00,14000,10.3,30.1,7.9,19.1,10.1,0,0,0,18.21,18.21,100,,52,1.3,13.22,0.9
Kirk Cousins,,,QB,MIN,@ GB,27th,20.00,14000,7.5,27.5,8.0,18.3,14.3,0,0,0,15.50,15.50,100,,54,1.1,10.90,0.8
Jared Goff,,,QB,LAR,vs NO,13th,27.00,14000,10.9,31.6,8.3,18.7,10.4,0,0,0,19.19,19.19,100,,48,1.4,19.12,1.4
Odell Beckham Jr.,,,WR,CLE,@ NYJ,31st,25.50,14000,7,27.8,8.3,16,10.6,0,0,0,15.32,15.32,100,,42,1.1,25.10,1.8
Michael Thomas,,,WR,NO,@ LAR,11th,25.00,13500,7.3,27.3,8.0,16,17.3,0,0,0,15.34,15.34,100,,42,1.1,13.90,1
Alshon Jeffery,,,WR,PHI,@ ATL,17th,27.00,13500,3.9,20.7,6.7,11.5,19.6,0,0,0,10.63,10.63,100,,37,0.8,,
Mike Evans,,,WR,TB,@ CAR,15th,21.00,13000,5,25.5,8.2,14.2,3.8,0,0,0,13.20,13.20,100,,37,1,8.10,0.6
Adam Thielen,,,WR,MIN,@ GB,25th,20.00,13000,3.8,24.8,8.4,14.9,11.8,0,0,0,12.16,12.16,100,,24,0.9,10.00,0.8
DeSean Jackson,,,WR,PHI,@ ATL,17th,27.00,13000,3,19.8,6.7,10.9,31.4,0,0,0,9.74,9.74,100,,26,0.7,,
Zach Ertz,,,TE,PHI,@ ATL,7th,27.00,13000,4.7,22,6.9,13.2,7.9,0,0,0,11.62,11.62,100,,30,0.9,13.20,1
Nick Chubb,,,RB,CLE,@ NYJ,23rd,25.50,13000,8.5,30.3,8.7,11.5,10,0,0,0,17.24,17.24,100,,35,1.3,17.80,1.4
Chris Godwin,,,WR,TB,@ CAR,15th,21.00,12500,2.9,22.6,7.9,9.7,12.8,0,0,0,10.79,10.79,100,,25,0.9,22.10,1.8
Trevor Siemian,,,QB,NYJ,vs CLE,18th,19.50,12500,5.5,24.3,7.5,,,0,0,0,13.00,13.00,100,,30,1,0.12,0
Jarvis Landry,,,WR,CLE,@ NYJ,31st,25.50,12500,3.1,18.6,6.2,10.4,9.7,0,0,0,9.33,9.33,100,,46,0.7,4.70,0.4
DJ Moore,,,WR,CAR,vs TB,13th,27.00,12000,5.4,21.6,6.5,8.1,9.1,0,0,0,11.88,11.88,100,,38,1,13.40,1.1
Stefon Diggs,,,WR,MIN,@ GB,25th,20.00,12000,3.2,23.2,8.0,14.4,4.7,0,0,0,11.21,11.21,100,,35,0.9,9.40,0.8
Robert Woods,,,WR,LAR,vs NO,12th,27.00,12000,5.8,22.8,6.8,13.1,12.6,0,0,0,12.63,12.63,100,,36,1.1,5.20,0.4
Calvin Ridley,,,WR,ATL,vs PHI,27th,26.00,12000,2,22.5,8.2,10.9,14.4,0,0,0,10.23,10.23,100,,34,0.9,20.50,1.7
Jamison Crowder,,,WR,NYJ,vs CLE,6th,19.50,12000,3.2,19.2,6.4,7.6,17.3,0,0,0,9.55,9.55,100,,28,0.8,6.00,0.5
Todd Gurley,,,RB,LAR,vs NO,5th,27.00,11500,5.9,29.4,9.4,21.9,10.6,0,0,0,15.31,15.31,100,,40,1.3,14.20,1.2
O.J. Howard,,,TE,TB,@ CAR,21st,21.00,11000,2.9,17.2,5.7,10.4,3.2,0,0,0,8.64,8.64,100,,12,0.8,,
Aaron Jones,,,RB,GB,vs MIN,25th,23.00,11000,1.7,28.2,10.6,13.2,4.4,0,0,0,12.25,12.25,100,,25,1.1,23.00,2.1
Brandin Cooks,,,WR,LAR,vs NO,12th,27.00,11000,4.5,24,7.8,13.5,4.9,0,0,0,12.25,12.25,100,,33,1.1,15.10,1.4
Devonta Freeman,,,RB,ATL,vs PHI,11th,26.00,11000,3.4,25.7,8.9,5.8,2.6,0,0,0,12.32,12.32,100,,35,1.1,7.90,0.7
Ronald Jones,,,RB,TB,@ CAR,27th,21.00,10500,0.7,17,6.5,2.9,9.8,0,0,0,7.23,7.23,100,,19,0.7,0.90,0.1
Cooper Kupp,,,WR,LAR,vs NO,12th,27.00,10500,3.7,22.5,7.5,14.4,8.1,0,0,0,11.23,11.23,100,,40,1.1,15.10,1.4
