Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
64095-31716,QB,Dak,Dak Prescott,Prescott,28.420000076293945,1,16500,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-69189,QB,Justin,Justin Herbert,Herbert,14.380000114440918,1,16000,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-31001,WR,Amari,Amari Cooper,Cooper,32.400001525878906,1,14000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-80001,RB,Austin,Austin Ekeler,Ekeler,11.699999809265137,1,13000,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-29253,WR,Keenan,Keenan Allen,Allen,14.5,1,13000,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-38791,RB,Ezekiel,Ezekiel Elliott,Elliott,4.900000095367432,1,12500,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-39829,WR,Mike,Mike Williams,Williams,18.200000762939453,1,10500,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-86631,WR,CeeDee,CeeDee Lamb,Lamb,19.899999618530273,1,10000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-56715,K,Tristan,Tristan Vizcaino,Vizcaino,8,1,9000,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-69956,WR,Michael,Michael Gallup,Gallup,5.599999904632568,1,9000,DAL@LAC,DAL,LAC,IR,Calf,,,,MVP - 1.5X Points/AnyFLEX
64095-22109,K,Greg,Greg Zuerlein,Zuerlein,12,1,9000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-40714,K,Hunter,Hunter Niswander,Niswander,0,8,8000,DAL@LAC,DAL,LAC,IR,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
64095-7761,TE,Jared,Jared Cook,Cook,8.100000381469727,1,8000,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-63759,RB,Tony,Tony Pollard,Pollard,6.300000190734863,1,7500,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-94936,RB,Larry,Larry Rountree III,Rountree III,2.700000047683716,1,7500,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-55165,RB,Justin,Justin Jackson,Jackson,1.2000000476837158,1,7500,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-69581,WR,Cedrick,Cedrick Wilson,Wilson,3.9000000953674316,1,7000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-87418,WR,Joshua,Joshua Palmer,Palmer,2.200000047683716,1,7000,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-55042,TE,Dalton,Dalton Schultz,Schultz,7.5,1,6500,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-91872,RB,Joshua,Joshua Kelley,Kelley,5.361538226787861,13,6500,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-27527,TE,Blake,Blake Jarwin,Jarwin,3.5,1,6000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-64843,WR,Jalen,Jalen Guyton,Guyton,6.400000095367432,1,6000,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-104278,TE,Donald,Donald Parham Jr.,Parham Jr.,0,1,6000,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-40758,RB,Corey,Corey Clement,Clement,2.0555555555555554,9,5500,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-63319,WR,K.J.,K.J. Hill,Hill,4.5,1,5500,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-69894,RB,Sewo,Sewo Olonilua,Olonilua,0,1,5000,DAL@LAC,DAL,LAC,IR,Neck,,,,MVP - 1.5X Points/AnyFLEX
64095-69769,RB,Darius,Darius Bradwell,Bradwell,0,1,5000,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-92552,WR,Brennan,Brennan Eagles,Eagles,,,5000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-69898,TE,Artayvious,Artayvious Lynn,Lynn,,,5000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-71821,WR,Joe,Joe Reed,Reed,0.9888888465033637,9,5000,DAL@LAC,LAC,DAL,O,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
64095-89613,WR,Simi,Simi Fehoko,Fehoko,,,5000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-103824,QB,Easton,Easton Stick,Stick,-0.03999999910593033,1,5000,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-88213,RB,Brenden,Brenden Knox,Knox,,,5000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-44715,QB,Cooper,Cooper Rush,Rush,0,1,5000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-55088,WR,Malik,Malik Turner,Turner,0,1,5000,DAL@LAC,DAL,LAC,IR,Foot,,,,MVP - 1.5X Points/AnyFLEX
64095-56248,WR,Noah,Noah Brown,Brown,2.279999923706055,10,5000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-27065,WR,Deante,Deante Burton,Burton,0,1,5000,DAL@LAC,DAL,LAC,O,Hamstring,,,,MVP - 1.5X Points/AnyFLEX
64095-55099,TE,Ian,Ian Bunting,Bunting,0,1,5000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-72382,RB,Gabe,Gabe Nabers,Nabers,0.20000000298023224,1,5000,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-31169,TE,Jeremy,Jeremy Sprinkle,Sprinkle,0.48000001907348633,5,5000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-89283,TE,Tre',Tre' McKitty,McKitty,,,5000,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-72135,WR,T.J.,T.J. Vasher,Vasher,,,5000,DAL@LAC,DAL,LAC,IR,Knee - meniscus,,,,MVP - 1.5X Points/AnyFLEX
64095-64974,RB,Francis,Francis Bernard,Bernard,0,1,5000,DAL@LAC,DAL,LAC,IR,Hamstring,,,,MVP - 1.5X Points/AnyFLEX
64095-54863,WR,C.J.,C.J. Goodwin,Goodwin,0,5,5000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-91214,WR,Stephen,Stephen Guidry,Guidry,0,1,5000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-71382,WR,Osirus,Osirus Mitchell,Mitchell,,,5000,DAL@LAC,DAL,LAC,O,Foot,,,,MVP - 1.5X Points/AnyFLEX
64095-149717,RB,JaQuan,JaQuan Hardy,Hardy,,,5000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-130265,WR,John,John Hurst,Hurst,,,5000,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-29277,TE,Stephen,Stephen Anderson,Anderson,0.6000000238418579,1,5000,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-8803,QB,Chase,Chase Daniel,Daniel,2.831999969482422,5,5000,DAL@LAC,LAC,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
64095-72297,RB,Rico,Rico Dowdle,Dowdle,0.8000000317891439,3,5000,DAL@LAC,DAL,LAC,IR,Hip,,,,MVP - 1.5X Points/AnyFLEX
64095-104297,WR,Jason,Jason Moore Jr.,Moore Jr.,0,1,5000,DAL@LAC,LAC,DAL,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
64095-86125,WR,Brandon,Brandon Smith,Smith,,,5000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-63469,QB,Ben,Ben DiNucci,DiNucci,2.3200000127156577,3,5000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-60788,TE,Nick,Nick Ralston,Ralston,,,5000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-52342,QB,Will,Will Grier,Grier,0,2,5000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
64095-52598,WR,Johnnie,Johnnie Dixon,Dixon,0,2,5000,DAL@LAC,DAL,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
