Name1,Name2,Name3,Name4,Name5,Salary,FPPG
Tom Brady,Mike Evans,Amari Cooper,Antonio Brown,Rob Gronkowski,57500,85.7710002263387
Tom Brady,Leonard Fournette,CeeDee Lamb,Ronald Jones II,O.J. Howard,53000,85.76519037134507
Dak Prescott,Chris Godwin,Antonio Brown,Ryan Succop,Rob Gronkowski,53000,85.76375026702878
Ronald Jones II,Tom Brady,Dak Prescott,Ryan Succop,Greg Zuerlein,57500,85.76138177011526
Dak Prescott,Mike Evans,Amari Cooper,Rob Gronkowski,Dalton Schultz,54500,85.75750013987222
Tom Brady,Amari Cooper,Leonard Fournette,Michael Gallup,Ryan Succop,56500,85.75600032806398
Dak Prescott,Amari Cooper,Antonio Brown,Ryan Succop,O.J. Howard,51500,85.75499973297117
Dak Prescott,Ronald Jones II,Michael Gallup,Antonio Brown,Ryan Succop,51500,85.74544111139632
Tom Brady,Ezekiel Elliott,CeeDee Lamb,Antonio Brown,Rob Gronkowski,56500,85.74474964141845
Tom Brady,Ezekiel Elliott,Ronald Jones II,Antonio Brown,O.J. Howard,55000,85.73894029505114
Antonio Brown,Tom Brady,Dak Prescott,CeeDee Lamb,Ryan Succop,59000,85.7367498397827
Dak Prescott,Chris Godwin,Michael Gallup,Antonio Brown,O.J. Howard,52500,85.73624992370604
Dak Prescott,Tom Brady,Antonio Brown,Tony Pollard,Blake Jarwin,54000,85.73300001621246
Dak Prescott,Tom Brady,Greg Zuerlein,Dalton Schultz,Blake Jarwin,52000,85.73299969832102
Dak Prescott,Ezekiel Elliott,CeeDee Lamb,Rob Gronkowski,Dalton Schultz,53500,85.73124955495197
Tom Brady,Chris Godwin,Leonard Fournette,CeeDee Lamb,Tony Pollard,57000,85.73100013732912
Dak Prescott,Ezekiel Elliott,Ronald Jones II,Dalton Schultz,O.J. Howard,52000,85.72544020858464
Tom Brady,Mike Evans,Chris Godwin,Ryan Succop,O.J. Howard,56500,85.72474956512451
Chris Godwin,Tom Brady,Dak Prescott,Greg Zuerlein,Tony Pollard,59500,85.71800034840902
Tom Brady,Ezekiel Elliott,Leonard Fournette,Ryan Succop,Rob Gronkowski,57000,85.71349989573162
Tom Brady,Mike Evans,CeeDee Lamb,Michael Gallup,Ryan Succop,56500,85.71224975585938
Tom Brady,Chris Godwin,CeeDee Lamb,Ronald Jones II,Rob Gronkowski,55500,85.71144090540268
Dak Prescott,Mike Evans,Michael Gallup,Antonio Brown,Rob Gronkowski,54000,85.70750026702879
Ryan Succop,Tom Brady,Dak Prescott,Leonard Fournette,Antonio Brown,60000,85.70550009409587
Tom Brady,Ezekiel Elliott,Chris Godwin,Antonio Brown,Tony Pollard,59000,85.70475006103517
Tom Brady,Ezekiel Elliott,Chris Godwin,Greg Zuerlein,Dalton Schultz,57000,85.70474974314374
Tom Brady,Amari Cooper,CeeDee Lamb,Ronald Jones II,O.J. Howard,54000,85.70269037134507
Tom Brady,Leonard Fournette,CeeDee Lamb,Ryan Succop,Greg Zuerlein,53500,85.69974975585937
Tom Brady,Mike Evans,Leonard Fournette,Ronald Jones II,Tony Pollard,57000,85.69644113428453
Dak Prescott,Leonard Fournette,Antonio Brown,Greg Zuerlein,Rob Gronkowski,51000,85.69500026702879
Antonio Brown,Tom Brady,Dak Prescott,Mike Evans,O.J. Howard,60000,85.69299964904785
Dak Prescott,Ezekiel Elliott,Chris Godwin,Tony Pollard,Dalton Schultz,56000,85.69124997456868
Tom Brady,Dak Prescott,Ronald Jones II,Dalton Schultz,Blake Jarwin,53500,85.68644067493139
Dak Prescott,Leonard Fournette,CeeDee Lamb,Ryan Succop,Tony Pollard,52500,85.68624998728433
Tom Brady,Ezekiel Elliott,Leonard Fournette,Michael Gallup,O.J. Howard,56500,85.68599955240887
Tom Brady,Ezekiel Elliott,Antonio Brown,Ryan Succop,Greg Zuerlein,55500,85.67349967956544
CeeDee Lamb,Tom Brady,Dak Prescott,Ronald Jones II,Dalton Schultz,57500,85.67094039169012
Tom Brady,Chris Godwin,Amari Cooper,CeeDee Lamb,Tony Pollard,58000,85.66850013732912
Leonard Fournette,Tom Brady,Dak Prescott,Antonio Brown,Tony Pollard,59000,85.66800047556559
Leonard Fournette,Tom Brady,Dak Prescott,Greg Zuerlein,Dalton Schultz,57000,85.66800015767416
Dak Prescott,CeeDee Lamb,Ronald Jones II,Ryan Succop,Rob Gronkowski,51000,85.6666907553579
Dak Prescott,Tom Brady,Michael Gallup,Rob Gronkowski,Blake Jarwin,54000,85.66050004164377
Dak Prescott,Ezekiel Elliott,Antonio Brown,Ryan Succop,Tony Pollard,54500,85.65999991099038
Dak Prescott,Ezekiel Elliott,Ryan Succop,Greg Zuerlein,Dalton Schultz,52500,85.65999959309895
Dak Prescott,Chris Godwin,CeeDee Lamb,Rob Gronkowski,O.J. Howard,52000,85.65749956766763
Tom Brady,Mike Evans,Leonard Fournette,Greg Zuerlein,O.J. Howard,54500,85.65599956512452
Chris Godwin,Tom Brady,Dak Prescott,Michael Gallup,Dalton Schultz,59500,85.65550034840902
Tom Brady,Ezekiel Elliott,Amari Cooper,Ryan Succop,Rob Gronkowski,58000,85.65099989573162
Tom Brady,Dak Prescott,Antonio Brown,O.J. Howard,Blake Jarwin,53000,85.64599942366281
Dak Prescott,Mike Evans,Leonard Fournette,Tony Pollard,O.J. Howard,53500,85.64249979654947
Tom Brady,Chris Godwin,Ronald Jones II,Ryan Succop,Greg Zuerlein,54500,85.64019094354967
Dak Prescott,CeeDee Lamb,Ronald Jones II,Michael Gallup,O.J. Howard,50500,85.63919041203516
Tom Brady,Amari Cooper,CeeDee Lamb,Ryan Succop,Greg Zuerlein,54500,85.63724975585937
Tom Brady,Mike Evans,Amari Cooper,Ronald Jones II,Tony Pollard,58000,85.63394113428453
Dak Prescott,Amari Cooper,Antonio Brown,Greg Zuerlein,Rob Gronkowski,52000,85.63250026702879
Tom Brady,Ezekiel Elliott,Chris Godwin,Michael Gallup,Rob Gronkowski,59000,85.63225008646648
CeeDee Lamb,Tom Brady,Dak Prescott,Antonio Brown,O.J. Howard,57000,85.63049914042155
Dak Prescott,Chris Godwin,Ronald Jones II,Ryan Succop,Tony Pollard,53500,85.62669117497461
Dak Prescott,Amari Cooper,CeeDee Lamb,Ryan Succop,Tony Pollard,53500,85.62374998728433
Tom Brady,Ezekiel Elliott,Amari Cooper,Michael Gallup,O.J. Howard,57500,85.62349955240887
Dak Prescott,Mike Evans,Ronald Jones II,Rob Gronkowski,O.J. Howard,52000,85.62294056462305
Tom Brady,Chris Godwin,CeeDee Lamb,Michael Gallup,Greg Zuerlein,55500,85.61849994659424
Tom Brady,Mike Evans,Chris Godwin,Antonio Brown,Dalton Schultz,57000,85.61225007375081
Antonio Brown,Tom Brady,Dak Prescott,Ronald Jones II,Greg Zuerlein,58000,85.60844102747299
Tom Brady,Ezekiel Elliott,CeeDee Lamb,Ronald Jones II,Tony Pollard,57000,85.60769054936428
Dak Prescott,Chris Godwin,CeeDee Lamb,Michael Gallup,Tony Pollard,54500,85.6050001780192
Tom Brady,Mike Evans,Chris Godwin,Greg Zuerlein,Rob Gronkowski,57000,85.60225009918213
Leonard Fournette,Tom Brady,Dak Prescott,Michael Gallup,Rob Gronkowski,59000,85.5955005009969
Tom Brady,Mike Evans,Amari Cooper,Greg Zuerlein,O.J. Howard,55500,85.59349956512452
Dak Prescott,Mike Evans,Chris Godwin,Tony Pollard,Rob Gronkowski,56000,85.58875033060708
Dak Prescott,Ezekiel Elliott,Michael Gallup,Ryan Succop,Rob Gronkowski,54500,85.5874999364217
Dak Prescott,Chris Godwin,Ryan Succop,Greg Zuerlein,O.J. Howard,51000,85.5862496058146
Tom Brady,Mike Evans,Ronald Jones II,Michael Gallup,Greg Zuerlein,55500,85.58394094354966
Dak Prescott,Mike Evans,Amari Cooper,Tony Pollard,O.J. Howard,54500,85.57999979654947
Dak Prescott,CeeDee Lamb,Michael Gallup,Ryan Succop,Greg Zuerlein,51000,85.57374979654946
Dak Prescott,Mike Evans,Ronald Jones II,Michael Gallup,Tony Pollard,54500,85.57044117497462
Dak Prescott,Mike Evans,Antonio Brown,Ryan Succop,Dalton Schultz,52500,85.56749992370604
Tom Brady,Ezekiel Elliott,CeeDee Lamb,Greg Zuerlein,O.J. Howard,54500,85.56724898020427
Tom Brady,Amari Cooper,Leonard Fournette,Ronald Jones II,Dalton Schultz,55000,85.55894113428454
Dak Prescott,Leonard Fournette,Ronald Jones II,Greg Zuerlein,Tony Pollard,51500,85.55794117497462
Dak Prescott,Mike Evans,Ryan Succop,Greg Zuerlein,Rob Gronkowski,52500,85.55749994913735
Dak Prescott,Ezekiel Elliott,CeeDee Lamb,Tony Pollard,O.J. Howard,53500,85.55374921162922
Amari Cooper,Tom Brady,Dak Prescott,Antonio Brown,Tony Pollard,60000,85.54300047556559
Amari Cooper,Tom Brady,Dak Prescott,Greg Zuerlein,Dalton Schultz,58000,85.54300015767416
Dak Prescott,Mike Evans,Michael Gallup,Greg Zuerlein,O.J. Howard,52000,85.52999960581461
Tom Brady,Chris Godwin,Leonard Fournette,Antonio Brown,Rob Gronkowski,56000,85.52725041707357
Dak Prescott,Tom Brady,Ryan Succop,Dalton Schultz,Blake Jarwin,52500,85.52049969832102
Tom Brady,Amari Cooper,Leonard Fournette,Antonio Brown,O.J. Howard,54500,85.51849988301596
Tom Brady,Mike Evans,CeeDee Lamb,Ronald Jones II,Dalton Schultz,55000,85.51519056207994
Tom Brady,Dak Prescott,CeeDee Lamb,Tony Pollard,Blake Jarwin,55000,85.51474967797597
Dak Prescott,Chris Godwin,Leonard Fournette,Rob Gronkowski,Dalton Schultz,53000,85.51375033060708
Ronald Jones II,Tom Brady,Dak Prescott,Leonard Fournette,Tony Pollard,59500,85.511382151585
Tom Brady,Leonard Fournette,Ronald Jones II,Michael Gallup,Antonio Brown,54500,85.50894126144111
Chris Godwin,Tom Brady,Dak Prescott,Ryan Succop,Tony Pollard,60000,85.50550034840902
Dak Prescott,Amari Cooper,Leonard Fournette,Dalton Schultz,O.J. Howard,51500,85.50499979654947
Tom Brady,Ezekiel Elliott,Mike Evans,Greg Zuerlein,Tony Pollard,58500,85.49849974314373
Dak Prescott,Amari Cooper,Ronald Jones II,Greg Zuerlein,Tony Pollard,52500,85.49544117497462
Dak Prescott,Leonard Fournette,Ronald Jones II,Michael Gallup,Dalton Schultz,51500,85.49544117497462
Tom Brady,Ezekiel Elliott,Chris Godwin,Ryan Succop,Dalton Schultz,57500,85.49224974314373
Dak Prescott,Leonard Fournette,Antonio Brown,Ryan Succop,Rob Gronkowski,51500,85.48250026702878
Tom Brady,Mike Evans,CeeDee Lamb,Antonio Brown,O.J. Howard,54500,85.47474931081136
Dak Prescott,Chris Godwin,Antonio Brown,Greg Zuerlein,Dalton Schultz,51500,85.4737501144409
Amari Cooper,Tom Brady,Dak Prescott,Michael Gallup,Rob Gronkowski,60000,85.4705005009969
Tom Brady,Chris Godwin,Amari Cooper,Antonio Brown,Rob Gronkowski,57000,85.46475041707357
Dak Prescott,Mike Evans,CeeDee Lamb,Dalton Schultz,O.J. Howard,51500,85.46124922434488
Leonard Fournette,Tom Brady,Dak Prescott,Ryan Succop,Dalton Schultz,57500,85.45550015767415
Dak Prescott,Leonard Fournette,Michael Gallup,Antonio Brown,O.J. Howard,51000,85.45499992370604
Dak Prescott,Chris Godwin,Amari Cooper,Rob Gronkowski,Dalton Schultz,54000,85.45125033060708
Tom Brady,Amari Cooper,Ronald Jones II,Michael Gallup,Antonio Brown,55500,85.44644126144111
Tom Brady,Mike Evans,Leonard Fournette,Ryan Succop,O.J. Howard,55000,85.44349956512451
Greg Zuerlein,Tom Brady,Dak Prescott,CeeDee Lamb,Antonio Brown,58500,85.43674971262614
Tom Brady,Ezekiel Elliott,Mike Evans,Michael Gallup,Dalton Schultz,58500,85.43599974314373
Dak Prescott,Amari Cooper,Ronald Jones II,Michael Gallup,Dalton Schultz,52500,85.43294117497462
Tom Brady,Leonard Fournette,CeeDee Lamb,Ronald Jones II,Rob Gronkowski,54000,85.43019090540268
Tom Brady,Ezekiel Elliott,Leonard Fournette,Antonio Brown,Tony Pollard,57500,85.42350006103517
Tom Brady,Ezekiel Elliott,Leonard Fournette,Greg Zuerlein,Dalton Schultz,55500,85.42349974314374
Dak Prescott,Amari Cooper,Antonio Brown,Ryan Succop,Rob Gronkowski,52500,85.42000026702878
Dak Prescott,Ezekiel Elliott,Leonard Fournette,Tony Pollard,Dalton Schultz,54500,85.40999997456868
Tom Brady,Chris Godwin,CeeDee Lamb,Michael Gallup,Ryan Succop,56000,85.40599994659424
Greg Zuerlein,Tom Brady,Dak Prescott,Leonard Fournette,Ryan Succop,59000,85.40549996693929
Tom Brady,Ezekiel Elliott,Ronald Jones II,Antonio Brown,Rob Gronkowski,56000,85.40394082910875
Dak Prescott,Chris Godwin,Michael Gallup,Antonio Brown,Rob Gronkowski,53500,85.40125045776365
Ronald Jones II,Tom Brady,Dak Prescott,Michael Gallup,Greg Zuerlein,58000,85.39888196085013
Antonio Brown,Tom Brady,Dak Prescott,Ronald Jones II,Ryan Succop,58500,85.39594102747299
Dak Prescott,Amari Cooper,Michael Gallup,Antonio Brown,O.J. Howard,52000,85.39249992370604
Dak Prescott,Ezekiel Elliott,Ronald Jones II,Rob Gronkowski,Dalton Schultz,53000,85.39044074264226
Tom Brady,Chris Godwin,Leonard Fournette,Ronald Jones II,Tony Pollard,56500,85.3901913250194
Tom Brady,CeeDee Lamb,Ronald Jones II,Antonio Brown,Greg Zuerlein,52500,85.39019068923652
Tom Brady,Mike Evans,Chris Godwin,Ryan Succop,Rob Gronkowski,57500,85.38975009918212
Tom Brady,Amari Cooper,Leonard Fournette,CeeDee Lamb,Tony Pollard,56500,85.38725013732912
Antonio Brown,Tom Brady,Dak Prescott,Chris Godwin,O.J. Howard,59500,85.38674983978271
Tom Brady,Mike Evans,Amari Cooper,Ryan Succop,O.J. Howard,56000,85.38099956512451
Dak Prescott,CeeDee Lamb,Ronald Jones II,Antonio Brown,Tony Pollard,51500,85.37669092066146
Dak Prescott,CeeDee Lamb,Ronald Jones II,Greg Zuerlein,Dalton Schultz,49500,85.37669060277003
Dak Prescott,Leonard Fournette,CeeDee Lamb,Rob Gronkowski,O.J. Howard,50500,85.37624956766763
Antonio Brown,Tom Brady,Dak Prescott,CeeDee Lamb,Michael Gallup,59500,85.37425003051757
Tom Brady,Mike Evans,Ronald Jones II,Michael Gallup,Ryan Succop,56000,85.37144094354966
Tom Brady,Amari Cooper,CeeDee Lamb,Ronald Jones II,Rob Gronkowski,55000,85.36769090540268
Tom Brady,Mike Evans,Chris Godwin,Michael Gallup,O.J. Howard,57000,85.36224975585938
Tom Brady,Ezekiel Elliott,Amari Cooper,Antonio Brown,Tony Pollard,58500,85.36100006103517
Tom Brady,Ezekiel Elliott,Amari Cooper,Greg Zuerlein,Dalton Schultz,56500,85.36099974314374
Tom Brady,Leonard Fournette,Ronald Jones II,Ryan Succop,Greg Zuerlein,53000,85.35894094354967
Tom Brady,Ezekiel Elliott,CeeDee Lamb,Ryan Succop,O.J. Howard,55000,85.35474898020426
Tom Brady,Ezekiel Elliott,Leonard Fournette,Michael Gallup,Rob Gronkowski,57500,85.35100008646648
Dak Prescott,Ezekiel Elliott,Antonio Brown,Rob Gronkowski,O.J. Howard,52500,85.34999949137368
Tom Brady,Chris Godwin,Leonard Fournette,Greg Zuerlein,O.J. Howard,54000,85.34974975585939
Dak Prescott,Ezekiel Elliott,Amari Cooper,Tony Pollard,Dalton Schultz,55500,85.34749997456868
Dak Prescott,Leonard Fournette,Ronald Jones II,Ryan Succop,Tony Pollard,52000,85.34544117497461
Greg Zuerlein,Tom Brady,Dak Prescott,Amari Cooper,Ryan Succop,60000,85.34299996693929
Tom Brady,Leonard Fournette,CeeDee Lamb,Michael Gallup,Greg Zuerlein,54000,85.33724994659424
Dak Prescott,Chris Godwin,Leonard Fournette,Tony Pollard,O.J. Howard,53000,85.33624998728433
Dak Prescott,CeeDee Lamb,Antonio Brown,Greg Zuerlein,O.J. Howard,49000,85.33624935150145
Tom Brady,Mike Evans,Leonard Fournette,Antonio Brown,Dalton Schultz,55500,85.33100007375081
Amari Cooper,Tom Brady,Dak Prescott,Ryan Succop,Dalton Schultz,58500,85.33050015767415
Ronald Jones II,Tom Brady,Dak Prescott,CeeDee Lamb,Dalton Schultz,57500,85.3301315793804
Tom Brady,Chris Godwin,Amari Cooper,Ronald Jones II,Tony Pollard,57500,85.3276913250194
Dak Prescott,Leonard Fournette,CeeDee Lamb,Michael Gallup,Tony Pollard,53000,85.3237501780192
Tom Brady,Mike Evans,Leonard Fournette,Greg Zuerlein,Rob Gronkowski,55500,85.32100009918213
Dak Prescott,Mike Evans,Michael Gallup,Ryan Succop,O.J. Howard,52500,85.3174996058146
Dak Prescott,Chris Godwin,Ronald Jones II,Rob Gronkowski,O.J. Howard,51500,85.31669075535791
Dak Prescott,Amari Cooper,CeeDee Lamb,Rob Gronkowski,O.J. Howard,51500,85.31374956766763
Tom Brady,Dak Prescott,Antonio Brown,Rob Gronkowski,Blake Jarwin,54000,85.31099995772043
Tom Brady,Ezekiel Elliott,Michael Gallup,Antonio Brown,Greg Zuerlein,56000,85.31099987030031
Dak Prescott,Mike Evans,Leonard Fournette,Tony Pollard,Rob Gronkowski,54500,85.30750033060708
Mike Evans,Tom Brady,Dak Prescott,Dalton Schultz,O.J. Howard,57500,85.3054993947347
Dak Prescott,Leonard Fournette,Ryan Succop,Greg Zuerlein,O.J. Howard,49500,85.3049996058146
Dak Prescott,CeeDee Lamb,Ronald Jones II,Michael Gallup,Rob Gronkowski,51500,85.30419094609277
Dak Prescott,Ezekiel Elliott,Michael Gallup,Antonio Brown,Tony Pollard,55000,85.29750010172525
Dak Prescott,Ezekiel Elliott,Michael Gallup,Greg Zuerlein,Dalton Schultz,53000,85.29749978383381
Tom Brady,Amari Cooper,Ronald Jones II,Ryan Succop,Greg Zuerlein,54000,85.29644094354967
CeeDee Lamb,Tom Brady,Dak Prescott,Antonio Brown,Rob Gronkowski,58000,85.29549967447916
Tom Brady,Ezekiel Elliott,Amari Cooper,Michael Gallup,Rob Gronkowski,58500,85.28850008646648
Tom Brady,Chris Godwin,Amari Cooper,Greg Zuerlein,O.J. Howard,55000,85.28724975585939
Tom Brady,Ezekiel Elliott,Mike Evans,Ryan Succop,Tony Pollard,59000,85.28599974314372
Dak Prescott,Amari Cooper,Ronald Jones II,Ryan Succop,Tony Pollard,53000,85.28294117497461
Tom Brady,Chris Godwin,Ronald Jones II,Michael Gallup,Greg Zuerlein,55000,85.27769113428454
Tom Brady,Amari Cooper,CeeDee Lamb,Michael Gallup,Greg Zuerlein,55000,85.27474994659424
Dak Prescott,Chris Godwin,Amari Cooper,Tony Pollard,O.J. Howard,54000,85.27374998728433
Greg Zuerlein,Tom Brady,Dak Prescott,Ezekiel Elliott,O.J. Howard,60000,85.27299919128419
Tom Brady,Mike Evans,Amari Cooper,Antonio Brown,Dalton Schultz,56500,85.26850007375081
Dak Prescott,Mike Evans,Antonio Brown,Greg Zuerlein,Tony Pollard,53000,85.2675001144409
Dak Prescott,Chris Godwin,Ronald Jones II,Michael Gallup,Tony Pollard,54000,85.26419136570948
Dak Prescott,Amari Cooper,CeeDee Lamb,Michael Gallup,Tony Pollard,54000,85.2612501780192
Dak Prescott,Chris Godwin,Antonio Brown,Ryan Succop,Dalton Schultz,52000,85.2612501144409
Tom Brady,Mike Evans,Amari Cooper,Greg Zuerlein,Rob Gronkowski,56500,85.25850009918213
Dak Prescott,Chris Godwin,Ryan Succop,Greg Zuerlein,Rob Gronkowski,52000,85.25125013987221
Dak Prescott,Mike Evans,Amari Cooper,Tony Pollard,Rob Gronkowski,55500,85.24500033060708
Dak Prescott,Amari Cooper,Ryan Succop,Greg Zuerlein,O.J. Howard,50500,85.2424996058146
Tom Brady,Ezekiel Elliott,CeeDee Lamb,Antonio Brown,Dalton Schultz,55500,85.24224948883057
Dak Prescott,Ronald Jones II,Michael Gallup,Ryan Succop,Greg Zuerlein,50500,85.23294098423975
Tom Brady,Ezekiel Elliott,CeeDee Lamb,Greg Zuerlein,Rob Gronkowski,55500,85.23224951426188
Tom Brady,Ezekiel Elliott,Ronald Jones II,Greg Zuerlein,O.J. Howard,54000,85.22644016789457
Dak Prescott,Chris Godwin,Michael Gallup,Greg Zuerlein,O.J. Howard,51500,85.22374979654947
Dak Prescott,Tom Brady,Greg Zuerlein,Tony Pollard,Blake Jarwin,53000,85.22049988905589
Dak Prescott,Ezekiel Elliott,CeeDee Lamb,Tony Pollard,Rob Gronkowski,54500,85.21874974568684
Dak Prescott,Ezekiel Elliott,Ronald Jones II,Tony Pollard,O.J. Howard,53000,85.2129403993195
Tom Brady,Ezekiel Elliott,Leonard Fournette,Ryan Succop,Dalton Schultz,56000,85.21099974314373
Tom Brady,Chris Godwin,CeeDee Lamb,Ronald Jones II,Dalton Schultz,54500,85.2089407528148
Dak Prescott,Mike Evans,Michael Gallup,Antonio Brown,Dalton Schultz,53000,85.2050001144409
Chris Godwin,Tom Brady,Dak Prescott,Rob Gronkowski,O.J. Howard,58000,85.19549992879232
Dak Prescott,Mike Evans,Michael Gallup,Greg Zuerlein,Rob Gronkowski,53000,85.19500013987222
Ryan Succop,Tom Brady,Dak Prescott,Leonard Fournette,Greg Zuerlein,59000,85.1929999669393
Dak Prescott,Leonard Fournette,Antonio Brown,Greg Zuerlein,Dalton Schultz,50000,85.1925001144409
Tom Brady,Ezekiel Elliott,Chris Godwin,Greg Zuerlein,Tony Pollard,58000,85.1922499338786
Ronald Jones II,Tom Brady,Dak Prescott,Michael Gallup,Ryan Succop,58500,85.18638196085013
Tom Brady,Amari Cooper,Leonard Fournette,Antonio Brown,Rob Gronkowski,55500,85.18350041707357
Tom Brady,CeeDee Lamb,Ronald Jones II,Antonio Brown,Ryan Succop,53000,85.17769068923651
Tom Brady,Dak Prescott,Ronald Jones II,Tony Pollard,Blake Jarwin,54500,85.17394086566625
Dak Prescott,Amari Cooper,Leonard Fournette,Rob Gronkowski,Dalton Schultz,52500,85.17000033060708
Tom Brady,Chris Godwin,CeeDee Lamb,Antonio Brown,O.J. Howard,54000,85.16849950154622
Ezekiel Elliott,Tom Brady,Dak Prescott,Tony Pollard,Dalton Schultz,59500,85.16549956003826
Michael Gallup,Tom Brady,Dak Prescott,CeeDee Lamb,Ronald Jones II,60000,85.16469096389471
Dak Prescott,CeeDee Lamb,Ronald Jones II,Ryan Succop,Dalton Schultz,50000,85.16419060277002
CeeDee Lamb,Tom Brady,Dak Prescott,Ronald Jones II,Tony Pollard,58500,85.15844058242499
Dak Prescott,Tom Brady,Michael Gallup,Dalton Schultz,Blake Jarwin,53000,85.15799988905589
Leonard Fournette,Tom Brady,Dak Prescott,Greg Zuerlein,Tony Pollard,58000,85.15550034840902
Dak Prescott,Chris Godwin,CeeDee Lamb,Dalton Schultz,O.J. Howard,51000,85.15499941507974
Tom Brady,Ezekiel Elliott,Amari Cooper,Ryan Succop,Dalton Schultz,57000,85.14849974314373
Dak Prescott,Ezekiel Elliott,Ryan Succop,Greg Zuerlein,Tony Pollard,53500,85.14749978383381
Tom Brady,Mike Evans,CeeDee Lamb,Antonio Brown,Rob Gronkowski,55500,85.13974984486897
Tom Brady,Chris Godwin,Leonard Fournette,Ryan Succop,O.J. Howard,54500,85.13724975585939
Tom Brady,Mike Evans,Ronald Jones II,Antonio Brown,O.J. Howard,54000,85.13394049850164
Tom Brady,Dak Prescott,Greg Zuerlein,O.J. Howard,Blake Jarwin,52000,85.13349929650624
Ryan Succop,Tom Brady,Dak Prescott,Amari Cooper,Greg Zuerlein,60000,85.1304999669393
Dak Prescott,Amari Cooper,Antonio Brown,Greg Zuerlein,Dalton Schultz,51000,85.1300001144409
Tom Brady,Ezekiel Elliott,Chris Godwin,Michael Gallup,Dalton Schultz,58000,85.1297499338786
Dak Prescott,Mike Evans,CeeDee Lamb,Rob Gronkowski,Dalton Schultz,52500,85.1262497584025
Tom Brady,Leonard Fournette,CeeDee Lamb,Michael Gallup,Ryan Succop,54500,85.12474994659424
Dak Prescott,CeeDee Lamb,Antonio Brown,Ryan Succop,O.J. Howard,49500,85.12374935150144
Dak Prescott,Mike Evans,Ronald Jones II,Dalton Schultz,O.J. Howard,51000,85.12044041203517
Dak Prescott,Leonard Fournette,Michael Gallup,Antonio Brown,Rob Gronkowski,52000,85.12000045776365
CeeDee Lamb,Tom Brady,Dak Prescott,Greg Zuerlein,O.J. Howard,56000,85.11799901326498
Tom Brady,Mike Evans,Leonard Fournette,Ryan Succop,Rob Gronkowski,56000,85.10850009918212
Antonio Brown,Tom Brady,Dak Prescott,Leonard Fournette,O.J. Howard,58000,85.10549983978271
Tom Brady,Mike Evans,Chris Godwin,Antonio Brown,Tony Pollard,58000,85.09975026448568
Tom Brady,Mike Evans,Chris Godwin,Greg Zuerlein,Dalton Schultz,56000,85.09974994659424
Tom Brady,Ezekiel Elliott,Michael Gallup,Antonio Brown,Ryan Succop,56500,85.0984998703003
Greg Zuerlein,Tom Brady,Dak Prescott,Ronald Jones II,Antonio Brown,58000,85.09594090031642
Leonard Fournette,Tom Brady,Dak Prescott,Michael Gallup,Dalton Schultz,58000,85.09300034840902
Dak Prescott,Mike Evans,Chris Godwin,Tony Pollard,Dalton Schultz,55000,85.0862501780192
Dak Prescott,Ezekiel Elliott,Michael Gallup,Ryan Succop,Dalton Schultz,53500,85.08499978383381
Tom Brady,Mike Evans,Leonard Fournette,Michael Gallup,O.J. Howard,55500,85.08099975585938
Tom Brady,Chris Godwin,Amari Cooper,Ryan Succop,O.J. Howard,55500,85.07474975585939
Tom Brady,Mike Evans,Antonio Brown,Ryan Succop,Greg Zuerlein,54500,85.06849988301595
Tom Brady,Chris Godwin,Ronald Jones II,Michael Gallup,Ryan Succop,55500,85.06519113428453
Tom Brady,Amari Cooper,CeeDee Lamb,Michael Gallup,Ryan Succop,55500,85.06224994659424
Dak Prescott,Amari Cooper,Michael Gallup,Antonio Brown,Rob Gronkowski,53000,85.05750045776365
Dak Prescott,Mike Evans,Antonio Brown,Ryan Succop,Tony Pollard,53500,85.0550001144409
Dak Prescott,Mike Evans,Ryan Succop,Greg Zuerlein,Dalton Schultz,51500,85.05499979654947
Tom Brady,Amari Cooper,Leonard Fournette,Ronald Jones II,Tony Pollard,56000,85.0464413250194
Tom Brady,Mike Evans,Amari Cooper,Ryan Succop,Rob Gronkowski,57000,85.04600009918212
Greg Zuerlein,Tom Brady,Dak Prescott,Leonard Fournette,Michael Gallup,59500,85.04300015767416
Antonio Brown,Tom Brady,Dak Prescott,Amari Cooper,O.J. Howard,59000,85.04299983978271
Dak Prescott,Leonard Fournette,Ronald Jones II,Rob Gronkowski,O.J. Howard,50000,85.03544075535791
Antonio Brown,Tom Brady,Dak Prescott,Ronald Jones II,Michael Gallup,59000,85.03344121820786
Amari Cooper,Tom Brady,Dak Prescott,Greg Zuerlein,Tony Pollard,59000,85.03050034840902
Tom Brady,Mike Evans,Chris Godwin,Michael Gallup,Rob Gronkowski,58000,85.02725028991699
Tom Brady,Chris Godwin,Leonard Fournette,Antonio Brown,Dalton Schultz,55000,85.02475026448569
Tom Brady,Ezekiel Elliott,CeeDee Lamb,Ryan Succop,Rob Gronkowski,56000,85.01974951426187
Tom Brady,Mike Evans,Amari Cooper,Michael Gallup,O.J. Howard,56500,85.01849975585938
Tom Brady,Chris Godwin,Leonard Fournette,Greg Zuerlein,Rob Gronkowski,55000,85.014750289917
Tom Brady,Ezekiel Elliott,Ronald Jones II,Ryan Succop,O.J. Howard,54500,85.01394016789456
Ryan Succop,Tom Brady,Dak Prescott,CeeDee Lamb,Antonio Brown,59000,85.01174971262613
