Name1,Name2,Name3,Name4,Name5,Salary,FPPG
Ryan Succop,Ronald Jones II,Rob Gronkowski,Dalton Schultz,Blake Jarwin,38000,45.38044117338517
Blake Jarwin,Mike Evans,Amari Cooper,Leonard Fournette,Dalton Schultz,48500,45.375000429153445
O.J. Howard,Amari Cooper,Ryan Succop,Dalton Schultz,Blake Jarwin,39500,45.36249945163727
Blake Jarwin,Ezekiel Elliott,Amari Cooper,Michael Gallup,Greg Zuerlein,49000,45.35500022570292
Blake Jarwin,Ezekiel Elliott,Leonard Fournette,CeeDee Lamb,Dalton Schultz,47500,45.3487498442332
O.J. Howard,Chris Godwin,Michael Gallup,Dalton Schultz,Blake Jarwin,40500,45.34374964237213
Rob Gronkowski,Mike Evans,Ryan Succop,Dalton Schultz,Blake Jarwin,41500,45.34250032901764
Blake Jarwin,Tom Brady,Tony Pollard,Dalton Schultz,O.J. Howard,42500,45.34049973487855
Ryan Succop,Antonio Brown,Rob Gronkowski,O.J. Howard,Blake Jarwin,37500,45.3399999221166
Ryan Succop,Amari Cooper,Tony Pollard,Dalton Schultz,Blake Jarwin,40500,45.33750040531159
Michael Gallup,CeeDee Lamb,Dalton Schultz,O.J. Howard,Blake Jarwin,38000,45.331249833106995
Tony Pollard,Mike Evans,Michael Gallup,Greg Zuerlein,Blake Jarwin,43500,45.32500059604644
Blake Jarwin,Mike Evans,Leonard Fournette,Michael Gallup,Antonio Brown,48000,45.32500055631002
CeeDee Lamb,Tony Pollard,Dalton Schultz,O.J. Howard,Blake Jarwin,36500,45.32499945163727
Blake Jarwin,Chris Godwin,Amari Cooper,Antonio Brown,Ryan Succop,48000,45.31875055631002
Dalton Schultz,Leonard Fournette,Antonio Brown,O.J. Howard,Blake Jarwin,39000,45.31249996026357
O.J. Howard,Michael Gallup,Antonio Brown,Ryan Succop,Blake Jarwin,39000,45.31249957879384
Tony Pollard,Amari Cooper,Leonard Fournette,Dalton Schultz,Blake Jarwin,43000,45.30000078678131
Greg Zuerlein,Ronald Jones II,Tony Pollard,Rob Gronkowski,Blake Jarwin,38500,45.29294136412003
Blake Jarwin,Ezekiel Elliott,Chris Godwin,Ronald Jones II,Dalton Schultz,48500,45.28919103192348
Ryan Succop,Michael Gallup,Antonio Brown,Tony Pollard,Blake Jarwin,40000,45.28750053246816
Ryan Succop,Michael Gallup,Greg Zuerlein,Dalton Schultz,Blake Jarwin,38000,45.287500214576724
Blake Jarwin,Ezekiel Elliott,Amari Cooper,CeeDee Lamb,Dalton Schultz,48500,45.2862498442332
Blake Jarwin,Leonard Fournette,CeeDee Lamb,Ronald Jones II,Ryan Succop,45000,45.28419104463914
Rob Gronkowski,Ronald Jones II,Antonio Brown,O.J. Howard,Blake Jarwin,38500,45.28294107165991
Blake Jarwin,Chris Godwin,Leonard Fournette,CeeDee Lamb,O.J. Howard,46000,45.27499985694885
Michael Gallup,Mike Evans,Tony Pollard,Dalton Schultz,Blake Jarwin,42000,45.26250059604644
Blake Jarwin,Mike Evans,Amari Cooper,Michael Gallup,Antonio Brown,49000,45.26250055631002
Antonio Brown,Greg Zuerlein,Tony Pollard,O.J. Howard,Blake Jarwin,37000,45.26250008742014
Greg Zuerlein,Antonio Brown,Dalton Schultz,O.J. Howard,Blake Jarwin,36000,45.26249976952871
Dalton Schultz,Chris Godwin,Antonio Brown,Rob Gronkowski,Blake Jarwin,41500,45.25875049432119
Blake Jarwin,Ezekiel Elliott,Ronald Jones II,Antonio Brown,Ryan Succop,47000,45.257940968345196
Tony Pollard,Mike Evans,CeeDee Lamb,Dalton Schultz,Blake Jarwin,43000,45.25625021457672
Tony Pollard,Leonard Fournette,Michael Gallup,Antonio Brown,Blake Jarwin,42500,45.25000091393789
Blake Jarwin,Amari Cooper,Leonard Fournette,Antonio Brown,Greg Zuerlein,46000,45.25000055631002
Dalton Schultz,Amari Cooper,Antonio Brown,O.J. Howard,Blake Jarwin,40000,45.24999996026357
Rob Gronkowski,Chris Godwin,Antonio Brown,Tony Pollard,Blake Jarwin,42500,45.24875083764394
Rob Gronkowski,Chris Godwin,Greg Zuerlein,Dalton Schultz,Blake Jarwin,40500,45.248750519752505
Blake Jarwin,Ezekiel Elliott,Chris Godwin,Antonio Brown,O.J. Howard,48000,45.24874978065491
Blake Jarwin,Mike Evans,Leonard Fournette,CeeDee Lamb,Rob Gronkowski,47500,45.24625020027161
Dalton Schultz,Ronald Jones II,Michael Gallup,Antonio Brown,Blake Jarwin,40000,45.24044133868872
Blake Jarwin,Mike Evans,Leonard Fournette,Ronald Jones II,O.J. Howard,46000,45.240440853904275
Tony Pollard,Michael Gallup,Rob Gronkowski,Dalton Schultz,O.J. Howard,37000,45.24000034332275
Blake Jarwin,Ezekiel Elliott,CeeDee Lamb,Michael Gallup,Antonio Brown,48000,45.236249971389775
O.J. Howard,CeeDee Lamb,Ryan Succop,Rob Gronkowski,Blake Jarwin,38500,45.23374922275543
Rob Gronkowski,Leonard Fournette,Michael Gallup,O.J. Howard,Blake Jarwin,40000,45.23000032901764
Antonio Brown,Ryan Succop,Rob Gronkowski,Dalton Schultz,Blake Jarwin,37500,45.2275004307429
Blake Jarwin,Amari Cooper,CeeDee Lamb,Ronald Jones II,Ryan Succop,46000,45.22169104463914
Blake Jarwin,Ezekiel Elliott,Mike Evans,Antonio Brown,Rob Gronkowski,49500,45.22000012397766
Rob Gronkowski,Antonio Brown,Ryan Succop,Greg Zuerlein,Blake Jarwin,39000,45.217500456174214
Blake Jarwin,Chris Godwin,Amari Cooper,CeeDee Lamb,O.J. Howard,47000,45.21249985694885
Ryan Succop,CeeDee Lamb,Tony Pollard,Rob Gronkowski,Blake Jarwin,39500,45.208750176429746
Blake Jarwin,Mike Evans,Chris Godwin,Leonard Fournette,Tony Pollard,50000,45.20625061988831
Blake Jarwin,Mike Evans,CeeDee Lamb,Antonio Brown,Greg Zuerlein,46000,45.206249984105426
Blake Jarwin,Ezekiel Elliott,Leonard Fournette,Michael Gallup,Ryan Succop,48500,45.205000225702925
Blake Jarwin,Chris Godwin,CeeDee Lamb,Ronald Jones II,Michael Gallup,47000,45.202941235374
Ryan Succop,Ronald Jones II,Tony Pollard,O.J. Howard,Blake Jarwin,38000,45.20294083006242
Antonio Brown,Michael Gallup,Dalton Schultz,O.J. Howard,Blake Jarwin,37000,45.20000008742015
O.J. Howard,Chris Godwin,Ryan Succop,Tony Pollard,Blake Jarwin,41000,45.19374964237213
Tony Pollard,Amari Cooper,Michael Gallup,Antonio Brown,Blake Jarwin,43500,45.18750091393789
Blake Jarwin,Mike Evans,Chris Godwin,Ronald Jones II,Rob Gronkowski,48500,45.18669138796189
Blake Jarwin,Mike Evans,Amari Cooper,CeeDee Lamb,Rob Gronkowski,48500,45.18375020027161
Dalton Schultz,Leonard Fournette,CeeDee Lamb,Tony Pollard,Blake Jarwin,41000,45.18125021457672
Blake Jarwin,Mike Evans,Amari Cooper,Ronald Jones II,O.J. Howard,47000,45.177940853904275
Michael Gallup,Leonard Fournette,Tony Pollard,Rob Gronkowski,Blake Jarwin,41000,45.1775009393692
Blake Jarwin,Mike Evans,Leonard Fournette,Ryan Succop,Greg Zuerlein,46500,45.17500023841858
Dalton Schultz,Mike Evans,Ryan Succop,O.J. Howard,Blake Jarwin,40500,45.17499964237213
Tony Pollard,Leonard Fournette,CeeDee Lamb,Rob Gronkowski,Blake Jarwin,42000,45.17125055789948
Rob Gronkowski,Amari Cooper,Michael Gallup,O.J. Howard,Blake Jarwin,41000,45.16750032901764
Tony Pollard,Leonard Fournette,Ronald Jones II,O.J. Howard,Blake Jarwin,40500,45.16544121153214
Dalton Schultz,CeeDee Lamb,Ronald Jones II,Rob Gronkowski,Blake Jarwin,39500,45.161690982650306
Dalton Schultz,Ezekiel Elliott,Antonio Brown,Tony Pollard,Blake Jarwin,43000,45.15500013828278
Rob Gronkowski,CeeDee Lamb,Ronald Jones II,Tony Pollard,Blake Jarwin,40500,45.15169132597306
Blake Jarwin,Ezekiel Elliott,CeeDee Lamb,Ronald Jones II,O.J. Howard,46000,45.15169026898403
Ronald Jones II,Tony Pollard,Rob Gronkowski,O.J. Howard,Blake Jarwin,37000,45.14588197960573
Tony Pollard,Ezekiel Elliott,Antonio Brown,Rob Gronkowski,Blake Jarwin,44000,45.14500048160553
Blake Jarwin,Mike Evans,Chris Godwin,Amari Cooper,Tony Pollard,51000,45.14375061988831
Blake Jarwin,Ezekiel Elliott,Amari Cooper,Michael Gallup,Ryan Succop,49500,45.142500225702925
Michael Gallup,Antonio Brown,Greg Zuerlein,Tony Pollard,Blake Jarwin,39500,45.137500723203026
O.J. Howard,Mike Evans,Michael Gallup,Tony Pollard,Blake Jarwin,42000,45.13749964237213
Tony Pollard,CeeDee Lamb,Antonio Brown,Greg Zuerlein,Blake Jarwin,40500,45.13125034173329
Greg Zuerlein,CeeDee Lamb,Tony Pollard,Dalton Schultz,Blake Jarwin,38000,45.13125002384186
O.J. Howard,Leonard Fournette,Greg Zuerlein,Tony Pollard,Blake Jarwin,39000,45.12499964237213
Dalton Schultz,Chris Godwin,Ronald Jones II,Tony Pollard,Blake Jarwin,42000,45.121691402267004
Dalton Schultz,Amari Cooper,CeeDee Lamb,Tony Pollard,Blake Jarwin,42000,45.11875021457672
Blake Jarwin,Ezekiel Elliott,Chris Godwin,CeeDee Lamb,Tony Pollard,50000,45.11750003496806
O.J. Howard,Ronald Jones II,Antonio Brown,Dalton Schultz,Blake Jarwin,37500,45.1154403850144
Michael Gallup,Amari Cooper,Tony Pollard,Rob Gronkowski,Blake Jarwin,42000,45.1150009393692
Tony Pollard,Mike Evans,Michael Gallup,Ryan Succop,Blake Jarwin,44000,45.112500596046445
Blake Jarwin,Mike Evans,Amari Cooper,Ryan Succop,Greg Zuerlein,47500,45.11250023841858
Tony Pollard,Chris Godwin,Ronald Jones II,Rob Gronkowski,Blake Jarwin,43000,45.11169174558976
Rob Gronkowski,CeeDee Lamb,Greg Zuerlein,O.J. Howard,Blake Jarwin,38000,45.111249756813045
Tony Pollard,Amari Cooper,CeeDee Lamb,Rob Gronkowski,Blake Jarwin,43000,45.10875055789948
O.J. Howard,Ronald Jones II,Greg Zuerlein,Rob Gronkowski,Blake Jarwin,37500,45.105440410445716
Tony Pollard,Amari Cooper,Ronald Jones II,O.J. Howard,Blake Jarwin,41500,45.10294121153214
Tony Pollard,Leonard Fournette,Ryan Succop,Greg Zuerlein,Blake Jarwin,41000,45.10000059604645
Blake Jarwin,Mike Evans,Chris Godwin,Michael Gallup,Greg Zuerlein,48500,45.093750429153445
Dalton Schultz,Ronald Jones II,Ryan Succop,Greg Zuerlein,Blake Jarwin,38500,45.09044102079728
Blake Jarwin,Ezekiel Elliott,CeeDee Lamb,Ryan Succop,Greg Zuerlein,46500,45.08624965349833
Blake Jarwin,Ezekiel Elliott,Mike Evans,Ronald Jones II,Tony Pollard,50000,45.08294103192348
Dalton Schultz,Ezekiel Elliott,Michael Gallup,Rob Gronkowski,Blake Jarwin,43000,45.082500163714094
Dalton Schultz,Chris Godwin,Greg Zuerlein,O.J. Howard,Blake Jarwin,39500,45.081249833106995
Rob Gronkowski,Ezekiel Elliott,Michael Gallup,Tony Pollard,Blake Jarwin,44000,45.07250050703684
Blake Jarwin,Chris Godwin,Amari Cooper,Leonard Fournette,Dalton Schultz,48000,45.06875061988831
Dalton Schultz,CeeDee Lamb,Michael Gallup,Greg Zuerlein,Blake Jarwin,39500,45.06875002384186
O.J. Howard,Amari Cooper,Greg Zuerlein,Tony Pollard,Blake Jarwin,40000,45.06249964237213
O.J. Howard,Leonard Fournette,Michael Gallup,Dalton Schultz,Blake Jarwin,39000,45.06249964237213
Dalton Schultz,Mike Evans,Greg Zuerlein,Rob Gronkowski,Blake Jarwin,41000,45.05250017642975
Antonio Brown,Ryan Succop,Tony Pollard,O.J. Howard,Blake Jarwin,37500,45.050000087420145
Rob Gronkowski,Mike Evans,Greg Zuerlein,Tony Pollard,Blake Jarwin,42000,45.0425005197525
Blake Jarwin,Ezekiel Elliott,Mike Evans,Greg Zuerlein,O.J. Howard,47500,45.042499462763466
Greg Zuerlein,Ryan Succop,Rob Gronkowski,O.J. Howard,Blake Jarwin,36500,45.039999794960025
Tony Pollard,Amari Cooper,Ryan Succop,Greg Zuerlein,Blake Jarwin,42000,45.03750059604645
Blake Jarwin,Amari Cooper,Leonard Fournette,Antonio Brown,Ryan Succop,46500,45.03750055631002
Rob Gronkowski,Chris Godwin,Ryan Succop,Dalton Schultz,Blake Jarwin,41000,45.0362505197525
Blake Jarwin,Mike Evans,Chris Godwin,CeeDee Lamb,Dalton Schultz,48000,45.02500004768372
Tony Pollard,Chris Godwin,Michael Gallup,Greg Zuerlein,Blake Jarwin,43000,45.01875078678131
Blake Jarwin,Chris Godwin,Leonard Fournette,Michael Gallup,Antonio Brown,47500,45.018750747044884
Blake Jarwin,Ezekiel Elliott,Leonard Fournette,Ronald Jones II,Dalton Schultz,47000,45.00794103192348
Blake Jarwin,Tom Brady,Tony Pollard,Rob Gronkowski,Dalton Schultz,43500,45.00550026893616
O.J. Howard,Amari Cooper,Michael Gallup,Dalton Schultz,Blake Jarwin,40000,44.99999964237213
Michael Gallup,CeeDee Lamb,Rob Gronkowski,Dalton Schultz,Blake Jarwin,39000,44.99625036716461
Blake Jarwin,Mike Evans,CeeDee Lamb,Antonio Brown,Ryan Succop,46500,44.99374998410543
Michael Gallup,Ronald Jones II,Dalton Schultz,O.J. Howard,Blake Jarwin,37500,44.99044102079728
CeeDee Lamb,Tony Pollard,Rob Gronkowski,Dalton Schultz,Blake Jarwin,37500,44.98999998569488
Greg Zuerlein,Michael Gallup,Ryan Succop,Tony Pollard,Blake Jarwin,39000,44.987500405311586
Rob Gronkowski,Mike Evans,Michael Gallup,Dalton Schultz,Blake Jarwin,42000,44.9800005197525
Dalton Schultz,Leonard Fournette,Antonio Brown,Rob Gronkowski,Blake Jarwin,40000,44.97750049432119
Rob Gronkowski,Leonard Fournette,Antonio Brown,Tony Pollard,Blake Jarwin,41000,44.96750083764394
Rob Gronkowski,Leonard Fournette,Greg Zuerlein,Dalton Schultz,Blake Jarwin,39000,44.967500519752505
Tony Pollard,Ezekiel Elliott,Greg Zuerlein,O.J. Howard,Blake Jarwin,42000,44.96749982039134
Blake Jarwin,Ezekiel Elliott,Leonard Fournette,Antonio Brown,O.J. Howard,46500,44.96749978065491
O.J. Howard,Ezekiel Elliott,Rob Gronkowski,Dalton Schultz,Blake Jarwin,40500,44.95749921003977
Michael Gallup,Chris Godwin,Tony Pollard,Dalton Schultz,Blake Jarwin,41500,44.95625078678131
Blake Jarwin,Chris Godwin,Amari Cooper,Michael Gallup,Antonio Brown,48500,44.956250747044884
Tony Pollard,Chris Godwin,CeeDee Lamb,Dalton Schultz,Blake Jarwin,42500,44.950000405311584
Blake Jarwin,Ezekiel Elliott,Amari Cooper,Ronald Jones II,Dalton Schultz,48000,44.94544103192348
O.J. Howard,CeeDee Lamb,Antonio Brown,Tony Pollard,Blake Jarwin,39000,44.943749388058976
O.J. Howard,CeeDee Lamb,Greg Zuerlein,Dalton Schultz,Blake Jarwin,37000,44.943749070167534
Blake Jarwin,Chris Godwin,Leonard Fournette,CeeDee Lamb,Rob Gronkowski,47000,44.94000039100647
Blake Jarwin,Chris Godwin,Leonard Fournette,Ronald Jones II,O.J. Howard,45500,44.93419104463914
Blake Jarwin,Amari Cooper,Leonard Fournette,CeeDee Lamb,O.J. Howard,45500,44.93124985694885
Antonio Brown,Greg Zuerlein,Tony Pollard,Rob Gronkowski,Blake Jarwin,38000,44.92750062147776
Greg Zuerlein,Antonio Brown,Rob Gronkowski,Dalton Schultz,Blake Jarwin,37000,44.92750030358633
Michael Gallup,Antonio Brown,Ryan Succop,Tony Pollard,Blake Jarwin,40000,44.92500072320303
Michael Gallup,Ryan Succop,Greg Zuerlein,Dalton Schultz,Blake Jarwin,38000,44.925000405311586
Blake Jarwin,Leonard Fournette,CeeDee Lamb,Ronald Jones II,Michael Gallup,45500,44.921691235374
Tony Pollard,CeeDee Lamb,Antonio Brown,Ryan Succop,Blake Jarwin,41000,44.91875034173329
Tony Pollard,Mike Evans,Ronald Jones II,Dalton Schultz,Blake Jarwin,42500,44.91544140226701
Dalton Schultz,Amari Cooper,Antonio Brown,Rob Gronkowski,Blake Jarwin,41000,44.91500049432119
Blake Jarwin,Ezekiel Elliott,Chris Godwin,Antonio Brown,Rob Gronkowski,49000,44.91375031471253
O.J. Howard,Leonard Fournette,Ryan Succop,Tony Pollard,Blake Jarwin,39500,44.91249964237213
Blake Jarwin,Mike Evans,Leonard Fournette,Ronald Jones II,Rob Gronkowski,47000,44.90544138796189
Rob Gronkowski,Amari Cooper,Antonio Brown,Tony Pollard,Blake Jarwin,42000,44.90500083764394
Rob Gronkowski,Amari Cooper,Greg Zuerlein,Dalton Schultz,Blake Jarwin,40000,44.905000519752505
Blake Jarwin,Ezekiel Elliott,Amari Cooper,Antonio Brown,O.J. Howard,47500,44.90499978065491
Blake Jarwin,Chris Godwin,CeeDee Lamb,Antonio Brown,Greg Zuerlein,45500,44.900000174840294
Rob Gronkowski,CeeDee Lamb,Ryan Succop,O.J. Howard,Blake Jarwin,38500,44.89874975681305
Blake Jarwin,Ezekiel Elliott,Ronald Jones II,Michael Gallup,Antonio Brown,47500,44.89544115908006
O.J. Howard,Ronald Jones II,Ryan Succop,Rob Gronkowski,Blake Jarwin,38000,44.89294041044572
Blake Jarwin,Mike Evans,Chris Godwin,Michael Gallup,Ryan Succop,49000,44.88125042915345
Blake Jarwin,Chris Godwin,Amari Cooper,CeeDee Lamb,Rob Gronkowski,48000,44.87750039100647
Tony Pollard,Mike Evans,Antonio Brown,O.J. Howard,Blake Jarwin,42000,44.87500015099843
Blake Jarwin,Chris Godwin,Amari Cooper,Ronald Jones II,O.J. Howard,46500,44.87169104463914
O.J. Howard,CeeDee Lamb,Michael Gallup,Rob Gronkowski,Blake Jarwin,39000,44.87124941349029
Blake Jarwin,Chris Godwin,Leonard Fournette,Ryan Succop,Greg Zuerlein,46000,44.868750429153444
Dalton Schultz,Chris Godwin,Ryan Succop,O.J. Howard,Blake Jarwin,40000,44.868749833106996
Ryan Succop,Ronald Jones II,Tony Pollard,Rob Gronkowski,Blake Jarwin,39000,44.867941364120036
Blake Jarwin,Mike Evans,Ronald Jones II,Antonio Brown,Greg Zuerlein,45500,44.865441171795716
Antonio Brown,Michael Gallup,Rob Gronkowski,Dalton Schultz,Blake Jarwin,38000,44.86500062147776
Blake Jarwin,Mike Evans,Amari Cooper,Leonard Fournette,Tony Pollard,49500,44.86250061988831
Blake Jarwin,Amari Cooper,CeeDee Lamb,Ronald Jones II,Michael Gallup,46500,44.859191235374
Dalton Schultz,CeeDee Lamb,Michael Gallup,Ryan Succop,Blake Jarwin,40000,44.85625002384186
Rob Gronkowski,Michael Gallup,Antonio Brown,Greg Zuerlein,Blake Jarwin,39500,44.855000646909076
O.J. Howard,Amari Cooper,Ryan Succop,Tony Pollard,Blake Jarwin,40500,44.84999964237213
Blake Jarwin,Mike Evans,Amari Cooper,Ronald Jones II,Rob Gronkowski,48000,44.84294138796189
Dalton Schultz,Leonard Fournette,Ronald Jones II,Tony Pollard,Blake Jarwin,40500,44.840441402267004
Dalton Schultz,Mike Evans,Ryan Succop,Rob Gronkowski,Blake Jarwin,41500,44.84000017642975
Ryan Succop,Antonio Brown,Dalton Schultz,O.J. Howard,Blake Jarwin,36500,44.837499769528705
Blake Jarwin,Ezekiel Elliott,Leonard Fournette,CeeDee Lamb,Tony Pollard,48500,44.83625003496806
O.J. Howard,Chris Godwin,Michael Gallup,Tony Pollard,Blake Jarwin,41500,44.831249833106995
Tony Pollard,Leonard Fournette,Ronald Jones II,Rob Gronkowski,Blake Jarwin,41500,44.83044174558976
Rob Gronkowski,Mike Evans,Ryan Succop,Tony Pollard,Blake Jarwin,42500,44.8300005197525
Blake Jarwin,Ezekiel Elliott,Mike Evans,Ryan Succop,O.J. Howard,48000,44.82999946276347
Ryan Succop,Greg Zuerlein,Rob Gronkowski,O.J. Howard,Blake Jarwin,36500,44.82749979496002
Michael Gallup,CeeDee Lamb,Tony Pollard,O.J. Howard,Blake Jarwin,39000,44.81875002384186
Blake Jarwin,Ezekiel Elliott,CeeDee Lamb,Ronald Jones II,Rob Gronkowski,47000,44.816690803041645
Blake Jarwin,Mike Evans,Leonard Fournette,Michael Gallup,Greg Zuerlein,47000,44.812500429153445
Dalton Schultz,Mike Evans,Michael Gallup,O.J. Howard,Blake Jarwin,41000,44.812499833107
Tony Pollard,Chris Godwin,Michael Gallup,Ryan Succop,Blake Jarwin,43500,44.80625078678131
Blake Jarwin,Chris Godwin,Amari Cooper,Ryan Succop,Greg Zuerlein,47000,44.806250429153444
Dalton Schultz,Leonard Fournette,Greg Zuerlein,O.J. Howard,Blake Jarwin,38000,44.799999833106995
O.J. Howard,Michael Gallup,Ryan Succop,Greg Zuerlein,Blake Jarwin,38000,44.79999945163726
Tony Pollard,Ronald Jones II,Antonio Brown,Greg Zuerlein,Blake Jarwin,40000,44.79044152942358
Greg Zuerlein,Ronald Jones II,Tony Pollard,Dalton Schultz,Blake Jarwin,37500,44.79044121153214
Rob Gronkowski,CeeDee Lamb,Antonio Brown,Dalton Schultz,Blake Jarwin,39000,44.78625026543935
Dalton Schultz,Amari Cooper,Ronald Jones II,Tony Pollard,Blake Jarwin,41500,44.777941402267004
Blake Jarwin,Ezekiel Elliott,Chris Godwin,Ronald Jones II,Tony Pollard,49500,44.77669122265834
Ryan Succop,Michael Gallup,Greg Zuerlein,Tony Pollard,Blake Jarwin,39000,44.77500040531159
Blake Jarwin,Ezekiel Elliott,Amari Cooper,CeeDee Lamb,Tony Pollard,49500,44.77375003496806
Rob Gronkowski,Ronald Jones II,Greg Zuerlein,O.J. Howard,Blake Jarwin,37500,44.770440944503335
Tony Pollard,Amari Cooper,Ronald Jones II,Rob Gronkowski,Blake Jarwin,42500,44.76794174558976
Rob Gronkowski,Leonard Fournette,Ryan Succop,Dalton Schultz,Blake Jarwin,39500,44.7550005197525
Tony Pollard,Ezekiel Elliott,Ryan Succop,O.J. Howard,Blake Jarwin,42500,44.75499982039133
Blake Jarwin,Mike Evans,Amari Cooper,Michael Gallup,Greg Zuerlein,48000,44.750000429153445
Greg Zuerlein,Antonio Brown,Tony Pollard,O.J. Howard,Blake Jarwin,37000,44.74999996026357
Dalton Schultz,Chris Godwin,Greg Zuerlein,Rob Gronkowski,Blake Jarwin,40500,44.74625036716461
Blake Jarwin,Ezekiel Elliott,Ronald Jones II,Ryan Succop,Greg Zuerlein,46000,44.74544084118862
Blake Jarwin,Mike Evans,Leonard Fournette,CeeDee Lamb,Dalton Schultz,46500,44.74375004768372
Tony Pollard,Leonard Fournette,Michael Gallup,Greg Zuerlein,Blake Jarwin,41500,44.73750078678131
Dalton Schultz,Amari Cooper,Greg Zuerlein,O.J. Howard,Blake Jarwin,39000,44.737499833106995
Rob Gronkowski,Chris Godwin,Greg Zuerlein,Tony Pollard,Blake Jarwin,41500,44.73625071048737
Blake Jarwin,Ezekiel Elliott,Chris Godwin,Greg Zuerlein,O.J. Howard,47000,44.736249653498334
O.J. Howard,CeeDee Lamb,Ryan Succop,Dalton Schultz,Blake Jarwin,37500,44.731249070167536
Dalton Schultz,Ronald Jones II,Michael Gallup,Greg Zuerlein,Blake Jarwin,39000,44.72794121153214
Blake Jarwin,Ezekiel Elliott,CeeDee Lamb,Michael Gallup,Greg Zuerlein,47000,44.7237498442332
Blake Jarwin,Ezekiel Elliott,Mike Evans,Antonio Brown,Dalton Schultz,48500,44.71749997138977
Antonio Brown,Ryan Succop,Tony Pollard,Rob Gronkowski,Blake Jarwin,38500,44.71500062147776
Blake Jarwin,Ezekiel Elliott,Mike Evans,Greg Zuerlein,Rob Gronkowski,48500,44.707499996821085
Ryan Succop,CeeDee Lamb,Tony Pollard,Dalton Schultz,Blake Jarwin,38500,44.706250023841854
Rob Gronkowski,Amari Cooper,Ryan Succop,Dalton Schultz,Blake Jarwin,40500,44.6925005197525
Antonio Brown,Michael Gallup,Tony Pollard,O.J. Howard,Blake Jarwin,38000,44.68750027815501
Blake Jarwin,Chris Godwin,CeeDee Lamb,Antonio Brown,Ryan Succop,46000,44.687500174840295
Blake Jarwin,Mike Evans,Chris Godwin,Ronald Jones II,Dalton Schultz,47500,44.684191235374
Blake Jarwin,Mike Evans,Amari Cooper,CeeDee Lamb,Dalton Schultz,47500,44.68125004768372
Greg Zuerlein,Michael Gallup,Rob Gronkowski,O.J. Howard,Blake Jarwin,37000,44.67749998569489
Michael Gallup,Leonard Fournette,Tony Pollard,Dalton Schultz,Blake Jarwin,40000,44.67500078678131
Tony Pollard,Amari Cooper,Michael Gallup,Greg Zuerlein,Blake Jarwin,42500,44.67500078678131
Blake Jarwin,Amari Cooper,Leonard Fournette,Michael Gallup,Antonio Brown,47000,44.675000747044884
Rob Gronkowski,Chris Godwin,Michael Gallup,Dalton Schultz,Blake Jarwin,41500,44.67375071048737
Tony Pollard,Leonard Fournette,CeeDee Lamb,Dalton Schultz,Blake Jarwin,41000,44.668750405311584
Michael Gallup,Ronald Jones II,Rob Gronkowski,Dalton Schultz,Blake Jarwin,38500,44.655441554854896
Blake Jarwin,Mike Evans,Ronald Jones II,Antonio Brown,Ryan Succop,46000,44.65294117179572
Blake Jarwin,Mike Evans,Chris Godwin,Antonio Brown,O.J. Howard,47000,44.64374998410543
Ronald Jones II,Tony Pollard,Dalton Schultz,O.J. Howard,Blake Jarwin,36000,44.64338182701784
Rob Gronkowski,Michael Gallup,Antonio Brown,Ryan Succop,Blake Jarwin,40000,44.64250064690908
Tony Pollard,Ezekiel Elliott,Antonio Brown,Dalton Schultz,Blake Jarwin,43000,44.642500329017636
Dalton Schultz,Ezekiel Elliott,Greg Zuerlein,Tony Pollard,Blake Jarwin,42000,44.6425000111262
Tony Pollard,Ezekiel Elliott,Greg Zuerlein,Rob Gronkowski,Blake Jarwin,43000,44.63250035444896
Blake Jarwin,Ezekiel Elliott,Leonard Fournette,Antonio Brown,Rob Gronkowski,47500,44.63250031471253
Blake Jarwin,Mike Evans,CeeDee Lamb,Michael Gallup,Antonio Brown,47000,44.63125017484029
Rob Gronkowski,Ezekiel Elliott,Dalton Schultz,O.J. Howard,Blake Jarwin,40500,44.62249974409739
Blake Jarwin,Leonard Fournette,CeeDee Lamb,Antonio Brown,Greg Zuerlein,44000,44.618750174840294
Dalton Schultz,CeeDee Lamb,Antonio Brown,O.J. Howard,Blake Jarwin,38000,44.618749578793846
Michael Gallup,Antonio Brown,Rob Gronkowski,O.J. Howard,Blake Jarwin,38000,44.61500030358633
Michael Gallup,Amari Cooper,Tony Pollard,Dalton Schultz,Blake Jarwin,41000,44.61250078678131
Tony Pollard,Chris Godwin,Ronald Jones II,Dalton Schultz,Blake Jarwin,42000,44.60919159300187
Tony Pollard,Amari Cooper,CeeDee Lamb,Dalton Schultz,Blake Jarwin,42000,44.606250405311584
O.J. Howard,Ronald Jones II,Antonio Brown,Tony Pollard,Blake Jarwin,38500,44.602940575749265
O.J. Howard,Ronald Jones II,Greg Zuerlein,Dalton Schultz,Blake Jarwin,36500,44.602940257857824
Blake Jarwin,Mike Evans,Leonard Fournette,Michael Gallup,Ryan Succop,47500,44.60000042915345
Blake Jarwin,Chris Godwin,Leonard Fournette,Ronald Jones II,Rob Gronkowski,46500,44.59919157869676
Blake Jarwin,Amari Cooper,Leonard Fournette,CeeDee Lamb,Rob Gronkowski,46500,44.59625039100647
Blake Jarwin,Amari Cooper,Leonard Fournette,Ronald Jones II,O.J. Howard,45000,44.59044104463914
