Season,Week,Game,Team,Name,Code,Position,PassTD,PassYD,RushTD,RushYD,Receptions,RecTD,RecYD,INT,FUM/L,KRTD,PRTD,XP,FG0-19,FG20-29,FG30-39,FG40-49,FG50+,2PC,Fantasy Points
2021,1,Denver BroncosVNew York Giants,DEN,Teddy Bridgewater,BridTe00,QB,2,264,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.46
2021,1,Denver BroncosVNew York Giants,DEN,Melvin Gordon,GordMe00,RB,0,0,1,101,3,0,17,0,0,0,0,0,0,0,0,0,0,0,19.3
2021,1,Denver BroncosVNew York Giants,DEN,Javonte Williams,WillJa10,,0,0,0,45,1,0,-4,0,0,0,0,0,0,0,0,0,0,0,4.6
2021,1,Denver BroncosVNew York Giants,DEN,Jerry Jeudy,JeudJe00,WR,0,0,0,0,6,0,72,0,0,0,0,0,0,0,0,0,0,0,10.2
2021,1,Denver BroncosVNew York Giants,DEN,Noah Fant,FantNo00,TE,0,0,0,0,6,0,62,0,0,0,0,0,0,0,0,0,0,0,9.2
2021,1,Denver BroncosVNew York Giants,DEN,KJ Hamler,HamlKJ00,WR,0,0,0,0,3,0,41,0,0,0,0,0,0,0,0,0,0,0,5.6
2021,1,Denver BroncosVNew York Giants,DEN,Tim Patrick,PatrTi00,WR,0,0,0,0,4,1,39,0,0,0,0,0,0,0,0,0,0,0,11.9
2021,1,Denver BroncosVNew York Giants,DEN,Albert Okwuegbunam,OkwuAl00,TE,0,0,0,0,3,1,16,0,1,0,0,0,0,0,0,0,0,0,7.1
2021,1,Denver BroncosVNew York Giants,DEN,Courtland Sutton,SuttCo00,WRThrows:Right,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,1.9
2021,1,Denver BroncosVNew York Giants,DEN,Eric Saubert,SaubEr00,TE,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1.2
2021,1,Denver BroncosVNew York Giants,NYG,Daniel Jones,JoneDa05,QB,1,267,1,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.38
2021,1,Denver BroncosVNew York Giants,NYG,Saquon Barkley,BarkSa00,RB,0,0,0,26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2
2021,1,Denver BroncosVNew York Giants,NYG,Devontae Booker,BookDe00,RB,0,0,0,7,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1.8
2021,1,Denver BroncosVNew York Giants,NYG,Sterling Shepard,ShepSt00,WR,0,0,0,0,7,1,113,0,0,0,0,0,0,0,0,0,0,0,20.8
2021,1,Denver BroncosVNew York Giants,NYG,Darius Slayton,SlayDa01,WR,0,0,0,0,3,0,65,0,0,0,0,0,0,0,0,0,0,0,8.0
2021,1,Denver BroncosVNew York Giants,NYG,Kenny Golladay,GollKe00,WR,0,0,0,0,4,0,64,0,0,0,0,0,0,0,0,0,0,0,8.4
2021,1,Denver BroncosVNew York Giants,NYG,Kyle Rudolph,RudoKy00,TE,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,1.8
2021,1,Denver BroncosVNew York Giants,NYG,Gary Brightwell,BrigGa00,,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1.1
2021,1,Denver BroncosVNew York Giants,NYG,C.J. Board,BoarC.00,WR,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1.1
2021,1,Denver BroncosVNew York Giants,NYG,Elijhaa Penny,PennEl00,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,1,Denver BroncosVNew York Giants,NYG,Kadarius Toney,ToneKa00,,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0.8
2021,1,Denver BroncosVNew York Giants,DEN,Diontae Spencer,SpenDi00,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,1,Denver BroncosVNew York Giants,NYG,Jabrill Peppers,PeppJa00,SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,1,Denver BroncosVNew York Giants,DEN,Brandon McManus,McMaBr01,K,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,9.0
2021,1,Denver BroncosVNew York Giants,NYG,Graham Gano,GanoGr44,K,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0
