Season,Week,Game,Team,Name,Code,Position,PassTD,PassYD,RushTD,RushYD,Receptions,RecTD,RecYD,INT,FUM/L,KRTD,PRTD,XP,FG0-19,FG20-29,FG30-39,FG40-49,FG50+,2PC,Fantasy Points
2021,1,Cleveland BrownsVKansas City Chiefs,CLE,Baker Mayfield,MayfBa00,QB,0,321,0,7,0,0,11,1,0,0,0,0,0,0,0,0,0,0,13.64
2021,1,Cleveland BrownsVKansas City Chiefs,CLE,Nick Chubb,ChubNi00,RB,0,0,2,83,2,0,18,0,1,0,0,0,0,0,0,0,0,0,21.1
2021,1,Cleveland BrownsVKansas City Chiefs,CLE,Kareem Hunt,HuntKa00,rb,0,0,1,33,3,0,28,0,0,0,0,0,0,0,0,0,0,1,15.6
2021,1,Cleveland BrownsVKansas City Chiefs,CLE,Anthony Schwartz,SchwAn00,,0,0,0,17,3,0,69,0,0,0,0,0,0,0,0,0,0,0,10.1
2021,1,Cleveland BrownsVKansas City Chiefs,CLE,Jarvis Landry,LandJa00,WR,0,0,1,13,5,0,71,0,0,0,0,0,0,0,0,0,0,0,16.9
2021,1,Cleveland BrownsVKansas City Chiefs,CLE,David Njoku,NjokDa00,te,0,0,0,0,3,0,76,0,0,0,0,0,0,0,0,0,0,0,9.1
2021,1,Cleveland BrownsVKansas City Chiefs,CLE,Austin Hooper,HoopAu00,TE,0,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,4.2
2021,1,Cleveland BrownsVKansas City Chiefs,CLE,Harrison Bryant,BryaHa00,TE,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,2.2
2021,1,Cleveland BrownsVKansas City Chiefs,CLE,Donovan Peoples-Jones,PeopDo00,WR,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0.9
2021,1,Cleveland BrownsVKansas City Chiefs,CLE,Jamie Gillan,GillJa00,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,1,Cleveland BrownsVKansas City Chiefs,CLE,Andy Janovich,JanoAn00,FB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,1,Cleveland BrownsVKansas City Chiefs,KAN,Patrick Mahomes,MahoPa00,QB,3,337,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.28
2021,1,Cleveland BrownsVKansas City Chiefs,KAN,Clyde Edwards-Helaire,EdwaCl00,RB,0,0,0,43,3,0,29,0,0,0,0,0,0,0,0,0,0,0,8.7
2021,1,Cleveland BrownsVKansas City Chiefs,KAN,Tyreek Hill,HillTy00,WR,0,0,0,4,11,1,197,0,0,0,0,0,0,0,0,0,0,0,31.6
2021,1,Cleveland BrownsVKansas City Chiefs,KAN,Darrel Williams,WillDa10,RB,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2021,1,Cleveland BrownsVKansas City Chiefs,KAN,Blake Bell,BellBl00,TE,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1.0
2021,1,Cleveland BrownsVKansas City Chiefs,KAN,Michael Burton,BurtMi00,FB,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
2021,1,Cleveland BrownsVKansas City Chiefs,KAN,Travis Kelce,KelcTr00,TE,0,0,0,0,6,2,76,0,0,0,0,0,0,0,0,0,0,0,22.6
2021,1,Cleveland BrownsVKansas City Chiefs,KAN,Mecole Hardman,HardMe00,WR,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,3.4
2021,1,Cleveland BrownsVKansas City Chiefs,KAN,Demarcus Robinson,RobiDe01,WR,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1.4
2021,1,Cleveland BrownsVKansas City Chiefs,KAN,Byron Pringle,PrinBy00,WR,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1.1
2021,1,Cleveland BrownsVKansas City Chiefs,KAN,Mike Remmers,RemmMi00,RT,0,0,0,0,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0.3
2021,1,Cleveland BrownsVKansas City Chiefs,CLE,Demetric Felton,FeltDe00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,1,Cleveland BrownsVKansas City Chiefs,CLE,Chase McLaughlin,McLaCh00,K,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3.0
2021,1,Cleveland BrownsVKansas City Chiefs,KAN,Harrison Butker,ButkHa00,K,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,10.0
