Season,Week,Game,Team,Name,Code,Position,PassTD,PassYD,RushTD,RushYD,Receptions,RecTD,RecYD,INT,FUM/L,KRTD,PRTD,XP,FG0-19,FG20-29,FG30-39,FG40-49,FG50+,2PC,Fantasy Points
2021,1,Los Angeles ChargersVWashington Football Team,LAC,Justin Herbert,HerbJu00,QB,1,337,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14.38
2021,1,Los Angeles ChargersVWashington Football Team,LAC,Austin Ekeler,EkelAu00,RB,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7
2021,1,Los Angeles ChargersVWashington Football Team,LAC,Larry Rountree,RounLa00,,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
2021,1,Los Angeles ChargersVWashington Football Team,LAC,Justin Jackson,JackJu01,RB,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1.2
2021,1,Los Angeles ChargersVWashington Football Team,LAC,Gabe Nabers,NabeGa00,fb,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
2021,1,Los Angeles ChargersVWashington Football Team,LAC,Keenan Allen,AlleKe00,WR,0,0,0,0,9,0,100,0,0,0,0,0,0,0,0,0,0,0,14.5
2021,1,Los Angeles ChargersVWashington Football Team,LAC,Mike Williams,WillMi07,WR,0,0,0,0,8,1,82,0,0,0,0,0,0,0,0,0,0,0,18.2
2021,1,Los Angeles ChargersVWashington Football Team,LAC,Jared Cook,CookJa02,TE,0,0,0,0,5,0,56,0,0,0,0,0,0,0,0,0,0,0,8.1
2021,1,Los Angeles ChargersVWashington Football Team,LAC,Jalen Guyton,GuytJa01,WR,0,0,0,0,3,0,49,0,0,0,0,0,0,0,0,0,0,0,6.4
2021,1,Los Angeles ChargersVWashington Football Team,LAC,K.J. Hill,HillKJ00,WR,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,4.5
2021,1,Los Angeles ChargersVWashington Football Team,LAC,Josh Palmer,PalmJo00,,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,2.2
2021,1,Los Angeles ChargersVWashington Football Team,LAC,Stephen Anderson,AndeSt01,TE,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6
2021,1,Los Angeles ChargersVWashington Football Team,LAC,Donald Parham,ParhDo00,te,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,1,Los Angeles ChargersVWashington Football Team,WAS,Taylor Heinicke,HeinTa00,QB,1,122,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.58
2021,1,Los Angeles ChargersVWashington Football Team,WAS,Ryan Fitzpatrick,FitzRy00,qb,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72
2021,1,Los Angeles ChargersVWashington Football Team,WAS,Antonio Gibson,GibsAn00,RB,0,0,0,90,3,0,18,0,1,0,0,0,0,0,0,0,0,0,10.3
2021,1,Los Angeles ChargersVWashington Football Team,WAS,Jaret Patterson,PattJa01,,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
2021,1,Los Angeles ChargersVWashington Football Team,WAS,J.D. McKissic,McKiJ.00,rb,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
2021,1,Los Angeles ChargersVWashington Football Team,WAS,Terry McLaurin,McLaTe00,WR,0,0,0,0,4,0,62,0,0,0,0,0,0,0,0,0,0,0,8.2
2021,1,Los Angeles ChargersVWashington Football Team,WAS,Logan Thomas,ThomLo00,TE,0,0,0,0,3,1,30,0,0,0,0,0,0,0,0,0,0,0,10.5
2021,1,Los Angeles ChargersVWashington Football Team,WAS,Cam Sims,SimsCa00,WR,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,2.2
2021,1,Los Angeles ChargersVWashington Football Team,WAS,Adam Humphries,HumpAd00,WR,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,2.0
2021,1,Los Angeles ChargersVWashington Football Team,WAS,Dyami Brown,BrowDy00,,0,0,0,0,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0.3
2021,1,Los Angeles ChargersVWashington Football Team,LAC,Nasir Adderley,AddeNa00,FS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,1,Los Angeles ChargersVWashington Football Team,WAS,DeAndre Carter,CartDe02,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,1,Los Angeles ChargersVWashington Football Team,LAC,Tristan Vizcaino,VizcTr00,K,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,8.0
2021,1,Los Angeles ChargersVWashington Football Team,WAS,Dustin Hopkins,HopkDu00,K,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0
