Season,Week,Game,Team,Name,Code,Position,PassTD,PassYD,RushTD,RushYD,Receptions,RecTD,RecYD,INT,FUM/L,KRTD,PRTD,XP,FG0-19,FG20-29,FG30-39,FG40-49,FG50+,2PC,Fantasy Points
2021,2,Los Angeles RamsVIndianapolis Colts,LAR,Matthew Stafford,StafMa00,,2,278,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.22
2021,2,Los Angeles RamsVIndianapolis Colts,LAR,Darrell Henderson,HendDa00,,0,0,1,53,3,0,29,0,0,0,0,0,0,0,0,0,0,0,15.7
2021,2,Los Angeles RamsVIndianapolis Colts,LAR,Sony Michel,MichSo00,,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6
2021,2,Los Angeles RamsVIndianapolis Colts,LAR,Robert Woods,WoodRo02,,0,0,0,6,5,0,64,0,0,0,0,0,0,0,0,0,0,0,9.5
2021,2,Los Angeles RamsVIndianapolis Colts,LAR,Van Jefferson,JeffVa00,,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,1.9
2021,2,Los Angeles RamsVIndianapolis Colts,LAR,Tyler Higbee,HigbTy00,,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1.3
2021,2,Los Angeles RamsVIndianapolis Colts,LAR,Matthew Orzech,OrzeMa00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,2,Los Angeles RamsVIndianapolis Colts,LAR,Cooper Kupp,KuppCo00,,0,0,0,-5,9,2,163,0,0,0,0,0,0,0,0,0,0,0,32.3
2021,2,Los Angeles RamsVIndianapolis Colts,IND,Carson Wentz,WentCa00,,1,247,0,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.58
2021,2,Los Angeles RamsVIndianapolis Colts,IND,Jacob Eason,EasoJa00,,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.4
2021,2,Los Angeles RamsVIndianapolis Colts,IND,Jonathan Taylor,TaylJo02,,0,0,0,51,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5.8
2021,2,Los Angeles RamsVIndianapolis Colts,IND,Marlon Mack,MackMa00,,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
2021,2,Los Angeles RamsVIndianapolis Colts,IND,Nyheim Hines,HineNy00,,0,0,0,5,1,0,17,0,0,0,0,0,0,0,0,0,0,0,2.7
2021,2,Los Angeles RamsVIndianapolis Colts,IND,Michael Pittman Jr.,PittMi01,,0,0,0,0,8,0,123,0,0,0,0,0,0,0,0,0,0,0,16.3
2021,2,Los Angeles RamsVIndianapolis Colts,IND,Jack Doyle,DoylJa00,,0,0,0,0,5,0,64,0,0,0,0,0,0,0,0,0,0,0,8.9
2021,2,Los Angeles RamsVIndianapolis Colts,IND,Zach Pascal,PascZa00,,0,0,0,0,5,1,38,0,0,0,0,0,0,0,0,0,0,0,12.3
2021,2,Los Angeles RamsVIndianapolis Colts,IND,Mo Alie-Cox,AlieMo00,,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,2.3
2021,2,Los Angeles RamsVIndianapolis Colts,IND,Ashton Dulin,DuliAs00,,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1.5
2021,2,Los Angeles RamsVIndianapolis Colts,IND,Mike Strachan,StraMi03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,2,Los Angeles RamsVIndianapolis Colts,LAR,Tutu Atwell,AtweTu00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,2,Los Angeles RamsVIndianapolis Colts,LAR,Jake Funk,FunkJa00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,2,Los Angeles RamsVIndianapolis Colts,IND,Isaiah Rodgers,RodgIs00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,2,Los Angeles RamsVIndianapolis Colts,LAR,Matt Gay,GayxMa00,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,9.0
2021,2,Los Angeles RamsVIndianapolis Colts,IND,Rodrigo Blankenship,BlanRo03,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,12.0
