Season,Week,Game,Team,Name,Code,Position,PassTD,PassYD,RushTD,RushYD,Receptions,RecTD,RecYD,INT,FUM/L,KRTD,PRTD,XP,FG0-19,FG20-29,FG30-39,FG40-49,FG50+,2PC,Fantasy Points
2021,2,Kansas City ChiefsVBaltimore Ravens,KAN,Patrick Mahomes,MahoPa00,,3,343,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25.02
2021,2,Kansas City ChiefsVBaltimore Ravens,KAN,Clyde Edwards-Helaire,EdwaCl00,,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.6
2021,2,Kansas City ChiefsVBaltimore Ravens,KAN,Tyreek Hill,HillTy00,,0,0,0,15,3,0,14,0,0,0,0,0,0,0,0,0,0,0,4.4
2021,2,Kansas City ChiefsVBaltimore Ravens,KAN,Travis Kelce,KelcTr00,,0,0,0,0,7,1,109,0,0,0,0,0,0,0,0,0,0,0,20.4
2021,2,Kansas City ChiefsVBaltimore Ravens,KAN,Byron Pringle,PrinBy00,,0,0,0,0,2,1,63,0,0,0,0,0,0,0,0,0,0,0,13.3
2021,2,Kansas City ChiefsVBaltimore Ravens,KAN,Mecole Hardman,HardMe00,,0,0,0,0,5,0,55,0,0,0,0,0,0,0,0,0,0,0,8.0
2021,2,Kansas City ChiefsVBaltimore Ravens,KAN,Demarcus Robinson,RobiDe01,,0,0,0,0,3,1,46,0,0,0,0,0,0,0,0,0,0,0,12.1
2021,2,Kansas City ChiefsVBaltimore Ravens,KAN,Blake Bell,BellBl00,,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,2.5
2021,2,Kansas City ChiefsVBaltimore Ravens,KAN,Jerick McKinnon,McKiJe00,,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,1.9
2021,2,Kansas City ChiefsVBaltimore Ravens,KAN,Joe Fortson,FortJo01,,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1.6
2021,2,Kansas City ChiefsVBaltimore Ravens,KAN,Michael Burton,BurtMi00,,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1.6
2021,2,Kansas City ChiefsVBaltimore Ravens,KAN,Darrel Williams,WillDa10,,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8
2021,2,Kansas City ChiefsVBaltimore Ravens,BAL,Lamar Jackson,JackLa00,,1,239,2,107,0,0,0,2,0,0,0,0,0,0,0,0,0,0,34.26
2021,2,Kansas City ChiefsVBaltimore Ravens,BAL,Ty'Son Williams,WillTy01,,0,0,0,77,2,0,16,0,0,0,0,0,0,0,0,0,0,0,10.3
2021,2,Kansas City ChiefsVBaltimore Ravens,BAL,Latavius Murray,MurrLa00,,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
2021,2,Kansas City ChiefsVBaltimore Ravens,BAL,Devonta Freeman,FreeDe00,,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9
2021,2,Kansas City ChiefsVBaltimore Ravens,BAL,Patrick Ricard,RicaPa00,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
2021,2,Kansas City ChiefsVBaltimore Ravens,BAL,Marquise Brown,BrowMa04,,0,0,0,0,6,1,113,0,0,0,0,0,0,0,0,0,0,0,20.3
2021,2,Kansas City ChiefsVBaltimore Ravens,BAL,Mark Andrews,AndrMa00,,0,0,0,0,5,0,57,0,0,0,0,0,0,0,0,0,0,0,8.2
2021,2,Kansas City ChiefsVBaltimore Ravens,BAL,Sammy Watkins,WatkSa00,,0,0,0,0,4,0,44,0,0,0,0,0,0,0,0,0,0,0,6.4
2021,2,Kansas City ChiefsVBaltimore Ravens,BAL,Josh Oliver,OlivJo00,,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1.4
2021,2,Kansas City ChiefsVBaltimore Ravens,KAN,Mike Hughes,HughMi00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,2,Kansas City ChiefsVBaltimore Ravens,BAL,Devin Duvernay,DuveDe00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,2,Kansas City ChiefsVBaltimore Ravens,KAN,Harrison Butker,ButkHa00,,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5.0
2021,2,Kansas City ChiefsVBaltimore Ravens,BAL,Justin Tucker,TuckJu00,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,7.0
