Season,Week,Game,Team,Name,Code,Position,PassTD,PassYD,RushTD,RushYD,Receptions,RecTD,RecYD,INT,FUM/L,KRTD,PRTD,XP,FG0-19,FG20-29,FG30-39,FG40-49,FG50+,2PC,Fantasy Points
2021,2,Las Vegas RaidersVPittsburgh Steelers,LVR,Derek Carr,CarrDe02,,2,382,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.18
2021,2,Las Vegas RaidersVPittsburgh Steelers,LVR,Peyton Barber,BarbPe01,,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
2021,2,Las Vegas RaidersVPittsburgh Steelers,LVR,Kenyan Drake,DrakKe00,,0,0,0,9,5,0,46,0,0,0,0,0,0,0,0,0,0,0,8.0
2021,2,Las Vegas RaidersVPittsburgh Steelers,LVR,Henry Ruggs III,RuggHe00,,0,0,0,2,5,1,113,0,0,0,0,0,0,0,0,0,0,0,20.0
2021,2,Las Vegas RaidersVPittsburgh Steelers,LVR,Darren Waller,WallDa01,,0,0,0,0,5,0,65,0,0,0,0,0,0,0,0,0,0,0,9.0
2021,2,Las Vegas RaidersVPittsburgh Steelers,LVR,Hunter Renfrow,RenfHu00,,0,0,0,0,5,0,57,0,0,0,0,0,0,0,0,0,0,0,8.2
2021,2,Las Vegas RaidersVPittsburgh Steelers,LVR,Bryan Edwards,EdwaBr01,,0,0,0,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,5.5
2021,2,Las Vegas RaidersVPittsburgh Steelers,LVR,Foster Moreau,MoreFo00,,0,0,0,0,2,1,34,0,0,0,0,0,0,0,0,0,0,0,10.4
2021,2,Las Vegas RaidersVPittsburgh Steelers,LVR,Willie Snead,SneaWi00,,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,1.9
2021,2,Las Vegas RaidersVPittsburgh Steelers,LVR,Derek Carrier,CarrDe00,,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,2.3
2021,2,Las Vegas RaidersVPittsburgh Steelers,LVR,Alec Ingold,IngoAl01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,2,Las Vegas RaidersVPittsburgh Steelers,PIT,Ben Roethlisberger,RoetBe00,,1,295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.8
2021,2,Las Vegas RaidersVPittsburgh Steelers,PIT,Najee Harris,HarrNa00,,0,0,0,38,5,1,43,0,0,0,0,0,0,0,0,0,0,0,16.6
2021,2,Las Vegas RaidersVPittsburgh Steelers,PIT,JuJu Smith-Schuster,SmitJu00,,0,0,1,3,6,0,41,0,0,0,0,0,0,0,0,0,0,0,13.4
2021,2,Las Vegas RaidersVPittsburgh Steelers,PIT,Benny Snell Jr.,SnelBe00,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
2021,2,Las Vegas RaidersVPittsburgh Steelers,PIT,Diontae Johnson,JohnDi01,,0,0,0,0,9,0,105,0,0,0,0,0,0,0,0,0,0,0,15.0
2021,2,Las Vegas RaidersVPittsburgh Steelers,PIT,Pat Freiermuth,FreiPa00,,0,0,0,0,4,0,36,0,0,0,0,0,0,0,0,0,0,0,5.6
2021,2,Las Vegas RaidersVPittsburgh Steelers,PIT,Eric Ebron,EbroEr00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,2,Las Vegas RaidersVPittsburgh Steelers,PIT,James Washington,WashJa00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,2,Las Vegas RaidersVPittsburgh Steelers,PIT,Chase Claypool,ClayCh01,,0,0,0,-3,3,0,70,0,0,0,0,0,0,0,0,0,0,0,8.2
2021,2,Las Vegas RaidersVPittsburgh Steelers,PIT,Ray-Ray McCloud,McClRa00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,2,Las Vegas RaidersVPittsburgh Steelers,LVR,Daniel Carlson,CarlDa00,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,17.0
2021,2,Las Vegas RaidersVPittsburgh Steelers,PIT,Chris Boswell,BoswCh00,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,7.0
