Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2019 Avg,2020 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Lamar Jackson,,,QB,BAL,vs DAL,21st,26.75,16500,9,34.7,10.3,27.4,20.3,0,0,0,19.25,19.25,100,,46,1.2,26.68,1.6
Deshaun Watson,,,QB,HOU,vs IND,10th,23.50,16500,11.4,35.4,9.6,22.4,23.8,0,0,0,20.95,20.95,100,,54,1.3,20.44,1.2
Dalvin Cook,,,RB,MIN,vs JAC,32nd,30.50,16500,11.6,35.3,9.5,17.6,23.7,0,0,0,21.06,21.06,100,,42,1.3,20.90,1.3
Kyler Murray,,,QB,ARI,vs LAR,1st,23.25,16500,11.6,36.4,9.9,18.6,27.3,0,0,0,21.54,21.54,100,,53,1.3,17.42,1.1
Russell Wilson,,,QB,SEA,vs NYG,17th,29.50,16500,14.3,34.6,8.1,20.2,25.7,0,0,0,22.41,22.41,100,,59,1.4,16.02,1
Justin Herbert,,,QB,LAC,vs NE,12th,24.50,16500,12.7,31.5,7.5,,24.2,0,0,0,20.20,20.20,100,,66,1.2,6.36,0.4
Patrick Mahomes,,,QB,KC,vs DEN,2nd,32.25,16500,15,39.2,9.7,23,26.6,0,0,0,24.66,24.66,100,,55,1.5,19.32,1.2
Josh Allen,,,QB,BUF,@ SF,15th,23.50,16500,11.9,35.6,9.5,19,24.2,0,0,0,21.38,21.38,100,,52,1.3,30.10,1.8
Derrick Henry,,,RB,TEN,vs CLE,21st,29.00,16000,6.6,34.1,11.0,18.7,19.5,0,0,0,17.64,17.64,100,,18,1.1,5.40,0.3
Aaron Rodgers,,,QB,GB,vs PHI,6th,28.75,16000,12.6,33.8,8.5,17.7,23.9,0,0,0,21.09,21.09,100,,58,1.3,23.50,1.5
Ben Roethlisberger,,,QB,PIT,vs WAS,13th,24.75,15500,10.4,30.6,8.1,6.9,19,0,0,0,18.45,18.45,100,,57,1.2,19.20,1.2
Ryan Tannehill,,,QB,TEN,vs CLE,23rd,29.00,15500,11.4,30.7,7.7,17.4,20.2,0,0,0,19.10,19.10,100,,54,1.2,28.56,1.8
Taysom Hill,,,QB,NO,@ ATL,18th,24.00,15500,13,29.3,6.5,6.4,7.6,0,0,0,19.51,19.51,100,,0,1.3,23.58,1.5
Derek Carr,,,QB,LV,@ NYJ,30th,27.75,15500,11.1,30.1,7.6,15.8,15.8,0,0,0,18.71,18.71,100,,53,1.2,32.74,2.1
Matthew Stafford,,,QB,DET,@ CHI,8th,20.50,15500,9.5,27,7.0,21.4,17.2,0,0,0,16.53,16.53,100,,59,1.1,27.08,1.7
Kirk Cousins,,,QB,MIN,vs JAC,20th,30.50,15500,11.2,31.2,8.0,15.9,18.3,0,0,0,19.19,19.19,100,,54,1.2,22.40,1.4
Tua Tagovailoa,,,QB,MIA,vs CIN,32nd,26.50,15500,10.5,30.7,8.1,,9.9,0,0,0,18.58,18.58,100,,35,1.2,16.14,1
Ryan Fitzpatrick,,,QB,MIA,vs CIN,32nd,26.50,15500,0,14.1,9.4,17,18.7,0,0,0,0.00,0.00,100,,35,0,,
Jared Goff,,,QB,LAR,@ ARI,19th,25.25,15500,10.5,31.3,8.3,16.5,16.9,0,0,0,18.81,18.81,100,,48,1.2,24.14,1.6
Daniel Jones,,,QB,NYG,@ SEA,26th,18.50,15500,0,12.9,8.6,17.5,14.2,0,0,0,0.00,0.00,100,,45,0,,
Cam Newton,,,QB,NE,@ LAC,31st,22.50,15500,8.6,32.1,9.4,8.8,18.1,0,0,0,17.99,17.99,100,,51,1.2,23.56,1.5
Matt Ryan,,,QB,ATL,vs NO,3rd,22.00,15000,9.8,29.8,8.0,18.8,18.2,0,0,0,17.76,17.76,100,,55,1.2,12.92,0.9
Joe Flacco,,,QB,NYJ,vs LV,16th,20.75,15000,0,9.9,6.6,11.2,11.6,0,0,0,0.00,0.00,100,,52,0,,
James Robinson,,,RB,JAC,@ MIN,11th,20.50,15000,8.5,28.7,8.1,,16.6,0,0,0,16.56,16.56,100,,37,1.1,19.80,1.3
Davante Adams,,,WR,GB,vs PHI,9th,28.75,15000,8.2,29.7,8.6,16.3,21.3,0,0,0,16.75,16.75,100,,39,1.1,29.10,1.9
Ezekiel Elliott,,,RB,DAL,@ BAL,13th,18.75,15000,5.3,25.5,8.1,16.9,13.6,0,0,0,13.35,13.35,100,,53,0.9,11.50,0.8
Nick Chubb,,,RB,CLE,@ TEN,19th,25.00,14500,5.1,26.9,8.7,14.1,16.3,0,0,0,13.81,13.81,100,,35,1,17.10,1.2
Baker Mayfield,,,QB,CLE,@ TEN,27th,25.00,14500,9.1,26.3,6.9,15.6,13.7,0,0,0,15.96,15.96,100,,56,1.1,28.96,2
Philip Rivers,,,QB,IND,@ HOU,28th,26.50,14500,11.5,27,6.2,16,15.8,0,0,0,17.71,17.71,100,,63,1.2,19.20,1.3
Sam Darnold,,,QB,NYJ,vs LV,16th,20.75,14500,8.4,26.1,7.1,15.6,10.6,0,0,0,15.48,15.48,100,,47,1.1,21.04,1.5
Mike Glennon,,,QB,JAC,@ MIN,22nd,20.50,14500,9.7,23.4,5.5,2.1,18,0,0,0,15.15,15.15,100,,25,1,14.10,1
DeAndre Hopkins,,,WR,ARI,vs LAR,1st,23.25,14500,5.4,23.4,7.2,14.5,14.3,0,0,0,12.60,12.60,100,,51,0.9,15.20,1
Carson Wentz,,,QB,PHI,@ GB,11th,20.75,14500,9.9,26.4,6.6,16.6,18.9,0,0,0,16.46,16.46,100,,62,1.1,4.96,0.3
Tyreek Hill,,,WR,KC,vs DEN,3rd,32.25,14500,7.5,31.5,9.6,13.3,20.6,0,0,0,17.07,17.07,100,,33,1.2,11.80,0.8
Terry McLaurin,,,WR,WAS,@ PIT,29th,18.75,14500,5.9,22.4,6.6,11.6,13.6,0,0,0,12.54,12.54,100,,42,0.9,2.40,0.2
Stefon Diggs,,,WR,BUF,@ SF,14th,23.50,14500,6.5,26.5,8.0,11.6,14.4,0,0,0,14.47,14.47,100,,35,1,14.20,1
Diontae Johnson,,,WR,PIT,vs WAS,7th,24.75,14000,5.2,22.4,6.9,8.4,11,0,0,0,12.07,12.07,100,,31,0.9,17.10,1.2
Alvin Kamara,,,RB,NO,@ ATL,5th,24.00,14000,2.8,27.5,9.9,14.9,20.8,0,0,0,12.67,12.67,100,,43,0.9,16.70,1.2
Josh Jacobs,,,RB,LV,@ NYJ,12th,27.75,14000,0,11.6,7.7,14,14.5,0,0,0,0.00,0.00,100,,46,0,,
Nick Foles,,,QB,CHI,vs DET,24th,23.50,14000,0,12.8,8.5,9.9,14,0,0,0,0.00,0.00,100,,23,0,,
Mitchell Trubisky,,,QB,CHI,vs DET,24th,23.50,14000,9.3,32.3,9.2,14.2,14.6,0,0,0,18.49,18.49,100,,34,1.3,13.28,0.9
Adam Thielen,,,WR,MIN,vs JAC,21st,30.50,14000,5.3,26.3,8.4,10.1,15.9,0,0,0,13.65,13.65,100,,24,1,17.50,1.3
Jake Luton,,,QB,JAC,@ MIN,22nd,20.50,14000,0,10.2,6.8,,11.4,0,0,0,0.00,0.00,100,,32,0,,
Gardner Minshew,,,QB,JAC,@ MIN,22nd,20.50,14000,0,9.3,6.2,16.8,19.4,0,0,0,0.00,0.00,100,,62,0,,
Ryan Finley,,,QB,CIN,@ MIA,9th,16.50,14000,0,8.6,5.7,8.9,2.1,0,0,0,0.00,0.00,100,,17,0,0.60,0
Brandon Allen,,,QB,CIN,@ MIA,9th,16.50,14000,6.5,21.7,6.1,11.5,7.1,0,0,0,12.59,12.59,100,,23,0.9,9.42,0.7
Cooper Kupp,,,WR,LAR,@ ARI,27th,25.25,14000,4.7,23.5,7.5,14,11.1,0,0,0,12.23,12.23,100,,40,0.9,11.30,0.8
DK Metcalf,,,WR,SEA,vs NYG,17th,29.50,14000,7.1,26.3,7.7,10.6,16.8,0,0,0,14.75,14.75,100,,37,1.1,10.50,0.8
Jalen Hurts,,,QB,PHI,@ GB,11th,20.75,14000,0,17.6,11.7,,0.9,0,0,0,0.00,0.00,100,,0,0,10.26,0.7
Aaron Jones,,,RB,GB,vs PHI,27th,28.75,14000,3.7,30.2,10.6,18.5,17,0,0,0,14.26,14.26,100,,25,1,22.30,1.6
Austin Ekeler,,,RB,LAC,vs NE,23rd,24.50,14000,7.8,27.1,7.7,16.4,14.4,0,0,0,15.53,15.53,100,,32,1.1,8.80,0.6
Drew Lock,,,QB,DEN,@ KC,25th,19.25,14000,6.9,26.2,7.7,14.2,13.3,0,0,0,14.60,14.60,100,,42,1,12.94,0.9
Raheem Mostert,,,RB,SF,vs BUF,25th,24.50,14000,1,24.5,9.4,12.5,14.4,0,0,0,10.42,10.42,100,,0,0.7,4.80,0.3
Andy Dalton,,,QB,DAL,@ BAL,5th,18.75,14000,7.6,26.3,7.5,16.7,8.7,0,0,0,15.09,15.09,100,,50,1.1,18.60,1.3
A.J. Brown,,,WR,TEN,vs CLE,12th,29.00,13500,5.1,25.6,8.2,10.6,15.3,0,0,0,13.27,13.27,100,,34,1,8.70,0.6
Calvin Ridley,,,WR,ATL,vs NO,11th,22.00,13500,4.7,25.2,8.2,12.7,15.2,0,0,0,12.86,12.86,100,,34,1,13.30,1
Will Fuller,,,WR,HOU,vs IND,16th,23.50,13500,0,13.5,9.0,10.1,14.8,0,0,0,0.00,0.00,100,,14,0,,
Jamison Crowder,,,WR,NYJ,vs LV,18th,20.75,13500,3.4,19.4,6.4,9.9,11.6,0,0,0,9.77,9.77,100,,28,0.7,19.20,1.4
D'Andre Swift,,,RB,DET,@ CHI,7th,20.50,13500,0,9.9,6.6,,12.5,0,0,0,0.00,0.00,100,,50,0,,
Justin Jefferson,,,WR,MIN,vs JAC,21st,30.50,13500,5.2,26.2,8.4,,14.2,0,0,0,13.55,13.55,100,,41,1,22.80,1.7
Joe Mixon,,,RB,CIN,@ MIA,18th,16.50,13500,0,12,8.0,13,14.9,0,0,0,0.00,0.00,100,,31,0,,
Tyler Boyd,,,WR,CIN,@ MIA,10th,16.50,13500,2.7,19.2,6.6,11.1,11.9,0,0,0,9.34,9.34,100,,22,0.7,13.70,1
Keenan Allen,,,WR,LAC,vs NE,13th,24.50,13500,6.3,25.5,7.7,12.7,15.5,0,0,0,13.98,13.98,100,,43,1,7.30,0.5
Travis Kelce,,,TE,KC,vs DEN,7th,32.25,13500,6.3,25,7.5,13.7,15.9,0,0,0,13.79,13.79,100,,41,1,23.60,1.7
Antonio Gibson,,,RB,WAS,@ PIT,10th,18.75,13500,4,23,7.6,,15.1,0,0,0,11.61,11.61,100,,33,0.9,1.40,0.1
Amari Cooper,,,WR,DAL,@ BAL,4th,18.75,13500,3.8,26.5,9.1,12.8,12.9,0,0,0,12.85,12.85,100,,20,1,13.80,1
Chase Claypool,,,WR,PIT,vs WAS,7th,24.75,13000,2.9,24.4,8.6,,13.1,0,0,0,11.51,11.51,100,,18,0.9,4.80,0.4
Michael Thomas,,,WR,NO,@ ATL,25th,24.00,13000,3.2,23.2,8.0,18.2,7.3,0,0,0,11.15,11.15,100,,42,0.9,15.00,1.2
