Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2019 Avg,2020 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Kyler Murray,,,QB,ARI,@ SEA,30th,27.00,17000,15.3,40.1,9.9,18.6,30.2,0,0,0,25.20,25.20,100,,53,1.5,20.26,1.2
Dalvin Cook,,,RB,MIN,vs DAL,23rd,28.50,17000,10.8,34.6,9.5,17.6,25.8,0,0,0,20.33,20.33,100,,42,1.2,22.50,1.3
Russell Wilson,,,QB,SEA,vs ARI,21st,30.00,16500,16.6,36.9,8.1,20.2,27.6,0,0,0,24.74,24.74,100,,59,1.5,20.08,1.2
Joe Burrow,,,QB,CIN,@ WAS,11th,23.50,16500,10.3,30.8,8.2,,18.6,0,0,0,18.54,18.54,100,,49,1.1,11.32,0.7
Ben Roethlisberger,,,QB,PIT,@ JAC,25th,28.75,16500,11.8,32,8.1,6.9,19.8,0,0,0,19.86,19.86,100,,57,1.2,17.68,1.1
Lamar Jackson,,,QB,BAL,vs TEN,29th,28.25,16500,11.6,37.4,10.3,27.4,20.7,0,0,0,21.93,21.93,100,,46,1.3,17.54,1.1
Justin Herbert,,,QB,LAC,vs NYJ,27th,28.00,16500,13.7,32.4,7.5,,24.6,0,0,0,21.16,21.16,100,,66,1.3,27.74,1.7
Patrick Mahomes,,,QB,KC,@ LV,12th,31.75,16500,15.3,39.5,9.7,23,26.6,0,0,0,24.96,24.96,100,,55,1.5,22.52,1.4
Alvin Kamara,,,RB,NO,vs ATL,19th,26.25,16000,7.4,32.1,9.9,14.9,23.7,0,0,0,17.27,17.27,100,,43,1.1,10.50,0.7
Carson Wentz,,,QB,PHI,@ CLE,26th,21.75,16000,11.4,27.9,6.6,16.6,19.1,0,0,0,17.98,17.98,100,,62,1.1,16.40,1
Christian McCaffrey,,,RB,CAR,vs DET,31st,22.00,16000,0,14.9,9.9,25.8,27.3,0,0,0,0.00,0.00,100,,47,0,,
Aaron Rodgers,,,QB,GB,@ IND,2nd,25.50,16000,11.2,32.4,8.5,17.7,23.8,0,0,0,19.69,19.69,100,,58,1.2,22.74,1.4
Tom Brady,,,QB,TB,vs LAR,1st,25.75,16000,11.5,30.8,7.7,16.4,21.1,0,0,0,19.21,19.21,100,,60,1.2,14.64,0.9
Matthew Stafford,,,QB,DET,@ CAR,7th,25.00,15500,10.9,28.4,7.0,21.4,18.3,0,0,0,17.94,17.94,100,,59,1.2,7.62,0.5
Deshaun Watson,,,QB,HOU,vs NE,22nd,23.75,15500,11.5,35.5,9.6,22.4,22,0,0,0,21.14,21.14,100,,54,1.4,31.36,2
Derrick Henry,,,RB,TEN,@ BAL,10th,22.25,15500,3.2,30.7,11.0,18.7,17.4,0,0,0,14.15,14.15,100,,18,0.9,19.70,1.3
Tua Tagovailoa,,,QB,MIA,@ DEN,5th,25.00,15500,10.2,30.5,8.1,,10.5,0,0,0,18.31,18.31,100,,35,1.2,7.32,0.5
