Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2019 Avg,2020 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Patrick Mahomes,,,QB,KC,vs NE,13th,30.50,17000,14.2,38.4,9.7,23,29.3,0,0,0,23.87,23.87,100,,55,1.4,20.24,1.2
Dak Prescott,,,QB,DAL,vs CLE,28th,29.75,16500,15.2,37,8.7,21.8,29,0,0,0,23.90,23.90,100,,53,1.4,38.28,2.3
Josh Allen,,,QB,BUF,@ LV,15th,28.00,16500,14.4,38.1,9.5,19,31.6,0,0,0,23.86,23.86,100,,52,1.4,25.42,1.5
Alvin Kamara,,,RB,NO,@ DET,8th,27.25,16000,12.1,36.9,9.9,14.9,31.1,0,0,0,22.01,22.01,100,,43,1.4,19.40,1.2
Jared Goff,,,QB,LAR,vs NYG,22nd,31.00,16000,11,31.8,8.3,16.5,21.2,0,0,0,19.32,19.32,100,,48,1.2,11.70,0.7
Cam Newton,,,QB,NE,@ KC,1st,19.50,16000,0,14.1,9.4,8.8,24.5,0,0,0,0.00,0.00,100,,51,0,,
Melvin Gordon,,,RB,DEN,@ NYJ,11th,20.25,15000,3.3,24.1,8.3,13.3,11.8,0,0,0,11.63,11.63,100,,39,0.8,24.80,1.7
Matthew Stafford,,,QB,DET,vs NO,30th,24.25,15000,11.9,29.4,7.0,21.4,17.6,0,0,0,18.91,18.91,100,,59,1.3,23.34,1.6
Nick Mullens,,,QB,SF,vs PHI,31st,26.75,15000,10.4,28.7,7.3,-0.3,9.7,0,0,0,17.71,17.71,100,,32,1.2,8.00,0.5
Aaron Rodgers,,,QB,GB,vs ATL,16th,30.75,15000,12.6,33.8,8.5,17.7,24.7,0,0,0,21.09,21.09,100,,58,1.4,29.58,2
Jeff Driskel,,,QB,DEN,@ NYJ,11th,20.25,14500,0,10.8,7.2,20.5,15.6,0,0,0,0.00,0.00,100,,24,0,0.90,0.1
Nick Chubb,,,RB,CLE,@ DAL,9th,26.75,14500,4.9,26.6,8.7,14.1,18.1,0,0,0,13.59,13.59,100,,35,0.9,4.30,0.3
Drew Brees,,,QB,NO,@ DET,25th,27.25,14500,10.5,31.3,8.3,19,17.8,0,0,0,18.80,18.80,100,,57,1.3,16.54,1.1
Robert Woods,,,WR,LAR,vs NYG,26th,31.00,14500,4.8,21.8,6.8,12.5,14.7,0,0,0,11.55,11.55,100,,36,0.8,6.80,0.5
Carson Wentz,,,QB,PHI,@ SF,2nd,18.75,14500,8.2,24.7,6.6,16.6,17.6,0,0,0,14.82,14.82,100,,62,1,22.42,1.5
