Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2019 Avg,2020 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Cam Newton,,,QB,NE,@ NYJ,24th,25.75,17000,11,34.5,9.4,8.8,19.1,0,0,0,20.35,20.35,100,,51,1.2,24.56,1.4
Russell Wilson,,,QB,SEA,@ BUF,18th,29.00,16500,16.1,36.3,8.1,20.2,30.3,0,0,0,24.19,24.19,100,,59,1.5,24.10,1.5
Patrick Mahomes,,,QB,KC,vs CAR,4th,30.75,16500,13.9,38.1,9.7,23,26,0,0,0,23.55,23.55,100,,55,1.4,30.88,1.9
Lamar Jackson,,,QB,BAL,@ IND,16th,23.50,16500,10.5,36.2,10.3,27.4,20.7,0,0,0,20.77,20.77,100,,46,1.3,18.60,1.1
Justin Herbert,,,QB,LAC,vs LV,11th,25.75,16500,13.1,31.8,7.5,,25.3,0,0,0,20.57,20.57,100,,66,1.2,23.44,1.4
Kyler Murray,,,QB,ARI,vs MIA,12th,27.50,16500,14.2,39,9.9,18.6,28.9,0,0,0,24.12,24.12,100,,53,1.5,37.92,2.3
Tom Brady,,,QB,TB,vs NO,26th,27.00,16500,11.7,31,7.7,16.4,21.8,0,0,0,19.43,19.43,100,,60,1.2,5.36,0.3
Josh Allen,,,QB,BUF,vs SEA,32nd,26.00,16000,14,37.8,9.5,19,23.1,0,0,0,23.52,23.52,100,,52,1.5,36.00,2.3
Christian McCaffrey,,,RB,CAR,@ KC,26th,20.75,16000,1.5,26.3,9.9,25.8,24.9,0,0,0,11.41,11.41,100,,47,0.7,32.10,2
Derek Carr,,,QB,LV,@ LAC,14th,26.75,16000,11.6,30.6,7.6,15.8,18.4,0,0,0,19.15,19.15,100,,53,1.2,14.00,0.9
Ben Roethlisberger,,,QB,PIT,@ DAL,20th,29.00,16000,10.9,31.2,8.1,6.9,17.7,0,0,0,19.00,19.00,100,,57,1.2,25.04,1.6
Drew Brees,,,QB,NO,@ TB,9th,24.00,16000,9,29.7,8.3,19,19.3,0,0,0,17.28,17.28,100,,57,1.1,22.68,1.4
Davante Adams,,,WR,GB,@ SF,12th,27.25,15500,8.3,29.8,8.6,16.3,22.7,0,0,0,16.93,16.93,100,,39,1.1,28.30,1.8
Philip Rivers,,,QB,IND,vs BAL,3rd,24.50,15500,10.1,25.6,6.2,16,15.5,0,0,0,16.33,16.33,100,,63,1.1,8.08,0.5
