Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2019 Avg,2020 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Lamar Jackson,,,QB,BAL,@ PHI,32nd,28.25,16500,11.9,37.7,10.3,27.4,20,0,0,0,22.20,22.20,100,,46,1.3,28.24,1.7
Patrick Mahomes,,,QB,KC,@ BUF,19th,30.00,16500,14.2,38.5,9.7,23,27.8,0,0,0,23.90,23.90,100,,55,1.4,20.60,1.2
Kyler Murray,,,QB,ARI,@ DAL,26th,27.25,16500,13.9,38.7,9.9,18.6,27.1,0,0,0,23.82,23.82,100,,53,1.4,28.92,1.8
Ben Roethlisberger,,,QB,PIT,vs CLE,31st,26.50,16000,11.8,32,8.1,6.9,20.5,0,0,0,19.85,19.85,100,,57,1.2,10.98,0.7
Ryan Fitzpatrick,,,QB,MIA,vs NYJ,22nd,27.25,16000,11.2,34.7,9.4,17,21.7,0,0,0,20.55,20.55,100,,35,1.3,18.04,1.1
Aaron Rodgers,,,QB,GB,@ TB,11th,28.25,16000,12.9,34.2,8.5,17.7,25.9,0,0,0,21.43,21.43,100,,58,1.3,5.80,0.4
Josh Allen,,,QB,BUF,vs KC,6th,25.00,16000,13.7,37.5,9.5,19,27.7,0,0,0,23.22,23.22,100,,52,1.5,16.08,1
Carson Wentz,,,QB,PHI,vs BAL,3rd,18.25,15500,9.5,26,6.6,16.6,18.9,0,0,0,16.05,16.05,100,,62,1,29.42,1.9
Tom Brady,,,QB,TB,vs GB,12th,26.25,15500,12.6,31.8,7.7,16.4,20.7,0,0,0,20.25,20.25,100,,60,1.3,14.64,0.9
Jared Goff,,,QB,LAR,@ SF,14th,26.75,15500,10.9,31.6,8.3,16.5,20.2,0,0,0,19.18,19.18,100,,48,1.2,15.92,1
Ezekiel Elliott,,,RB,DAL,vs ARI,11th,28.25,15500,11,31.3,8.1,16.9,19.9,0,0,0,19.14,19.14,100,,53,1.2,8.00,0.5
DeAndre Hopkins,,,WR,ARI,@ DAL,20th,27.25,15000,8.6,26.6,7.2,14.5,17.5,0,0,0,15.83,15.83,100,,51,1.1,8.30,0.6
Baker Mayfield,,,QB,CLE,@ PIT,8th,23.50,14500,9.4,26.6,6.9,15.6,14.8,0,0,0,16.28,16.28,100,,56,1.1,7.26,0.5
Miles Sanders,,,RB,PHI,vs BAL,3rd,18.25,14500,5.8,24.8,7.6,11.9,15.7,0,0,0,13.36,13.36,100,,34,0.9,11.70,0.8
Sam Darnold,,,QB,NYJ,@ MIA,25th,19.25,14500,0,10.7,7.1,15.6,14.3,0,0,0,0.00,0.00,100,,47,0,,
Aaron Jones,,,RB,GB,@ TB,2nd,28.25,14500,5.2,31.7,10.6,18.5,23.6,0,0,0,15.76,15.76,100,,25,1.1,11.60,0.8
Tyreek Hill,,,WR,KC,@ BUF,9th,30.00,14500,5.7,29.7,9.6,13.3,16.5,0,0,0,15.32,15.32,100,,33,1.1,4.00,0.3
Kareem Hunt,,,RB,CLE,@ PIT,5th,23.50,14000,6.5,28.5,8.8,10.3,16.5,0,0,0,15.34,15.34,100,,35,1.1,6.70,0.5
Jamison Crowder,,,WR,NYJ,@ MIA,29th,19.25,14000,4.7,20.7,6.4,9.9,18.8,0,0,0,11.09,11.09,100,,28,0.8,8.30,0.6
Joe Flacco,,,QB,NYJ,@ MIA,25th,19.25,14000,7.2,23.7,6.6,11.2,7.2,0,0,0,13.78,13.78,100,,52,1,6.44,0.5
Tua Tagovailoa,,,QB,MIA,vs NYJ,22nd,27.25,14000,0,12.2,8.1,,,0,0,0,0.00,0.00,100,,35,0,0.36,0
Raheem Mostert,,,RB,SF,vs LAR,14th,24.75,14000,4.1,27.6,9.4,12.5,18.1,0,0,0,13.49,13.49,100,,0,1,8.60,0.6
Jimmy Garoppolo,,,QB,SF,vs LAR,2nd,24.75,14000,7.5,28.5,8.4,14.9,11.2,0,0,0,15.92,15.92,100,,26,1.1,23.52,1.7
Stefon Diggs,,,WR,BUF,vs KC,8th,25.00,14000,6.8,26.8,8.0,11.6,16.2,0,0,0,14.75,14.75,100,,35,1.1,13.60,1
James Conner,,,RB,PIT,vs CLE,26th,26.50,13500,4,27,9.2,12.9,14.6,0,0,0,13.19,13.19,100,,13,1,16.70,1.2
Mike Evans,,,WR,TB,vs GB,16th,26.25,13500,4.1,24.6,8.2,15.3,14.8,0,0,0,12.27,12.27,100,,37,0.9,1.50,0.1
C.J. Beathard,,,QB,SF,vs LAR,2nd,24.75,13500,0,9.8,6.5,,5.6,0,0,0,0.00,0.00,100,,42,0,,
Nick Mullens,,,QB,SF,vs LAR,2nd,24.75,13500,0,11,7.3,-0.3,9.1,0,0,0,0.00,0.00,100,,32,0,,
George Kittle,,,TE,SF,vs LAR,20th,24.75,13500,5.7,23.7,7.2,11.2,15.4,0,0,0,12.94,12.94,100,,27,1,20.40,1.5
Clyde Edwards-Helaire,,,RB,KC,@ BUF,6th,30.00,13500,10.9,24.9,5.6,,13.2,0,0,0,16.50,16.50,100,,45,1.2,18.90,1.4
Amari Cooper,,,WR,DAL,vs ARI,5th,28.25,13500,3,25.7,9.1,12.8,13.9,0,0,0,12.06,12.06,100,,20,0.9,17.40,1.3
Odell Beckham Jr.,,,WR,CLE,@ PIT,19th,23.50,13000,3.4,24.2,8.3,10.3,14.4,0,0,0,11.71,11.71,100,,42,0.9,3.50,0.3
Davante Adams,,,WR,GB,@ TB,21st,28.25,13000,7.2,28.7,8.6,16.3,19.9,0,0,0,15.75,15.75,100,,39,1.2,9.10,0.7
Robert Woods,,,WR,LAR,@ SF,24th,26.75,13000,5.7,22.7,6.8,12.5,13.2,0,0,0,12.50,12.50,100,,36,1,12.00,0.9
Travis Kelce,,,TE,KC,@ BUF,30th,30.00,13000,6.8,25.6,7.5,13.7,14.9,0,0,0,14.33,14.33,100,,41,1.1,19.00,1.5
JuJu Smith-Schuster,,,WR,PIT,vs CLE,26th,26.50,12500,3.1,22.1,7.6,7.7,12.3,0,0,0,10.73,10.73,100,,33,0.9,1.60,0.1
Mark Andrews,,,TE,BAL,@ PHI,14th,28.25,12500,4.3,19.8,6.2,11.7,12.2,0,0,0,10.45,10.45,100,,25,0.8,3.10,0.2
Chris Godwin,,,WR,TB,vs GB,16th,26.25,12500,3.9,23.7,7.9,16.7,12.9,0,0,0,11.82,11.82,100,,25,0.9,7.30,0.6
Jerick McKinnon,,,RB,SF,vs LAR,14th,24.75,12500,0,15.2,6.6,,12.3,0,0,0,5.32,5.32,100,,10,0.4,3.80,0.3
Cooper Kupp,,,WR,LAR,@ SF,24th,26.75,12500,5.2,24,7.5,14,12.4,0,0,0,12.72,12.72,100,,40,1,2.60,0.2
Andy Dalton,,,QB,DAL,vs ARI,23rd,28.25,12500,11.5,30.3,7.5,16.7,1.2,0,0,0,19.04,19.04,100,,50,1.5,13.04,1
Le'Veon Bell,,,RB,NYJ,@ MIA,31st,19.25,12000,0,14.3,9.5,12.1,6.4,0,0,0,0.00,0.00,100,,40,0,,
DeVante Parker,,,WR,MIA,vs NYJ,27th,27.25,12000,6.2,21.5,6.1,13.1,11.6,0,0,0,12.34,12.34,100,,31,1,5.00,0.4
Darrell Henderson,,,RB,LAR,@ SF,9th,26.75,12000,3.7,20,6.5,2.3,12.5,0,0,0,10.23,10.23,100,,0,0.9,9.20,0.8
Kenyan Drake,,,RB,ARI,@ DAL,24th,27.25,12000,3.7,23.7,8.0,13.5,9.7,0,0,0,11.73,11.73,100,,13,1,28.40,2.4
Chase Claypool,,,WR,PIT,vs CLE,26th,26.50,11500,2.8,24.3,8.6,,16,0,0,0,11.37,11.37,100,,18,1,16.10,1.4
Alshon Jeffery,,,WR,PHI,vs BAL,4th,18.25,11500,0,10.1,6.7,11.2,,0,0,0,0.00,0.00,100,,37,0,,
Ronald Jones,,,RB,TB,vs GB,19th,26.25,11500,7,23.2,6.5,9.4,11.4,0,0,0,13.45,13.45,100,,19,1.2,25.10,2.2
Devin Singletary,,,RB,BUF,vs KC,17th,25.00,11500,6.1,18.6,5.0,11.5,10.1,0,0,0,11.06,11.06,100,,44,1,5.00,0.4
CeeDee Lamb,,,WR,DAL,vs ARI,5th,28.25,11500,4.2,20.7,6.6,,14.2,0,0,0,10.82,10.82,100,,39,0.9,9.90,0.9
Jarvis Landry,,,WR,CLE,@ PIT,19th,23.50,11000,3.7,19.2,6.2,11.8,8.8,0,0,0,9.85,9.85,100,,46,0.9,5.50,0.5
Marquise Brown,,,WR,BAL,@ PHI,22nd,28.25,11000,4.6,21.3,6.7,9.3,9.8,0,0,0,11.28,11.28,100,,34,1,7.70,0.7
Brandon Aiyuk,,,WR,SF,vs LAR,1st,24.75,11000,1.3,19.6,7.3,,10.1,0,0,0,8.62,8.62,100,,26,0.8,8.20,0.7
Michael Gallup,,,WR,DAL,vs ARI,5th,28.25,11000,1.2,18.5,6.9,12.8,9.9,0,0,0,8.10,8.10,100,,17,0.7,3.30,0.3
Zach Ertz,,,TE,PHI,vs BAL,8th,18.25,10500,1.2,18.5,6.9,11.1,6.5,0,0,0,8.13,8.13,100,,30,0.8,5.30,0.5
Mike Gesicki,,,TE,MIA,vs NYJ,16th,27.25,10500,3.1,17.9,5.9,7.4,9.8,0,0,0,9.02,9.02,100,,0,0.9,0.00,
Jeff Wilson,,,RB,SF,vs LAR,14th,24.75,10500,0,12.3,8.2,5.3,6.5,0,0,0,0.00,0.00,100,,0,0,,
