Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2019 Avg,2020 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Patrick Mahomes,,,QB,KC,vs LV,10th,32.25,17000,14.2,38.5,9.7,23,27,0,0,0,23.93,23.93,100,,55,1.4,30.70,1.8
Dak Prescott,,,QB,DAL,vs NYG,21st,29.50,16500,16.1,37.8,8.7,21.8,31.3,0,0,0,24.78,24.78,100,,53,1.5,13.94,0.8
Russell Wilson,,,QB,SEA,vs MIN,9th,29.75,16500,17.1,37.3,8.1,20.2,31.2,0,0,0,25.16,25.16,100,,59,1.5,25.48,1.5
Ben Roethlisberger,,,QB,PIT,vs PHI,32nd,25.50,16000,10.4,30.6,8.1,6.9,20.2,0,0,0,18.47,18.47,100,,57,1.2,21.36,1.3
Ryan Fitzpatrick,,,QB,MIA,@ SF,4th,21.25,16000,8.1,31.6,9.4,17,20.2,0,0,0,17.49,17.49,100,,35,1.1,27.60,1.7
Alvin Kamara,,,RB,NO,vs LAC,10th,28.25,16000,9.3,34,9.9,14.9,28.2,0,0,0,19.17,19.17,100,,43,1.2,15.90,1
Josh Allen,,,QB,BUF,@ TEN,24th,27.50,16000,13.7,37.5,9.5,19,30.1,0,0,0,23.24,23.24,100,,52,1.5,18.32,1.1
Derek Carr,,,QB,LV,@ KC,2nd,22.25,15500,9.7,28.7,7.6,15.8,17.8,0,0,0,17.26,17.26,100,,53,1.1,24.98,1.6
Tom Brady,,,QB,TB,@ CHI,3rd,23.50,15000,10.2,29.4,7.7,16.4,22.4,0,0,0,17.87,17.87,100,,60,1.2,14.12,0.9
Carson Wentz,,,QB,PHI,@ PIT,8th,18.50,15000,8.7,25.2,6.6,16.6,18.8,0,0,0,15.28,15.28,100,,62,1,19.42,1.3
