Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2019 Avg,2020 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Dalvin Cook,,,RB,MIN,@ CHI,10th,23.50,17500,8.1,31.9,9.5,17.6,27.6,0,0,0,17.63,17.63,100,,42,1,13.20,0.8
Cam Newton,,,QB,NE,vs BAL,3rd,19.00,17000,7.3,30.8,9.4,8.8,19.9,0,0,0,16.66,16.66,100,,51,1,16.82,1
Christian McCaffrey,,,RB,CAR,vs TB,4th,21.75,16500,0,14.9,9.9,25.8,27.3,0,0,0,0.00,0.00,100,,47,0,,
Deshaun Watson,,,QB,HOU,@ CLE,30th,21.00,16500,10.3,34.3,9.6,22.4,23,0,0,0,19.90,19.90,100,,54,1.2,14.12,0.9
Aaron Rodgers,,,QB,GB,vs JAC,26th,30.00,16500,11.7,33,8.5,17.7,23.5,0,0,0,20.24,20.24,100,,58,1.2,26.40,1.6
Kyler Murray,,,QB,ARI,vs BUF,11th,29.25,16500,16.3,41.1,9.9,18.6,30.1,0,0,0,26.20,26.20,100,,53,1.6,30.90,1.9
Russell Wilson,,,QB,SEA,@ LAR,1st,26.00,16500,14.3,34.5,8.1,20.2,29.5,0,0,0,22.35,22.35,100,,59,1.4,11.92,0.7
Ben Roethlisberger,,,QB,PIT,vs CIN,28th,25.75,16500,10.3,30.6,8.1,6.9,18.6,0,0,0,18.41,18.41,100,,57,1.1,29.32,1.8
Lamar Jackson,,,QB,BAL,@ NE,10th,25.00,16500,10.8,36.5,10.3,27.4,20.4,0,0,0,21.08,21.08,100,,46,1.3,22.46,1.4
Ryan Tannehill,,,QB,TEN,vs IND,5th,23.75,16000,9.7,28.9,7.7,17.4,21.1,0,0,0,17.39,17.39,100,,54,1.1,10.78,0.7
Tom Brady,,,QB,TB,@ CAR,4th,27.75,16000,11.9,31.1,7.7,16.4,19.9,0,0,0,19.56,19.56,100,,60,1.2,31.84,2
Carson Wentz,,,QB,PHI,@ NYG,27th,25.00,16000,12.6,29.1,6.6,16.6,20.4,0,0,0,19.24,19.24,100,,62,1.2,8.72,0.5
Josh Allen,,,QB,BUF,@ ARI,19th,26.25,16000,13.7,37.5,9.5,19,24.5,0,0,0,23.24,23.24,100,,52,1.5,28.86,1.8
Justin Herbert,,,QB,LAC,@ MIA,8th,23.75,16000,12.7,31.4,7.5,,25.1,0,0,0,20.15,20.15,100,,66,1.3,21.48,1.3
Derek Carr,,,QB,LV,vs DEN,13th,26.75,16000,11.2,30.2,7.6,15.8,17.9,0,0,0,18.83,18.83,100,,53,1.2,7.16,0.4
Drew Brees,,,QB,NO,vs SF,12th,29.25,16000,10.9,31.6,8.3,19,19.8,0,0,0,19.15,19.15,100,,57,1.2,6.94,0.4
Joe Burrow,,,QB,CIN,@ PIT,22nd,19.75,16000,9.5,30,8.2,,19.4,0,0,0,17.69,17.69,100,,49,1.1,12.52,0.8
Derrick Henry,,,RB,TEN,vs IND,1st,23.75,15500,3.3,30.8,11.0,18.7,18.2,0,0,0,14.27,14.27,100,,18,0.9,11.40,0.7
Baker Mayfield,,,QB,CLE,vs HOU,21st,25.00,15500,8.6,25.9,6.9,15.6,15,0,0,0,15.54,15.54,100,,56,1,5.38,0.3
Gardner Minshew,,,QB,JAC,@ GB,7th,17.00,15500,0,9.3,6.2,16.8,19.4,0,0,0,0.00,0.00,100,,62,0,,
Matthew Stafford,,,QB,DET,vs WAS,9th,23.75,15500,11.4,28.9,7.0,21.4,17.7,0,0,0,18.38,18.38,100,,59,1.2,23.04,1.5
Drew Lock,,,QB,DEN,@ LV,14th,23.75,15500,10.1,29.3,7.7,14.2,13.9,0,0,0,17.79,17.79,100,,42,1.1,10.98,0.7
A.J. Brown,,,WR,TEN,vs IND,19th,23.75,15000,3.7,24.2,8.2,10.6,16.2,0,0,0,11.88,11.88,100,,34,0.8,2.60,0.2
Teddy Bridgewater,,,QB,CAR,vs TB,15th,21.75,15000,10.2,30.4,8.1,10.3,18.3,0,0,0,18.28,18.28,100,,33,1.2,20.04,1.3
Daniel Jones,,,QB,NYG,vs PHI,16th,21.00,15000,8.1,29.6,8.6,17.5,13.8,0,0,0,16.65,16.65,100,,45,1.1,22.16,1.5
Davante Adams,,,WR,GB,vs JAC,14th,30.00,15000,8.5,30,8.6,16.3,23.7,0,0,0,17.14,17.14,100,,39,1.1,14.60,1
Tua Tagovailoa,,,QB,MIA,vs LAC,17th,24.75,15000,10.4,30.7,8.1,,9.2,0,0,0,18.53,18.53,100,,35,1.2,14.66,1
Jared Goff,,,QB,LAR,vs SEA,32nd,29.00,15000,11.5,32.3,8.3,16.5,18.2,0,0,0,19.80,19.80,100,,48,1.3,10.48,0.7
Nick Chubb,,,RB,CLE,vs HOU,30th,25.00,14500,2.9,24.6,8.7,14.1,14.7,0,0,0,11.59,11.59,100,,35,0.8,18.60,1.3
Alex Smith,,,QB,WAS,@ DET,20th,21.75,14500,8.5,26.5,7.2,,7.8,0,0,0,15.73,15.73,100,,53,1.1,16.00,1.1
Josh Jacobs,,,RB,LV,vs DEN,14th,26.75,14500,7,26.2,7.7,14,14.3,0,0,0,14.68,14.68,100,,46,1,27.60,1.9
Cooper Kupp,,,WR,LAR,vs SEA,32nd,29.00,14500,5.6,24.3,7.5,14,11.3,0,0,0,13.06,13.06,100,,40,0.9,7.50,0.5
Alvin Kamara,,,RB,NO,vs SF,3rd,29.25,14500,6.4,31.1,9.9,14.9,22.7,0,0,0,16.28,16.28,100,,43,1.1,31.30,2.2
Kirk Cousins,,,QB,MIN,@ CHI,2nd,23.50,14500,7.5,27.5,8.0,15.9,16.7,0,0,0,15.48,15.48,100,,54,1.1,18.58,1.3
Chris Godwin,,,WR,TB,@ CAR,4th,27.75,14000,2.5,22.3,7.9,16.7,11.6,0,0,0,10.42,10.42,100,,25,0.7,12.20,0.9
Miles Sanders,,,RB,PHI,@ NYG,9th,25.00,14000,5.6,24.6,7.6,11.9,14.9,0,0,0,13.19,13.19,100,,34,0.9,12.50,0.9
Jake Luton,,,QB,JAC,@ GB,7th,17.00,14000,6.6,23.6,6.8,,22.5,0,0,0,13.41,13.41,100,,32,1,9.76,0.7
Aaron Jones,,,RB,GB,vs JAC,32nd,30.00,14000,5.5,32,10.6,18.5,19.4,0,0,0,16.12,16.12,100,,25,1.2,12.00,0.9
Kyle Allen,,,QB,WAS,@ DET,20th,21.75,14000,0,12.2,8.1,14.9,11.5,0,0,0,0.00,0.00,100,,30,0,,
DeAndre Hopkins,,,WR,ARI,vs BUF,10th,29.25,14000,8.1,26.1,7.2,14.5,14.9,0,0,0,15.29,15.29,100,,51,1.1,22.20,1.6
DK Metcalf,,,WR,SEA,@ LAR,1st,26.00,14000,6.9,26.2,7.7,10.6,18.3,0,0,0,14.63,14.63,100,,37,1,3.80,0.3
