Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2019 Avg,2020 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Patrick Mahomes,,,QB,KC,@ LAC,2nd,27.50,17500,12.7,36.9,9.7,23,20.4,0,0,0,22.35,22.35,100,,55,1.3,27.48,1.6
Kyler Murray,,,QB,ARI,vs WAS,24th,26.75,17000,12.1,36.9,9.9,18.6,27.3,0,0,0,22.02,22.02,100,,53,1.3,33.14,1.9
Lamar Jackson,,,QB,BAL,@ HOU,32nd,28.25,17000,14.4,40.2,10.3,27.4,27.5,0,0,0,24.74,24.74,100,,46,1.5,17.56,1
Russell Wilson,,,QB,SEA,vs NE,11th,24.50,16000,9.8,30,8.1,20.2,31.8,0,0,0,17.87,17.87,100,,59,1.1,34.42,2.2
Drew Brees,,,QB,NO,@ LV,14th,25.75,16000,11.4,32.2,8.3,19,14.4,0,0,0,19.71,19.71,100,,57,1.2,15.48,1
Dak Prescott,,,QB,DAL,vs ATL,7th,28.25,15500,12.2,33.9,8.7,21.8,17.6,0,0,0,20.85,20.85,100,,53,1.3,39.80,2.6
DeAndre Hopkins,,,WR,ARI,vs WAS,22nd,26.75,15500,7,25,7.2,14.5,22.1,0,0,0,14.21,14.21,100,,51,0.9,16.80,1.1
Deshaun Watson,,,QB,HOU,vs BAL,1st,21.25,15500,9.1,33.1,9.6,22.4,21.8,0,0,0,18.68,18.68,100,,54,1.2,15.70,1
Baker Mayfield,,,QB,CLE,vs CIN,10th,25.25,15000,9.8,27.1,6.9,15.6,10.9,0,0,0,16.72,16.72,100,,56,1.1,16.26,1.1
Cam Newton,,,QB,NE,@ SEA,15th,20.50,15000,9.6,33.1,9.4,8.8,25.7,0,0,0,19.00,19.00,100,,51,1.3,35.58,2.4
Matt Ryan,,,QB,ATL,@ DAL,20th,25.25,15000,11.2,31.2,8.0,18.8,24.9,0,0,0,19.18,19.18,100,,55,1.3,28.52,1.9
Tyrod Taylor,,,QB,LAC,vs KC,8th,19.50,15000,8.5,31,9.0,1.5,9,0,0,0,17.45,17.45,100,,34,1.2,,
