Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2017 Avg,2018 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Demaryius Thomas,,,WR,DEN,vs LAR,26th,21.50,11500,6.9,20.9,5.6,10.3,10.4,0,0,0,12.51,12.51,100,,41,1.1,13.20,1.1
Julian Edelman,,,WR,NE,vs KC,13th,31.25,11500,8.4,24.2,6.3,,9.2,0,0,0,14.74,14.74,100,,50,1.3,14.10,1.2
Alfred Morris,,,RB,SF,@ GB,18th,18.50,11500,2.4,13.9,4.6,5.3,7.3,0,0,0,7.04,7.04,100,,2,0.6,,
Jay Ajayi,,,RB,PHI,@ NYG,14th,23.25,11000,0,10.4,6.9,8.8,10.2,0,0,0,0.00,0.00,100,,22,0,,
Tyler Boyd,,,WR,CIN,vs PIT,24th,25.25,11000,7.3,23.8,6.6,4.6,13.4,0,0,0,13.88,13.88,100,,22,1.3,21.70,2
Geronimo Allison,,,WR,GB,vs SF,9th,27.50,11000,0,6.6,4.4,2.9,12.6,0,0,0,0.00,0.00,100,,0,0,,
Randall Cobb,,,WR,GB,vs SF,9th,27.50,11000,0,9.5,6.3,9,10.6,0,0,0,0.00,0.00,100,,28,0,,
Jimmy Graham,,,TE,GB,vs SF,22nd,27.50,11000,5.5,19.5,5.6,8.9,8.3,0,0,0,11.10,11.10,100,,25,1,12.90,1.2
Royce Freeman,,,RB,DEN,vs LAR,20th,21.50,10500,6.3,16,3.9,,9.4,0,0,0,10.15,10.15,100,,36,1,2.20,0.2
Wendell Smallwood,,,RB,PHI,@ NYG,14th,23.25,10000,8.9,21.1,4.9,5,10.4,0,0,0,13.78,13.78,100,,0,1.4,5.60,0.6
Sammy Watkins,,,WR,KC,@ NE,18th,28.25,10000,3.2,23.2,8.0,8.1,9.3,0,0,0,11.20,11.20,100,,12,1.1,2.70,0.3
Marquez Valdes-Scantling,,,WR,GB,vs SF,9th,27.50,10000,3,19.8,6.7,,4.3,0,0,0,9.70,9.70,100,,0,1,11.80,1.2
Aaron Jones,,,RB,GB,vs SF,10th,27.50,10000,1.9,28.4,10.6,7.6,8.9,0,0,0,12.49,12.49,100,,25,1.2,4.10,0.4
Aldrick Rosas,,,K,NYG,vs PHI,9th,22.25,9500,2.3,11.3,3.6,5.3,9,0,0,0,5.85,5.85,100,,41,0.6,7.00,0.7
Giovani Bernard,,,RB,CIN,vs PIT,12th,25.25,9500,0,9,6.0,8.1,12.1,0,0,0,0.00,0.00,100,,14,0,,
Randy Bullock,,,K,CIN,vs PIT,3rd,25.25,9500,4.1,13.6,3.8,6.5,8.6,0,0,0,7.86,7.86,100,,47,0.8,3.00,0.3
Vance McDonald,,,TE,PIT,@ CIN,32nd,24.25,9500,2.5,14.7,4.9,4.4,7.8,0,0,0,7.38,7.38,100,,0,0.8,10.30,1.1
Brandon McManus,,,K,DEN,vs LAR,17th,21.50,9500,2.1,13.3,4.5,7.3,8,0,0,0,6.55,6.55,100,,46,0.7,8.00,0.8
Josh Gordon,,,WR,NE,vs KC,13th,31.25,9500,9.5,21.8,4.9,9.7,8.1,0,0,0,14.44,14.44,100,,40,1.5,6.70,0.7
Stephen Gostkowski,,,K,NE,vs KC,7th,31.25,9500,3.5,14.8,4.5,10.2,7.8,0,0,0,8.04,8.04,100,,52,0.8,22.00,2.3
Harrison Butker,,,K,KC,@ NE,23rd,28.25,9500,4.2,14.7,4.2,11.6,9,0,0,0,8.40,8.40,100,,55,0.9,18.00,1.9
Equanimeous St. Brown,,,WR,GB,vs SF,9th,27.50,9500,0.6,8.9,3.3,,10.4,0,0,0,3.92,3.92,100,,0,0.4,2.40,0.3
Nelson Agholor,,,WR,PHI,@ NYG,29th,23.25,9000,3.5,18.7,6.1,9.7,8.8,0,0,0,9.55,9.55,100,,15,1.1,10.60,1.2
Jesse James,,,TE,PIT,@ CIN,32nd,24.25,9000,0,9.9,4.1,5.2,7.4,0,0,0,3.78,3.78,100,,0,0.4,5.10,0.6
Chris Boswell,,,K,PIT,@ CIN,15th,24.25,9000,1.2,12.5,4.5,9.7,4.6,0,0,0,5.70,5.70,100,,45,0.6,8.00,0.9
Greg Zuerlein,,,K,LAR,@ DEN,14th,28.50,9000,0,7.5,5.0,13,17,0,0,0,0.00,0.00,100,,44,0,,
Robbie Gould,,,K,SF,@ GB,8th,18.50,9000,2.2,13.2,4.4,10.6,8.2,0,0,0,6.60,6.60,100,,48,0.7,15.00,1.7
Jake Elliott,,,K,PHI,@ NYG,28th,23.25,8500,2.7,12.5,3.9,9.9,6.6,0,0,0,6.60,6.60,100,,43,0.8,10.00,1.2
Cairo Santos,,,K,LAR,@ DEN,14th,28.50,8500,3.8,15.8,4.8,5.8,,0,0,0,8.55,8.55,100,,38,1,11.00,1.3
Courtland Sutton,,,WR,DEN,vs LAR,26th,21.50,8500,2.1,15.8,5.5,,5.4,0,0,0,7.56,7.56,100,,38,0.9,7.30,0.9
Mason Crosby,,,K,GB,vs SF,11th,27.50,8500,3.9,13.9,4.0,6,10,0,0,0,7.85,7.85,100,,47,0.9,17.00,2
Marquise Goodwin,,,WR,SF,@ GB,23rd,18.50,8500,2.2,16.5,5.7,8.8,4.7,0,0,0,7.90,7.90,100,,10,0.9,27.10,3.2
Rhett Ellison,,,TE,NYG,vs PHI,2nd,22.25,8000,0,4.5,3.0,4,4.8,0,0,0,0.00,0.00,100,,0,0,,
Corey Clement,,,RB,PHI,@ NYG,14th,23.25,8000,1.6,15.4,5.5,6.8,9.5,0,0,0,7.11,7.11,100,,0,0.9,14.40,1.8
C.J. Uzomah,,,TE,CIN,vs PIT,9th,25.25,8000,3.3,12.1,3.5,2.2,4.4,0,0,0,6.81,6.81,100,,19,0.9,8.40,1.1
Ryan Switzer,,,WR,PIT,@ CIN,7th,24.25,8000,0.4,7.4,2.8,0.7,3.9,0,0,0,3.16,3.16,100,,0,0.4,1.20,0.2
Josh Reynolds,,,WR,LAR,@ DEN,20th,28.50,8000,0,7.5,5.0,2.7,3,0,0,0,0.00,0.00,100,,4,0,0.30,0
Phillip Dorsett,,,WR,NE,vs KC,13th,31.25,8000,0.2,12,4.7,2.9,8.1,0,0,0,4.91,4.91,100,,6,0.6,,
Kyle Juszczyk,,,RB,SF,@ GB,18th,18.50,8000,2.2,10.9,3.5,,6.8,0,0,0,5.68,5.68,100,,13,0.7,2.50,0.3
Ty Montgomery,,,RB,GB,vs SF,10th,27.50,8000,1.2,16.7,6.2,10,6.1,0,0,0,7.44,7.44,100,,0,0.9,9.20,1.2
Jamaal Williams,,,RB,GB,vs SF,10th,27.50,8000,0.9,17.7,6.7,9.3,5.9,0,0,0,7.62,7.62,100,,12,1,4.40,0.6
Jordan Matthews,,,WR,PHI,@ NYG,29th,23.25,7500,0,13.1,6.1,4.5,6.5,0,0,0,3.94,3.94,100,,22,0.5,3.60,0.5
John Ross,,,WR,CIN,vs PIT,24th,25.25,7500,0,10.1,6.7,-0.3,5.8,0,0,0,0.00,0.00,100,,0,0,,
James Washington,,,WR,PIT,@ CIN,7th,24.25,7500,0,14.4,5.9,,3.4,0,0,0,5.54,5.54,100,,0,0.7,0.00,
Chris Hogan,,,WR,NE,vs KC,13th,31.25,7500,3.4,20.1,6.7,10.4,6.4,0,0,0,10.09,10.09,100,,0,1.3,9.80,1.3
Trent Taylor,,,WR,SF,@ GB,23rd,18.50,7500,4,12.5,3.4,5,5.3,0,0,0,7.39,7.39,100,,0,1,,
Kendrick Bourne,,,WR,SF,@ GB,23rd,18.50,7500,0,10.9,4.4,3.4,5.3,0,0,0,4.32,4.32,100,,17,0.6,2.70,0.4
Pierre Garcon,,,WR,SF,@ GB,23rd,18.50,7500,2.6,13.6,4.4,8.8,5.4,0,0,0,6.96,6.96,100,,48,0.9,5.70,0.8
Dallas Goedert,,,TE,PHI,@ NYG,23rd,23.25,7000,0,12.3,5.2,,5.7,0,0,0,4.46,4.46,100,,28,0.6,1.20,0.2
Mark Walton,,,RB,CIN,vs PIT,12th,25.25,7000,0.1,8.1,3.2,,3,0,0,0,3.34,3.34,100,,6,0.5,-0.20,
Devontae Booker,,,RB,DEN,vs LAR,20th,21.50,7000,0,11.1,4.7,5.9,4.3,0,0,0,4.01,4.01,100,,6,0.6,3.90,0.6
Khadarel Hodge,,,WR,LAR,@ DEN,20th,28.50,7000,0,5,3.3,,1.9,0,0,0,0.00,0.00,100,,0,0,,
Chris Conley,,,WR,KC,@ NE,18th,28.25,7000,2.1,13.6,4.6,4.6,4.7,0,0,0,6.73,6.73,100,,10,1,2.40,0.3
Cordarrelle Patterson,,,WR,NE,vs KC,13th,31.25,7000,0.6,11.8,4.5,4.4,6,0,0,0,5.05,5.05,100,,0,0.7,2.10,0.3
Lance Kendricks,,,TE,GB,vs SF,22nd,27.50,7000,0,5.3,3.5,3.2,2.3,0,0,0,0.00,0.00,100,,0,0,4.70,0.7
Jeff Heuerman,,,TE,DEN,vs LAR,17th,21.50,6500,1.6,10.6,3.6,3.1,3.2,0,0,0,5.19,5.19,100,,0,0.8,3.80,0.6
Tyler Higbee,,,TE,LAR,@ DEN,18th,28.50,6500,0,11,5.2,3.3,3.7,0,0,0,3.15,3.15,100,,0,0.5,,
Demetrius Harris,,,TE,KC,@ NE,28th,28.25,6500,0,7,3.3,2.9,5.2,0,0,0,2.00,2.00,100,,0,0.3,,
Victor Bolden Jr.,,,WR,SF,@ GB,23rd,18.50,6500,0,4.7,2.2,0,1.5,0,0,0,1.35,1.35,100,,0,0.2,,
Richie James,,,WR,SF,@ GB,23rd,18.50,6500,0,7.8,5.2,,1.2,0,0,0,0.00,0.00,100,,0,0,0.00,
Russell Shepard,,,WR,NYG,vs PHI,32nd,22.25,6000,0,5.7,3.8,2.8,2.7,0,0,0,0.00,0.00,100,,0,0,,
DaeSean Hamilton,,,WR,DEN,vs LAR,26th,21.50,6000,0,9.4,4.6,,3,0,0,0,2.54,2.54,100,,0,0.4,0.00,
Gerald Everett,,,TE,LAR,@ DEN,18th,28.50,6000,0,9.1,4.2,3.2,2.2,0,0,0,2.80,2.80,100,,0,0.5,3.40,0.6
Spencer Ware,,,RB,KC,@ NE,2nd,28.25,6000,0,13.7,6.5,,2.2,0,0,0,3.97,3.97,100,,25,0.7,2.40,0.4
Anthony Sherman,,,RB,KC,@ NE,2nd,28.25,6000,0,5,3.3,,4.7,0,0,0,0.00,0.00,100,,0,0,0.30,0.1
Demarcus Robinson,,,WR,KC,@ NE,18th,28.25,6000,0,11,5.4,4.1,2.7,0,0,0,2.91,2.91,100,,0,0.5,,
Jeff Wilson,,,RB,SF,@ GB,18th,18.50,6000,0,12.3,8.2,,,0,0,0,0.00,0.00,100,,0,0,,
DeShone Kizer,,,QB,GB,vs SF,12th,27.50,6000,0,11.7,7.8,13.2,-0.8,0,0,0,0.00,0.00,100,,26,0,,
Ross Dwelley,,,TE,SF,@ GB,21st,18.50,6000,0,5,3.3,,,0,0,0,0.00,0.00,100,,3,0,,
Raheem Mostert,,,RB,SF,@ GB,18th,18.50,6000,0,14.1,9.4,0.3,0.4,0,0,0,0.00,0.00,100,,0,0,8.70,1.5
Joe Kerridge,,,RB,GB,vs SF,10th,27.50,6000,0,0,,,,0,0,0,0.00,0.00,100,,0,0,,
Marcedes Lewis,,,TE,GB,vs SF,22nd,27.50,6000,0,5.6,3.7,4.5,0,0,0,0,0.00,0.00,100,,0,0,,
Steven Dunbar,,,WR,SF,@ GB,23rd,18.50,6000,0,1.5,1.0,,,0,0,0,0.00,0.00,100,,47,0,,
Nick Mullens,,,QB,SF,@ GB,27th,18.50,6000,0,11,7.3,,,0,0,0,0.00,0.00,100,,32,0,,
Joel Bouagnon,,,RB,GB,vs SF,10th,27.50,6000,0,3.6,2.4,,,0,0,0,0.00,0.00,100,,56,0,,
Robert Tonyan,,,TE,GB,vs SF,22nd,27.50,6000,0,9.2,6.1,,,0,0,0,0.00,0.00,100,,5,0,,
Garrett Celek,,,TE,SF,@ GB,21st,18.50,6000,0,6.6,4.4,5.2,3.5,0,0,0,0.00,0.00,100,,2,0,,
Tim Boyle,,,QB,GB,vs SF,12th,27.50,6000,0,5.9,3.9,,,0,0,0,0.00,0.00,100,,0,0,,
J'Mon Moore,,,WR,GB,vs SF,9th,27.50,6000,0,4.8,3.2,,,0,0,0,0.00,0.00,100,,0,0,1.50,0.3
Cole Wick,,,TE,SF,@ GB,21st,18.50,6000,0,1.2,0.8,,0,0,0,0,0.00,0.00,100,,11,0,,
Dante Pettis,,,WR,SF,@ GB,23rd,18.50,6000,0,9.2,6.1,,4.3,0,0,0,0.00,0.00,100,,0,0,,
Wayne Gallman,,,RB,NYG,vs PHI,8th,22.25,5500,0,11.2,5.4,6.8,2,0,0,0,3.12,3.12,100,,8,0.6,5.20,0.9
Kamar Aiken,,,WR,PHI,@ NYG,29th,23.25,5500,0,7.8,5.2,1.6,1.9,0,0,0,0.00,0.00,100,,0,0,,
Cody Latimer,,,WR,NYG,vs PHI,32nd,22.25,5500,0,9.2,4.0,4.7,2.4,0,0,0,3.15,3.15,100,,0,0.6,6.70,1.2
Stevan Ridley,,,RB,PIT,@ CIN,30th,24.25,5500,0,5.6,3.7,14,1.3,0,0,0,0.00,0.00,100,,0,0,0.20,0
Andy Janovich,,,RB,DEN,vs LAR,20th,21.50,5500,0,2.7,1.8,,,0,0,0,0.00,0.00,100,,0,0,,
Marcus Kemp,,,WR,KC,@ NE,18th,28.25,5500,0,5.9,3.9,,1.2,0,0,0,0.00,0.00,100,,0,0,,
De'Anthony Thomas,,,WR,KC,@ NE,18th,28.25,5500,0,4.7,3.1,2.4,2.2,0,0,0,0.00,0.00,100,,0,0,,
Kenjon Barner,,,RB,NE,vs KC,13th,31.25,5500,0,3.8,2.5,1.3,1.1,0,0,0,0.00,0.00,100,,0,0,1.60,0.3
Elijhaa Penny,,,RB,NYG,vs PHI,8th,22.25,5000,0,3.6,2.4,4.3,,0,0,0,0.00,0.00,100,,0,0,,
Jawill Davis,,,WR,NYG,vs PHI,32nd,22.25,5000,0,2.3,1.5,,1.9,0,0,0,0.00,0.00,100,,0,0,0.00,
Joshua Perkins,,,TE,PHI,@ NYG,23rd,23.25,5000,0,6.2,4.1,,4.6,0,0,0,0.00,0.00,100,,0,0,,
Kyle Lauletta,,,QB,NYG,vs PHI,28th,22.25,5000,0,8.4,5.6,,,0,0,0,0.00,0.00,100,,32,0,,
Jhurell Pressley,,,RB,NYG,vs PHI,8th,22.25,5000,0,0.9,0.6,,,0,0,0,0.00,0.00,100,,0,0,,
Nick Foles,,,QB,PHI,@ NYG,31st,23.25,5000,0,12.8,8.5,10.4,10.9,0,0,0,0.00,0.00,100,,23,0,,
Evan Engram,,,TE,NYG,vs PHI,2nd,22.25,5000,0,8.3,5.5,9.4,7.1,0,0,0,0.00,0.00,100,,34,0,,
Scott Simonson,,,TE,NYG,vs PHI,2nd,22.25,5000,0,4.8,2.2,,0.6,0,0,0,1.50,1.50,100,,0,0.3,2.90,0.6
Nate Sudfeld,,,QB,PHI,@ NYG,31st,23.25,5000,0,9.9,6.6,3.6,,0,0,0,0.00,0.00,100,,0,0,,
Billy Brown,,,TE,PHI,@ NYG,23rd,23.25,5000,0,3.5,2.3,,,0,0,0,0.00,0.00,100,,0,0,,
Amba Etta-Tawo,,,WR,NYG,vs PHI,32nd,22.25,5000,0,6.5,4.3,,,0,0,0,0.00,0.00,100,,0,0,,
Alex Tanney,,,QB,NYG,vs PHI,28th,22.25,5000,0,5.4,3.6,,,0,0,0,0.00,0.00,100,,25,0,,
Robert Martin,,,RB,NYG,vs PHI,8th,22.25,5000,0,5.9,3.9,,,0,0,0,0.00,0.00,100,,34,0,,
Darren Sproles,,,RB,PHI,@ NYG,14th,23.25,5000,0,8,5.3,5,5.2,0,0,0,0.00,0.00,100,,29,0,,
Shelton Gibson,,,WR,PHI,@ NYG,29th,23.25,5000,0,10.4,5.6,2.1,1.8,0,0,0,1.98,1.98,100,,0,0.4,,
DeAndre Carter,,,WR,PHI,@ NYG,29th,23.25,5000,0,4.1,2.7,,0.5,0,0,0,0.00,0.00,100,,0,0,1.60,0.3
Josh Adams,,,RB,PHI,@ NYG,14th,23.25,5000,0,9.5,4.8,,1.5,0,0,0,2.33,2.33,100,,2,0.5,,
Stacy Coley,,,WR,NYG,vs PHI,32nd,22.25,5000,0,5.3,3.5,0,0,0,0,0,0.00,0.00,100,,0,0,,
Braxton Miller,,,WR,PHI,@ NYG,29th,23.25,5000,0,4.7,3.1,3.2,,0,0,0,0.00,0.00,100,,3,0,,
Garrett Dickerson,,,TE,NYG,vs PHI,2nd,22.25,5000,0,0,0.0,,,0,0,0,0.00,0.00,100,,0,0,,
Dorren Miller,,,WR,PHI,@ NYG,29th,23.25,5000,0,0.8,0.5,,,0,0,0,0.00,0.00,100,,0,0,,
Alonzo Russell,,,WR,NYG,vs PHI,32nd,22.25,5000,0,5.3,3.5,,,0,0,0,0.00,0.00,100,,15,0,,
Tyler Kroft,,,TE,CIN,vs PIT,9th,25.25,5000,0,7.7,5.1,6.9,1.1,0,0,0,0.00,0.00,100,,0,0,,
Matt LaCosse,,,TE,DEN,vs LAR,17th,21.50,5000,0,8.2,4.3,0,1.7,0,0,0,1.73,1.73,100,,0,0.3,1.20,0.2
Malcolm Brown,,,RB,LAR,@ DEN,23rd,28.50,5000,0,8.5,4.5,3.5,4.7,0,0,0,1.72,1.72,100,,0,0.3,2.40,0.5
Brian Hoyer,,,QB,NE,vs KC,21st,31.25,5000,0,13.1,8.7,6.2,-0.3,0,0,0,0.00,0.00,100,,0,0,,
Alex Ellis,,,TE,KC,@ NE,28th,28.25,5000,0,3.3,2.2,,,0,0,0,0.00,0.00,100,,8,0,,
James Develin,,,RB,NE,vs KC,13th,31.25,5000,0,4.8,3.2,1.2,1.1,0,0,0,0.00,0.00,100,,0,0,1.30,0.3
Stephen Anderson,,,TE,NE,vs KC,27th,31.25,5000,0,4.7,3.1,3.8,,0,0,0,0.00,0.00,100,,0,0,,
Gehrig Dieter,,,WR,KC,@ NE,18th,28.25,5000,0,4.2,2.8,,,0,0,0,0.00,0.00,100,,0,0,,
David Wells,,,TE,KC,@ NE,28th,28.25,5000,0,0,0.0,,,0,0,0,0.00,0.00,100,,0,0,,
Darrel Williams,,,RB,KC,@ NE,2nd,28.25,5000,0,6.9,4.6,,,0,0,0,0.00,0.00,100,,8,0,,
Chad Henne,,,QB,KC,@ NE,26th,28.25,5000,0,6.5,4.3,-0.3,,0,0,0,0.00,0.00,100,,0,0,,
Josh Crockett,,,WR,KC,@ NE,18th,28.25,5000,0,0,0.0,,,0,0,0,0.00,0.00,100,,0,0,,
Riley McCarron,,,WR,NE,vs KC,13th,31.25,5000,0,4.1,2.7,,-2,0,0,0,0.00,0.00,100,,0,0,,
Deon Yelder,,,TE,KC,@ NE,28th,28.25,5000,0,4.2,2.8,,,0,0,0,0.00,0.00,100,,0,0,,
Matt Slater,,,WR,NE,vs KC,13th,31.25,5000,0,0,0.0,,,0,0,0,0.00,0.00,100,,0,0,,
Damien Williams,,,RB,KC,@ NE,2nd,28.25,5000,0,11.9,7.9,5,0.8,0,0,0,0.00,0.00,100,,0,0,0.10,0
Dwayne Allen,,,TE,NE,vs KC,27th,31.25,5000,0,7.8,5.2,1.6,0.1,0,0,0,0.00,0.00,100,,0,0,,
Ralph Webb,,,RB,NE,vs KC,13th,31.25,5000,0,11.9,7.9,,,0,0,0,0.00,0.00,100,,37,0,,
Danny Etling,,,QB,NE,vs KC,21st,31.25,5000,0,16.8,11.2,,,0,0,0,0.00,0.00,100,,0,0,,
Chase Litton,,,QB,KC,@ NE,26th,28.25,5000,0,4.4,2.9,,,0,0,0,0.00,0.00,100,,60,0,,
Jacob Hollister,,,TE,NE,vs KC,27th,31.25,5000,0,6.6,4.4,0.7,5,0,0,0,0.00,0.00,100,,0,0,,
Roosevelt Nix,,,RB,PIT,@ CIN,30th,24.25,4500,0,0,,,,0,0,0,0.00,0.00,100,,0,0,,
Justin Hunter,,,WR,PIT,@ CIN,7th,24.25,4500,0,5.6,3.7,2.1,1.1,0,0,0,0.00,0.00,100,,18,0,0.00,
Tim Patrick,,,WR,DEN,vs LAR,26th,21.50,4500,0,7.8,5.2,,1.4,0,0,0,0.00,0.00,100,,15,0,,
Christian Scotland-Williamson,,,TE,PIT,@ CIN,32nd,24.25,4000,0,0,0.0,,,0,0,0,0.00,0.00,100,,0,0,,
Christian Hackenberg,,,QB,CIN,vs PIT,22nd,25.25,4000,0,3.9,2.6,,,0,0,0,0.00,0.00,100,,46,0,,
Moritz Boehringer,,,WR,CIN,vs PIT,24th,25.25,4000,0,0.6,0.4,,,0,0,0,0.00,0.00,100,,43,0,,
Trey Griffey,,,WR,PIT,@ CIN,7th,24.25,4000,0,1.4,0.9,,,0,0,0,0.00,0.00,100,,57,0,,
Trey Edmunds,,,TE,PIT,@ CIN,32nd,24.25,4000,0,4.2,2.8,3.6,,0,0,0,0.00,0.00,100,,0,0,,
Auden Tate,,,WR,CIN,vs PIT,24th,25.25,4000,0,5.6,3.7,,,0,0,0,0.00,0.00,100,,12,0,,
Joshua Dobbs,,,QB,PIT,@ CIN,19th,24.25,4000,0,10.1,6.7,,-0.3,0,0,0,0.00,0.00,100,,0,0,,
Xavier Grimble,,,TE,PIT,@ CIN,32nd,24.25,4000,0,4.4,2.9,1.5,0.7,0,0,0,0.00,0.00,100,,0,0,4.50,1.1
Kermit Whitfield,,,WR,CIN,vs PIT,24th,25.25,4000,0,2.7,1.8,,,0,0,0,0.00,0.00,100,,25,0,,
Jaylen Samuels,,,RB,PIT,@ CIN,30th,24.25,4000,0,8,5.3,,,0,0,0,0.00,0.00,100,,4,0,,
