Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2017 Avg,2018 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Andrew Luck - RIP :-(,,,QB,IND,@ TEN,8th,23.75,17000,13.2,31.2,7.2,,21.2,0,0,0,20.40,20.40,100,,64,1.2,24.10,1.4
Kirk Cousins,,,QB,MIN,vs CHI,6th,23.25,16500,13.3,33.3,8.0,18.2,18.8,0,0,0,21.25,21.25,100,,54,1.3,9.98,0.6
Tom Brady,,,QB,NE,vs NYJ,25th,30.25,15500,13,32.2,7.7,20,17.7,0,0,0,20.69,20.69,100,,60,1.3,26.00,1.7
Sam Darnold,,,QB,NYJ,@ NE,26th,16.25,15500,11.2,29,7.1,,14.7,0,0,0,18.33,18.33,100,,47,1.2,7.48,0.5
Mitchell Trubisky,,,QB,CHI,@ MIN,1st,17.25,15500,10.8,33.8,9.2,11.8,20.4,0,0,0,19.98,19.98,100,,34,1.3,10.12,0.7
T.Y. Hilton,,,WR,IND,@ TEN,25th,23.75,15000,5.7,25.2,7.8,9.2,14.9,0,0,0,13.50,13.50,100,,28,0.9,7.10,0.5
Derrick Henry,,,RB,TEN,vs IND,12th,18.75,15000,3.5,31,11.0,9,12.1,0,0,0,14.50,14.50,100,,18,1,11.10,0.7
Robby Anderson,,,WR,NYJ,@ NE,26th,16.25,14500,7.1,23.6,6.6,10.5,9.8,0,0,0,13.71,13.71,100,,22,0.9,3.90,0.3
Elijah McGuire,,,RB,NYJ,@ NE,10th,16.25,14000,7.7,22.7,6.0,4.5,10.1,0,0,0,13.65,13.65,100,,0,1,5.50,0.4
Julian Edelman,,,WR,NE,vs NYJ,31st,30.25,14000,9.8,25.6,6.3,,13.9,0,0,0,16.11,16.11,100,,50,1.2,17.80,1.3
Dalvin Cook,,,RB,MIN,vs CHI,3rd,23.25,14000,6.3,30,9.5,15,12.4,0,0,0,15.75,15.75,100,,42,1.1,8.00,0.6
Stefon Diggs,,,WR,MIN,vs CHI,7th,23.25,13000,6.7,26.7,8.0,12.5,14.3,0,0,0,14.74,14.74,100,,35,1.1,14.70,1.1
Marcus Mariota,,,QB,TEN,vs IND,24th,18.75,13000,0,13.8,9.2,16.1,12.9,0,0,0,0.00,0.00,100,,37,0,,
Sony Michel,,,RB,NE,vs NYJ,23rd,30.25,12500,6.7,25,7.3,,10.9,0,0,0,14.00,14.00,100,,27,1.1,5.00,0.4
Jordan Howard,,,RB,CHI,@ MIN,15th,17.25,12500,4,23.5,7.8,11.8,9.7,0,0,0,11.78,11.78,100,,25,0.9,23.90,1.9
Adam Thielen,,,WR,MIN,vs CHI,7th,23.25,12500,7.3,28.3,8.4,11.6,16.4,0,0,0,15.68,15.68,100,,24,1.3,5.20,0.4
James White,,,RB,NE,vs NYJ,23rd,30.25,12000,6.9,22.9,6.4,8.7,14.5,0,0,0,13.28,13.28,100,,30,1.1,14.90,1.2
Blaine Gabbert,,,QB,TEN,vs IND,24th,18.75,12000,5,23.7,7.5,13.5,4.1,0,0,0,12.45,12.45,100,,18,1,8.60,0.7
Tarik Cohen,,,RB,CHI,@ MIN,15th,17.25,11500,7.4,22.9,6.2,7.7,12.5,0,0,0,13.56,13.56,100,,26,1.2,10.20,0.9
Marlon Mack,,,RB,IND,@ TEN,13th,23.75,11500,4,22.7,7.5,6.6,13.8,0,0,0,11.45,11.45,100,,25,1,17.30,1.5
Rob Gronkowski,,,TE,NE,vs NYJ,1st,30.25,10500,3.1,23.4,8.1,15,8.7,0,0,0,11.20,11.20,100,,28,1.1,3.40,0.3
Eric Ebron,,,TE,IND,@ TEN,5th,23.75,10500,3.3,16.8,5.4,6.6,11.7,0,0,0,8.65,8.65,100,,33,0.8,14.00,1.3
Allen Robinson,,,WR,CHI,@ MIN,2nd,17.25,10000,0,11.3,7.5,2.2,9.7,0,0,0,0.00,0.00,100,,39,0,,
