Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2017 Avg,2018 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
A.J. Green,,,WR,CIN,vs BAL,3rd,21.25,17500,5,25.8,8.3,11.8,16.2,0,0,0,13.34,13.34,100,,25,0.8,27.40,1.6
Russell Wilson,,,QB,SEA,@ CHI,14th,19.25,17000,10.5,30.8,8.1,22.4,22.4,0,0,0,18.63,18.63,100,,59,1.1,15.74,0.9
Odell Beckham Jr.,,,WR,NYG,@ DAL,5th,19.50,16000,6,26.8,8.3,15.4,16.5,0,0,0,14.31,14.31,100,,42,0.9,7.10,0.4
Joe Mixon,,,RB,CIN,vs BAL,16th,21.25,15500,5.4,25.4,8.0,9,23.4,0,0,0,13.39,13.39,100,,31,0.9,9.20,0.6
Ezekiel Elliott,,,RB,DAL,vs NYG,24th,22.50,15500,8.6,28.9,8.1,19,16.1,0,0,0,16.73,16.73,100,,53,1.1,17.20,1.1
Saquon Barkley,,,RB,NYG,@ DAL,9th,19.50,15000,4.7,29.2,9.8,,19.8,0,0,0,14.52,14.52,100,,42,1,17.80,1.2
Jordan Howard,,,RB,CHI,vs SEA,17th,23.25,14000,4.5,24,7.8,11.8,13.2,0,0,0,12.34,12.34,100,,25,0.9,8.30,0.6
Mitchell Trubisky,,,QB,CHI,vs SEA,9th,23.25,14000,7.6,30.6,9.2,11.8,14,0,0,0,16.83,16.83,100,,34,1.2,16.40,1.2
Andy Dalton,,,QB,CIN,vs BAL,5th,21.25,13500,7.9,26.7,7.5,13.9,17.5,0,0,0,15.40,15.40,100,,50,1.1,26.60,2
Tyler Lockett,,,WR,SEA,@ CHI,26th,19.25,13500,0.9,21.7,8.3,6.4,13.4,0,0,0,9.20,9.20,100,,19,0.7,14.50,1.1
Joe Flacco,,,QB,BAL,@ CIN,26th,22.25,13000,8.4,24.9,6.6,12.4,21.7,0,0,0,14.96,14.96,100,,52,1.2,19.84,1.5
Dak Prescott,,,QB,DAL,vs NYG,32nd,22.50,13000,8.8,30.5,8.7,17.1,8.7,0,0,0,17.49,17.49,100,,53,1.3,14.90,1.1
Allen Robinson,,,WR,CHI,vs SEA,17th,23.25,13000,2.7,21.5,7.5,2.2,8.1,0,0,0,10.21,10.21,100,,39,0.8,13.30,1
Michael Crabtree,,,WR,BAL,@ CIN,15th,22.25,12500,2.3,19.3,6.8,11,11.3,0,0,0,9.11,9.11,100,,31,0.7,8.10,0.6
Brandon Marshall,,,WR,SEA,@ CHI,26th,19.25,12500,0,19.4,7.9,4.1,12.1,0,0,0,7.57,7.57,100,,24,0.6,6.40,0.5
John Brown,,,WR,BAL,@ CIN,15th,22.25,12000,0.8,16.8,6.4,5.9,12,0,0,0,7.18,7.18,100,,25,0.6,17.20,1.4
Eli Manning,,,QB,NYG,@ DAL,3rd,19.50,12000,6.6,24.6,7.2,13.4,8.2,0,0,0,13.81,13.81,100,,52,1.2,13.56,1.1
Doug Baldwin,,,WR,SEA,@ CHI,26th,19.25,12000,0,12,8.0,11.7,0,0,0,0,0.00,0.00,100,,34,0,,
Alex Collins,,,RB,BAL,@ CIN,28th,22.25,11500,6.7,21.2,5.8,10.6,6.4,0,0,0,12.53,12.53,100,,26,1.1,10.50,0.9
Sterling Shepard,,,WR,NYG,@ DAL,5th,19.50,11000,2.1,17.4,6.1,10.5,7.3,0,0,0,8.20,8.20,100,,39,0.7,3.90,0.4
Chris Carson,,,RB,SEA,@ CHI,10th,19.25,11000,2.7,18.9,6.5,9.1,7.4,0,0,0,9.17,9.17,100,,47,0.8,2.40,0.2
John Ross,,,WR,CIN,vs BAL,3rd,21.25,10500,0,16.1,6.7,-0.3,6.8,0,0,0,6.02,6.02,100,,0,0.6,1.00,0.1
Evan Engram,,,TE,NYG,@ DAL,14th,19.50,10500,2.3,16,5.5,9.4,2.8,0,0,0,7.77,7.77,100,,34,0.7,16.20,1.5
Rashaad Penny,,,RB,SEA,@ CHI,10th,19.25,10500,0,14.9,6.0,,6.3,0,0,0,5.88,5.88,100,,0,0.6,3.00,0.3
Willie Snead,,,WR,BAL,@ CIN,15th,22.25,10000,0.6,14.6,5.6,1.5,12.9,0,0,0,6.15,6.15,100,,16,0.6,7.90,0.8
Cole Beasley,,,WR,DAL,vs NYG,30th,22.50,10000,1.2,16.2,6.0,4.9,10.8,0,0,0,7.24,7.24,100,,24,0.7,2.30,0.2
Tarik Cohen,,,RB,CHI,vs SEA,17th,23.25,10000,1.9,17.4,6.2,7.7,5.6,0,0,0,8.09,8.09,100,,26,0.8,3.00,0.3
Tyler Eifert,,,TE,CIN,vs BAL,23rd,21.25,9500,0.5,16.5,6.4,3.3,5.9,0,0,0,6.91,6.91,100,,12,0.7,3.30,0.3
Aldrick Rosas,,,K,NYG,@ DAL,1st,19.50,9500,2.4,11.4,3.6,5.3,10,0,0,0,6.00,6.00,100,,41,0.6,7.00,0.7
Trey Burton,,,TE,CHI,vs SEA,7th,23.25,9500,3,15.8,5.1,4.8,2,0,0,0,8.10,8.10,100,,0,0.9,10.20,1.1
Terrance Williams,,,WR,DAL,vs NYG,30th,22.50,9000,0.4,12.4,4.8,5.3,1.1,0,0,0,5.22,5.22,100,,25,0.6,1.70,0.2
Allen Hurns,,,WR,DAL,vs NYG,30th,22.50,9000,1.9,16.6,5.9,6.8,2.5,0,0,0,7.79,7.79,100,,16,0.9,1.40,0.2
Taylor Gabriel,,,WR,CHI,vs SEA,17th,23.25,9000,0,13.7,6.1,3.9,5,0,0,0,4.57,4.57,100,,3,0.5,6.70,0.7
Cody Parkey,,,K,CHI,vs SEA,32nd,23.25,9000,3.2,12.2,3.6,6.5,11,0,0,0,6.75,6.75,100,,47,0.8,6.00,0.7
Justin Tucker,,,K,BAL,@ CIN,31st,22.25,8500,4.4,14.7,4.1,10.1,12,0,0,0,8.50,8.50,100,,58,1,7.00,0.8
Brett Maher,,,K,DAL,vs NYG,18th,22.50,8500,0.7,12.7,4.8,,0,0,0,0,5.50,5.50,100,,41,0.6,8.00,0.9
Will Dissly,,,TE,SEA,@ CHI,5th,19.25,8500,0,13.4,5.6,,18,0,0,0,4.95,4.95,100,,0,0.6,11.70,1.4
Sebastian Janikowski,,,K,SEA,@ CHI,29th,19.25,8500,3.8,14.1,4.1,,6,0,0,0,7.90,7.90,100,,47,0.9,7.00,0.8
Giovani Bernard,,,RB,CIN,vs BAL,16th,21.25,8000,0,14.6,6.0,8.1,1.4,0,0,0,5.57,5.57,100,,14,0.7,6.20,0.8
Kenneth Dixon,,,RB,BAL,@ CIN,28th,22.25,7500,0,7.4,4.9,,10.4,0,0,0,0.00,0.00,100,,29,0,,
Javorius Allen,,,RB,BAL,@ CIN,28th,22.25,7500,2.1,17.4,6.1,8.9,11.7,0,0,0,8.24,8.24,100,,14,1.1,12.90,1.7
Michael Gallup,,,WR,DAL,vs NYG,30th,22.50,7500,0,10.4,6.9,,1.4,0,0,0,0.00,0.00,100,,17,0,1.00,0.1
Deonte Thompson,,,WR,DAL,vs NYG,30th,22.50,7500,0,9.3,4.5,5.3,4.2,0,0,0,2.52,2.52,100,,0,0.3,5.30,0.7
Anthony Miller,,,WR,CHI,vs SEA,17th,23.25,7500,2.3,15.5,5.3,,2.4,0,0,0,7.56,7.56,100,,12,1,8.10,1.1
Randy Bullock,,,K,CIN,vs BAL,19th,21.25,7000,3,12.5,3.8,6.5,11,0,0,0,6.75,6.75,100,,47,1,11.00,1.6
Tyler Boyd,,,WR,CIN,vs BAL,3rd,21.25,7000,0,15,6.6,4.6,4.1,0,0,0,5.14,5.14,100,,22,0.7,18.10,2.6
Jonathan Stewart,,,RB,NYG,@ DAL,9th,19.50,7000,0,10.8,7.2,7.4,0.8,0,0,0,0.00,0.00,100,,16,0,0.10,0
Lamar Jackson,,,QB,BAL,@ CIN,26th,22.25,6500,0,15.5,10.3,,4.9,0,0,0,0.00,0.00,100,,46,0,0.60,0.1
Patrick Ricard,,,RB,BAL,@ CIN,28th,22.25,6500,0,0,,,,0,0,0,0.00,0.00,100,,0,0,,
