Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2017 Avg,2018 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Todd Gurley,,,RB,LAR,vs GB,19th,32.00,19000,14.4,37.9,9.4,22.8,27.7,0,0,0,23.81,23.81,100,,40,1.3,30.50,1.6
Tom Brady,,,QB,NE,@ BUF,7th,28.75,18500,13.2,32.4,7.7,20,20.3,0,0,0,20.88,20.88,100,,60,1.1,13.76,0.7
DeAndre Hopkins,,,WR,HOU,vs MIA,12th,26.00,17500,9.3,27.3,7.2,17.5,16.5,0,0,0,16.48,16.48,100,,51,0.9,23.20,1.3
Carson Wentz,,,QB,PHI,@ JAC,1st,24.00,17000,10.7,27.2,6.6,22.4,19.4,0,0,0,17.32,17.32,100,,62,1,24.14,1.4
Ben Roethlisberger,,,QB,PIT,vs CLE,4th,28.00,17000,14.2,34.4,8.1,19.5,22.6,0,0,0,22.28,22.28,100,,57,1.3,17.88,1.1
Deshaun Watson,,,QB,HOU,vs MIA,27th,26.00,16500,10.8,34.8,9.6,25.3,19.2,0,0,0,20.41,20.41,100,,54,1.2,30.96,1.9
Drew Brees,,,QB,NO,@ MIN,11th,28.00,16500,14.3,35.1,8.3,17.5,23.7,0,0,0,22.63,22.63,100,,57,1.4,7.80,0.5
Aaron Rodgers,,,QB,GB,@ LAR,13th,25.00,16000,14.9,36.1,8.5,19.4,22.3,0,0,0,23.39,23.39,100,,58,1.5,15.94,1
James White,,,RB,NE,@ BUF,30th,28.75,16000,8.2,24.2,6.4,8.7,17.3,0,0,0,14.58,14.58,100,,30,0.9,20.40,1.3
Kirk Cousins,,,QB,MIN,vs NO,20th,26.00,15500,16,36,8.0,18.2,21.1,0,0,0,24.03,24.03,100,,54,1.6,21.66,1.4
Adam Thielen,,,WR,MIN,vs NO,32nd,26.00,15500,11.7,32.7,8.4,11.6,20.8,0,0,0,20.11,20.11,100,,24,1.3,19.30,1.2
Zach Ertz,,,TE,PHI,@ JAC,7th,24.00,15000,4.2,21.5,6.9,11.7,14.6,0,0,0,11.12,11.12,100,,30,0.7,10.60,0.7
