Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2017 Avg,2018 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Aaron Rodgers,,,QB,GB,@ SEA,5th,23.00,17000,14.6,35.9,8.5,19.4,20.8,0,0,0,23.12,23.12,100,,58,1.4,21.58,1.3
Alvin Kamara,,,RB,NO,vs PHI,13th,31.75,17000,12.7,37.5,9.9,17.2,24.2,0,0,0,22.62,22.62,100,,43,1.3,17.30,1
Patrick Mahomes,,,QB,KC,@ LAR,17th,30.25,17000,21.2,45.4,9.7,11.4,27.1,0,0,0,30.87,30.87,100,,55,1.8,38.92,2.3
Todd Gurley,,,RB,LAR,vs KC,26th,33.25,17000,19,42.5,9.4,22.8,26.5,0,0,0,28.39,28.39,100,,40,1.7,10.90,0.6
Russell Wilson,,,QB,SEA,vs GB,15th,26.00,16500,15.2,35.5,8.1,22.4,19.4,0,0,0,23.34,23.34,100,,59,1.4,18.10,1.1
Saquon Barkley,,,RB,NYG,vs TB,24th,28.25,16500,14.2,38.7,9.8,,20.7,0,0,0,24.00,24.00,100,,42,1.5,34.20,2.1
Drew Brees,,,QB,NO,vs PHI,13th,31.75,16500,16.7,37.4,8.3,17.5,23.4,0,0,0,24.99,24.99,100,,57,1.5,30.52,1.8
Davante Adams,,,WR,GB,@ SEA,4th,23.00,16000,9.2,30.7,8.6,13.3,18.2,0,0,0,17.75,17.75,100,,39,1.1,21.60,1.4
Ryan Fitzpatrick,,,QB,TB,@ NYG,7th,25.25,16000,14.6,38.1,9.4,12.8,23.8,0,0,0,24.04,24.04,100,,35,1.5,11.08,0.7
Michael Thomas,,,WR,NO,vs PHI,28th,31.75,16000,14.9,34.9,8.0,13.8,19.1,0,0,0,22.86,22.86,100,,42,1.4,17.20,1.1
Mitchell Trubisky,,,QB,CHI,vs MIN,8th,23.00,16000,14.9,37.9,9.2,11.8,23.2,0,0,0,24.12,24.12,100,,34,1.5,16.90,1.1
Adam Thielen,,,WR,MIN,@ CHI,9th,21.00,16000,11.1,32.1,8.4,11.6,19.5,0,0,0,19.48,19.48,100,,24,1.2,12.10,0.8
Jared Goff,,,QB,LAR,vs KC,19th,33.25,15500,19.3,40.1,8.3,17.3,22.2,0,0,0,27.61,27.61,100,,48,1.8,35.12,2.3
Odell Beckham Jr.,,,WR,NYG,vs TB,25th,28.25,15000,13.7,34.4,8.3,15.4,16.4,0,0,0,21.97,21.97,100,,42,1.5,16.50,1.1
Carson Wentz,,,QB,PHI,@ NO,16th,24.75,15000,17.4,33.9,6.6,22.4,20.5,0,0,0,24.03,24.03,100,,62,1.6,3.84,0.3
Kirk Cousins,,,QB,MIN,@ CHI,25th,21.00,15000,14.6,34.6,8.0,18.2,19.7,0,0,0,22.56,22.56,100,,54,1.5,18.98,1.3
Aaron Jones,,,RB,GB,@ SEA,15th,23.00,14000,5.3,31.8,10.6,7.6,12.1,0,0,0,15.94,15.94,100,,25,1.1,24.80,1.8
Eli Manning,,,QB,NYG,vs TB,27th,28.25,14000,13.6,31.6,7.2,13.4,15.8,0,0,0,20.83,20.83,100,,52,1.5,17.14,1.2
Zach Ertz,,,TE,PHI,@ NO,5th,24.75,14000,9.5,26.7,6.9,11.7,16.3,0,0,0,16.35,16.35,100,,30,1.2,2.50,0.2
Kareem Hunt,,,RB,KC,@ LAR,14th,30.25,13500,14,36,8.8,16.5,19.9,0,0,0,22.79,22.79,100,,35,1.7,18.60,1.4
Mike Evans,,,WR,TB,@ NYG,8th,25.25,13000,7.3,27.8,8.2,11.2,14.5,0,0,0,15.48,15.48,100,,37,1.2,21.00,1.6
Allen Robinson,,,WR,CHI,vs MIN,2nd,23.00,12500,5.1,23.8,7.5,2.2,11.6,0,0,0,12.57,12.57,100,,39,1,5.40,0.4
Stefon Diggs,,,WR,MIN,@ CHI,9th,21.00,12500,6.4,26.4,8.0,12.5,14.7,0,0,0,14.42,14.42,100,,35,1.2,25.10,2
Tyler Lockett,,,WR,SEA,vs GB,30th,26.00,12000,4.2,25,8.3,6.4,12.4,0,0,0,12.50,12.50,100,,19,1,9.70,0.8
Mark Ingram,,,RB,NO,vs PHI,13th,31.75,12000,6.7,26.5,7.9,14.2,12.4,0,0,0,14.61,14.61,100,,34,1.2,22.30,1.9
Tarik Cohen,,,RB,CHI,vs MIN,6th,23.00,12000,7.6,23.1,6.2,7.7,12.7,0,0,0,13.81,13.81,100,,26,1.2,4.50,0.4
Tyreek Hill,,,WR,KC,@ LAR,20th,30.25,12000,10.6,34.6,9.6,13.9,18.5,0,0,0,20.22,20.22,100,,33,1.7,38.50,3.2
Travis Kelce,,,TE,KC,@ LAR,14th,30.25,12000,8.5,27.3,7.5,13,14.3,0,0,0,16.04,16.04,100,,41,1.3,23.70,2
Brandin Cooks,,,WR,LAR,vs KC,6th,33.25,12000,9.4,28.9,7.8,11,15.5,0,0,0,17.23,17.23,100,,33,1.4,14.70,1.2
Rashaad Penny,,,RB,SEA,vs GB,21st,26.00,11500,2.9,17.9,6.0,,5.4,0,0,0,8.94,8.94,100,,0,0.8,4.60,0.4
DeSean Jackson,,,WR,TB,@ NYG,8th,25.25,11500,5.1,21.9,6.7,8.1,13.1,0,0,0,11.83,11.83,100,,26,1,5.80,0.5
Alshon Jeffery,,,WR,PHI,@ NO,29th,24.75,11500,6.4,23.2,6.7,11.2,13.2,0,0,0,13.10,13.10,100,,37,1.1,5.30,0.5
Dalvin Cook,,,RB,MIN,@ CHI,2nd,21.00,11500,2.8,26.5,9.5,15,9,0,0,0,12.25,12.25,100,,42,1.1,0.50,0
Chris Carson,,,RB,SEA,vs GB,21st,26.00,11000,0.8,17.1,6.5,9.1,10.2,0,0,0,7.33,7.33,100,,47,0.7,12.30,1.1
Sterling Shepard,,,WR,NYG,vs TB,25th,28.25,11000,6,21.2,6.1,10.5,11,0,0,0,12.09,12.09,100,,39,1.1,3.20,0.3
Robert Woods,,,WR,LAR,vs KC,6th,33.25,11000,11.1,28.1,6.8,11.8,14,0,0,0,17.94,17.94,100,,36,1.6,15.20,1.4
O.J. Howard,,,TE,TB,@ NYG,7th,25.25,10500,6.2,20.4,5.7,6.8,10.4,0,0,0,11.86,11.86,100,,12,1.1,10.30,1
Chris Godwin,,,WR,TB,@ NYG,8th,25.25,10000,2.6,22.3,7.9,5,10.1,0,0,0,10.49,10.49,100,,25,1,6.50,0.7
Wil Lutz,,,K,NO,vs PHI,28th,31.75,10000,5.9,14.9,3.6,9.9,11.4,0,0,0,9.45,9.45,100,,61,0.9,12.00,1.2
Anthony Miller,,,WR,CHI,vs MIN,2nd,23.00,10000,5.5,18.8,5.3,,8.9,0,0,0,10.81,10.81,100,,12,1.1,9.40,0.9
Sammy Watkins,,,WR,KC,@ LAR,20th,30.25,10000,4.3,24.3,8.0,8.1,10.5,0,0,0,12.27,12.27,100,,12,1.2,0.90,0.1
Mike Davis,,,RB,SEA,vs GB,21st,26.00,9500,5.2,21.2,6.4,7.4,10,0,0,0,11.55,11.55,100,,9,1.2,6.00,0.6
Mason Crosby,,,K,GB,@ SEA,12th,23.00,9500,4.3,14.3,4.0,6,10.1,0,0,0,8.25,8.25,100,,47,0.9,6.00,0.6
Evan Engram,,,TE,NYG,vs TB,25th,28.25,9500,4.7,18.4,5.5,9.4,7.1,0,0,0,10.15,10.15,100,,34,1.1,7.60,0.8
Golden Tate,,,WR,PHI,@ NO,29th,24.75,9500,4,20.3,6.5,11.2,12.4,0,0,0,10.53,10.53,100,,32,1.1,6.50,0.7
Trey Burton,,,TE,CHI,vs MIN,20th,23.00,9500,4.6,17.3,5.1,4.8,10,0,0,0,9.68,9.68,100,,0,1,1.40,0.1
Jordan Howard,,,RB,CHI,vs MIN,6th,23.00,9500,2.9,22.4,7.8,11.8,10,0,0,0,10.73,10.73,100,,25,1.1,7.00,0.7
Greg Zuerlein,,,K,LAR,vs KC,13th,33.25,9500,4.3,16.8,5.0,13,12.2,0,0,0,9.25,9.25,100,,44,1,12.00,1.3
Jimmy Graham,,,TE,GB,@ SEA,19th,23.00,9000,3.7,17.7,5.6,8.9,8,0,0,0,9.26,9.26,100,,25,1,1.80,0.2
