Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2017 Avg,2018 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Aaron Rodgers,,,QB,GB,vs CHI,6th,25.75,18000,12.1,33.3,8.5,19.4,,0,0,0,20.55,20.55,100,,58,1.1,24.94,1.4
Todd Gurley,,,RB,LAR,@ LV,3rd,26.75,18000,11.2,34.7,9.4,22.8,,0,0,0,20.61,20.61,100,,40,1.1,22.20,1.2
Carson Wentz,,,QB,PHI,vs ATL,9th,21.75,15500,0,9.9,6.6,22.4,,0,0,0,0.00,0.00,100,,62,0,,
Julio Jones,,,WR,ATL,@ PHI,25th,22.75,15000,6.1,27.9,8.7,13.5,,0,0,0,14.80,14.80,100,,44,1,23.00,1.5
Matt Ryan,,,QB,ATL,@ PHI,10th,22.75,14000,7.8,27.8,8.0,14.8,,0,0,0,15.80,15.80,100,,55,1.1,9.84,0.7
Davante Adams,,,WR,GB,vs CHI,21st,25.75,14000,5.4,26.9,8.6,13.3,,0,0,0,13.97,13.97,100,,39,1,17.30,1.2
Jared Goff,,,QB,LAR,@ LV,12th,26.75,14000,9,29.7,8.3,17.3,,0,0,0,17.29,17.29,100,,48,1.2,17.22,1.2
Nick Foles,,,QB,PHI,vs ATL,9th,21.75,13500,6.8,28.1,8.5,10.4,,0,0,0,15.34,15.34,100,,23,1.1,5.58,0.4
Devonta Freeman,,,RB,ATL,@ PHI,4th,22.75,13500,4.4,26.7,8.9,13,,0,0,0,13.33,13.33,100,,35,1,6.50,0.5
Jordan Howard,,,RB,CHI,@ GB,7th,19.75,13500,3.4,22.9,7.8,11.8,,0,0,0,11.20,11.20,100,,25,0.8,13.20,1
Mitchell Trubisky,,,QB,CHI,@ GB,31st,19.75,13000,6.1,29.1,9.2,11.8,,0,0,0,15.34,15.34,100,,34,1.2,14.04,1.1
Derek Carr,,,QB,LV,vs LAR,19th,20.75,13000,8.5,27.5,7.6,14.6,,0,0,0,16.10,16.10,100,,53,1.2,9.22,0.7
Zach Ertz,,,TE,PHI,vs ATL,11th,21.75,12500,4.4,21.6,6.9,11.7,,0,0,0,11.29,11.29,100,,30,0.9,7.30,0.6
Jay Ajayi,,,RB,PHI,vs ATL,13th,21.75,12000,2.4,19.6,6.9,8.8,,0,0,0,9.27,9.27,100,,22,0.8,20.20,1.7
Brandin Cooks,,,WR,LAR,@ LV,13th,26.75,12000,3,22.5,7.8,11,,0,0,0,10.77,10.77,100,,33,0.9,11.80,1
Allen Robinson,,,WR,CHI,@ GB,29th,19.75,11500,2.8,21.6,7.5,2.2,,0,0,0,10.31,10.31,100,,39,0.9,8.10,0.7
Jamaal Williams,,,RB,GB,vs CHI,9th,25.75,11500,4.9,21.6,6.7,9.3,,0,0,0,11.57,11.57,100,,12,1,4.70,0.4
Amari Cooper,,,WR,LV,vs LAR,26th,20.75,11500,1.6,24.4,9.1,9.6,,0,0,0,10.70,10.70,100,,20,0.9,2.30,0.2
Alshon Jeffery,,,WR,PHI,vs ATL,20th,21.75,11000,0,10.1,6.7,11.2,,0,0,0,0.00,0.00,100,,37,0,,
Nelson Agholor,,,WR,PHI,vs ATL,20th,21.75,11000,3.4,18.6,6.1,9.7,,0,0,0,9.47,9.47,100,,15,0.9,9.50,0.9
Randall Cobb,,,WR,GB,vs CHI,21st,25.75,10500,2.3,18,6.3,9,,0,0,0,8.55,8.55,100,,28,0.8,24.70,2.4
Jimmy Graham,,,TE,GB,vs CHI,5th,25.75,10500,3.3,17.3,5.6,8.9,,0,0,0,8.88,8.88,100,,25,0.8,1.80,0.2
Marshawn Lynch,,,RB,LV,vs LAR,19th,20.75,10500,5.5,18.5,5.2,10.3,,0,0,0,10.69,10.69,100,,50,1,11.90,1.1
Robert Woods,,,WR,LAR,@ LV,13th,26.75,10500,2.7,19.7,6.8,11.8,,0,0,0,9.51,9.51,100,,36,0.9,5.80,0.6
Tevin Coleman,,,RB,ATL,@ PHI,4th,22.75,10000,2.3,20.5,7.3,10.1,,0,0,0,9.55,9.55,100,,14,1,11.00,1.1
Trey Burton,,,TE,CHI,@ GB,25th,19.75,10000,2.3,15,5.1,4.8,,0,0,0,7.39,7.39,100,,0,0.7,2.00,0.2
Cooper Kupp,,,WR,LAR,@ LV,13th,26.75,10000,2.4,21.1,7.5,10.2,,0,0,0,9.88,9.88,100,,40,1,15.30,1.5
Matt Bryant,,,K,ATL,@ PHI,23rd,22.75,9500,4.1,14.6,4.2,10.2,,0,0,0,8.25,8.25,100,,53,0.9,8.00,0.8
Mason Crosby,,,K,GB,vs CHI,27th,25.75,9500,4.5,14.5,4.0,6,,0,0,0,8.50,8.50,100,,47,0.9,7.00,0.7
Mohamed Sanu,,,WR,ATL,@ PHI,25th,22.75,9000,2.3,15.1,5.1,9.2,,0,0,0,7.43,7.43,100,,26,0.8,3.80,0.4
Jake Elliott,,,K,PHI,vs ATL,12th,21.75,9000,4.4,14.2,3.9,9.9,,0,0,0,8.31,8.31,100,,43,0.9,4.00,0.4
Mike Wallace,,,WR,PHI,vs ATL,20th,21.75,9000,2.5,16.3,5.5,8.3,,0,0,0,8.04,8.04,100,,25,0.9,0.00,
Ty Montgomery,,,RB,GB,vs CHI,9th,25.75,9000,2.4,17.9,6.2,10,,0,0,0,8.58,8.58,100,,0,1,3.80,0.4
Cody Parkey,,,K,CHI,@ GB,28th,19.75,9000,2.9,11.9,3.6,6.5,,0,0,0,6.50,6.50,100,,47,0.7,11.00,1.2
Greg Zuerlein,,,K,LAR,@ LV,10th,26.75,9000,3,15.5,5.0,13,,0,0,0,8.00,8.00,100,,44,0.9,17.00,1.9
Jordy Nelson,,,WR,LV,vs LAR,26th,20.75,9000,0.7,20.7,8.0,7.9,,0,0,0,8.67,8.67,100,,22,1,3.80,0.4
Tarik Cohen,,,RB,CHI,@ GB,7th,19.75,8500,1.8,17.3,6.2,7.7,,0,0,0,8.03,8.03,100,,26,0.9,5.60,0.7
Mike Nugent,,,K,LV,vs LAR,14th,20.75,8500,2.3,11.6,3.7,4.8,,0,0,0,6.00,6.00,100,,49,0.7,8.00,0.9
Calvin Ridley,,,WR,ATL,@ PHI,25th,22.75,8000,0,18.8,8.2,,,0,0,0,6.45,6.45,100,,34,0.8,0.00,
Austin Hooper,,,TE,ATL,@ PHI,2nd,22.75,8000,0.3,13.5,5.3,5.5,,0,0,0,5.58,5.58,100,,22,0.7,3.90,0.5
Anthony Miller,,,WR,CHI,@ GB,29th,19.75,8000,1.4,14.6,5.3,,,0,0,0,6.67,6.67,100,,12,0.8,2.40,0.3
Jared Cook,,,TE,LV,vs LAR,17th,20.75,8000,0.1,14.6,5.8,6.6,,0,0,0,5.89,5.89,100,,23,0.7,22.50,2.8
