Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2017 Avg,2018 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Alvin Kamara,,,RB,NO,vs WAS,32nd,28.75,18000,13.9,38.7,9.9,17.2,29.7,0,0,0,23.83,23.83,100,,43,1.3,5.40,0.3
Deshaun Watson,,,QB,HOU,vs DAL,1st,24.25,17500,12.5,36.5,9.6,25.3,23.5,0,0,0,22.10,22.10,100,,54,1.3,22.00,1.3
Tom Brady,,,QB,NE,vs IND,16th,29.75,17000,15.6,34.8,7.7,20,17,0,0,0,23.28,23.28,100,,60,1.4,29.54,1.7
Ben Roethlisberger,,,QB,PIT,vs ATL,23rd,30.00,17000,16.8,37,8.1,19.5,23,0,0,0,24.89,24.89,100,,57,1.5,22.60,1.3
Kirk Cousins,,,QB,MIN,@ PHI,25th,22.50,16500,11.6,31.6,8.0,18.2,24.4,0,0,0,19.59,19.59,100,,54,1.2,14.14,0.9
Carson Wentz,,,QB,PHI,vs MIN,2nd,25.50,16500,12.8,29.3,6.6,22.4,16.5,0,0,0,19.37,19.37,100,,62,1.2,21.04,1.3
Andrew Luck - RIP :-(,,,QB,IND,@ NE,12th,19.75,16000,12.2,30.2,7.2,,20.8,0,0,0,19.44,19.44,100,,64,1.2,24.60,1.5
Matt Ryan,,,QB,ATL,@ PIT,22nd,27.00,16000,14.1,34.1,8.0,14.8,27.7,0,0,0,22.06,22.06,100,,55,1.4,14.40,0.9
Ezekiel Elliott,,,RB,DAL,@ HOU,30th,21.25,16000,15.8,36,8.1,19,19.7,0,0,0,23.88,23.88,100,,53,1.5,11.90,0.7
Julio Jones,,,WR,ATL,@ PIT,27th,27.00,15500,8.6,30.3,8.7,13.5,16.5,0,0,0,17.25,17.25,100,,44,1.1,8.70,0.6
DeAndre Hopkins,,,WR,HOU,vs DAL,2nd,24.25,15500,10.8,28.8,7.2,17.5,17.7,0,0,0,17.97,17.97,100,,51,1.2,17.60,1.1
Drew Brees,,,QB,NO,vs WAS,4th,28.75,15500,13.4,34.2,8.3,17.5,24.6,0,0,0,21.70,21.70,100,,57,1.4,27.22,1.8
Antonio Brown,,,WR,PIT,vs ATL,26th,30.00,15000,10.8,35.6,9.9,19.2,14.9,0,0,0,20.70,20.70,100,,41,1.4,25.10,1.7
Michael Thomas,,,WR,NO,vs WAS,10th,28.75,15000,10.4,30.4,8.0,13.8,19.9,0,0,0,18.43,18.43,100,,42,1.2,9.40,0.6
Adam Thielen,,,WR,MIN,@ PHI,32nd,22.50,14500,7.2,28.2,8.4,11.6,19.8,0,0,0,15.58,15.58,100,,24,1.1,21.10,1.5
Will Fuller,,,WR,HOU,vs DAL,2nd,24.25,14500,5.5,28,9.0,9.9,17.6,0,0,0,14.51,14.51,100,,14,1,2.50,0.2
James White,,,RB,NE,vs IND,25th,29.75,14000,6.9,22.9,6.4,8.7,16.3,0,0,0,13.29,13.29,100,,30,0.9,18.70,1.3
Rob Gronkowski,,,TE,NE,vs IND,22nd,29.75,14000,4.6,24.8,8.1,15,9,0,0,0,12.67,12.67,100,,28,0.9,10.50,0.8
Sony Michel,,,RB,NE,vs IND,25th,29.75,14000,6.4,24.6,7.3,,9.1,0,0,0,13.66,13.66,100,,27,1,17.50,1.3
T.Y. Hilton,,,WR,IND,@ NE,13th,19.75,14000,0,11.7,7.8,9.2,13,0,0,0,0.00,0.00,100,,28,0,,
Alshon Jeffery,,,WR,PHI,vs MIN,7th,25.50,14000,5.3,22,6.7,11.2,20.5,0,0,0,11.95,11.95,100,,37,0.9,4.90,0.4
Stefon Diggs,,,WR,MIN,@ PHI,32nd,22.50,14000,6.3,26.3,8.0,12.5,16.4,0,0,0,14.30,14.30,100,,35,1,16.60,1.2
Calvin Ridley,,,WR,ATL,@ PIT,27th,27.00,13500,5.2,25.7,8.2,,17.8,0,0,0,13.37,13.37,100,,34,1,5.80,0.4
JuJu Smith-Schuster,,,WR,PIT,vs ATL,26th,30.00,13500,8.3,27.3,7.6,11.8,15.8,0,0,0,15.88,15.88,100,,33,1.2,11.40,0.8
Zach Ertz,,,TE,PHI,vs MIN,7th,25.50,13500,5.5,22.8,6.9,11.7,12.1,0,0,0,12.44,12.44,100,,30,0.9,22.00,1.6
