Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2017 Avg,2018 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Mitchell Trubisky,,,QB,CHI,@ DET,26th,23.00,18000,0,13.8,9.2,11.8,22.6,0,0,0,0.00,0.00,100,,34,0,,
Ezekiel Elliott,,,RB,DAL,vs WAS,7th,23.75,18000,14.4,34.6,8.1,19,19,0,0,0,22.47,22.47,100,,53,1.2,22.80,1.3
Drew Brees,,,QB,NO,vs ATL,28th,37.00,17500,18.8,39.5,8.3,17.5,24.1,0,0,0,27.06,27.06,100,,57,1.5,21.44,1.2
Tom Brady,,,QB,NE,@ NYJ,25th,29.75,17500,14.3,33.5,7.7,20,18.3,0,0,0,21.98,21.98,100,,60,1.3,19.22,1.1
Ben Roethlisberger,,,QB,PIT,@ DEN,16th,25.25,17000,15,35.3,8.1,19.5,23.8,0,0,0,23.14,23.14,100,,57,1.4,22.28,1.3
Deshaun Watson,,,QB,HOU,vs TEN,6th,22.75,17000,15.7,39.7,9.6,25.3,19.6,0,0,0,25.25,25.25,100,,54,1.5,29.40,1.7
Dak Prescott,,,QB,DAL,vs WAS,14th,23.75,16500,11.9,33.7,8.7,17.1,16.9,0,0,0,20.63,20.63,100,,53,1.3,27.36,1.7
Alvin Kamara,,,RB,NO,vs ATL,26th,37.00,16500,14.6,39.3,9.9,17.2,23.5,0,0,0,24.48,24.48,100,,43,1.5,10.30,0.6
Saquon Barkley,,,RB,NYG,@ PHI,16th,22.50,16500,13.1,37.6,9.8,,22.1,0,0,0,22.86,22.86,100,,42,1.4,29.70,1.8
Aaron Rodgers,,,QB,GB,@ MIN,8th,22.50,16500,15,36.3,8.5,19.4,20.9,0,0,0,23.53,23.53,100,,58,1.4,11.92,0.7
DeAndre Hopkins,,,WR,HOU,vs TEN,28th,22.75,16500,11.3,29.3,7.2,17.5,17.2,0,0,0,18.53,18.53,100,,51,1.1,9.90,0.6
Matt Ryan,,,QB,ATL,@ NO,17th,24.00,16000,15.8,35.8,8.0,14.8,23.6,0,0,0,23.82,23.82,100,,55,1.5,21.68,1.4
Matthew Stafford,,,QB,DET,vs CHI,22nd,20.00,15500,11.4,28.9,7.0,17.7,16.5,0,0,0,18.38,18.38,100,,59,1.2,7.44,0.5
Michael Thomas,,,WR,NO,vs ATL,27th,37.00,15500,14.4,34.4,8.0,13.8,18.9,0,0,0,22.44,22.44,100,,42,1.4,5.80,0.4
Davante Adams,,,WR,GB,@ MIN,2nd,22.50,15500,9,30.5,8.6,13.3,18.5,0,0,0,17.57,17.57,100,,39,1.1,15.40,1
Julio Jones,,,WR,ATL,@ NO,22nd,24.00,15000,10.2,32,8.7,13.5,16.9,0,0,0,18.94,18.94,100,,44,1.3,18.30,1.2
Carson Wentz,,,QB,PHI,vs NYG,9th,26.50,15000,16.6,33.1,6.6,22.4,18.4,0,0,0,23.17,23.17,100,,62,1.5,13.24,0.9
Antonio Brown,,,WR,PIT,@ DEN,19th,25.25,15000,9.9,34.6,9.9,19.2,17.8,0,0,0,19.78,19.78,100,,41,1.3,11.20,0.7
James White,,,RB,NE,@ NYJ,27th,29.75,15000,9.8,25.8,6.4,8.7,17.2,0,0,0,16.24,16.24,100,,30,1.1,8.30,0.6
Marcus Mariota,,,QB,TEN,@ HOU,19th,19.75,15000,9.7,32.7,9.2,16.1,13.1,0,0,0,18.89,18.89,100,,37,1.3,22.92,1.5
Odell Beckham Jr.,,,WR,NYG,@ PHI,31st,22.50,14500,11,31.7,8.3,15.4,16.4,0,0,0,19.28,19.28,100,,42,1.3,11.00,0.8
Kirk Cousins,,,QB,MIN,vs GB,11th,25.50,14500,17.2,37.2,8.0,18.2,19.6,0,0,0,25.21,25.21,100,,54,1.7,27.38,1.9
Colt McCoy,,,QB,WAS,@ DAL,18th,16.75,14000,12.8,26,5.3,,9.7,0,0,0,18.09,18.09,100,,16,1.3,18.52,1.3
Eli Manning,,,QB,NYG,@ PHI,20th,22.50,14000,11.9,29.9,7.2,13.4,16,0,0,0,19.11,19.11,100,,52,1.4,14.88,1.1
James Conner,,,RB,PIT,@ DEN,23rd,25.25,14000,11,34,9.2,1.2,21.1,0,0,0,20.21,20.21,100,,13,1.4,9.50,0.7
Adam Thielen,,,WR,MIN,vs GB,21st,25.50,14000,11.2,32.2,8.4,11.6,18.8,0,0,0,19.56,19.56,100,,24,1.4,22.50,1.6
Aaron Jones,,,RB,GB,@ MIN,4th,22.50,14000,5.1,31.6,10.6,7.6,13.7,0,0,0,15.69,15.69,100,,25,1.1,16.80,1.2
Julian Edelman,,,WR,NE,@ NYJ,32nd,29.75,14000,7.8,23.5,6.3,,13.5,0,0,0,14.06,14.06,100,,50,1,16.40,1.2
Kenny Golladay,,,WR,DET,vs CHI,13th,20.00,13500,8.3,25.6,6.9,7.3,12.6,0,0,0,15.21,15.21,100,,33,1.1,11.50,0.9
Adrian Peterson,,,RB,WAS,@ DAL,5th,16.75,13500,4.8,23.3,7.4,7.3,13.4,0,0,0,12.19,12.19,100,,25,0.9,5.40,0.4
Phillip Lindsay,,,RB,DEN,vs PIT,6th,22.25,13500,5.7,23,6.9,,13.4,0,0,0,12.60,12.60,100,,27,0.9,17.00,1.3
Allen Robinson,,,WR,CHI,@ DET,25th,23.00,13000,4.5,23.2,7.5,2.2,10.8,0,0,0,11.95,11.95,100,,39,0.9,4.70,0.4
