Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2017 Avg,2018 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Patrick Mahomes,,,QB,KC,vs LAC,3rd,28.75,17500,18.3,42.5,9.7,11.4,28,0,0,0,27.95,27.95,100,,55,1.6,18.02,1
Deshaun Watson,,,QB,HOU,@ NYJ,21st,25.50,16500,12.2,36.2,9.6,25.3,20,0,0,0,21.83,21.83,100,,54,1.3,22.36,1.4
Ezekiel Elliott,,,RB,DAL,@ IND,11th,21.75,16500,14.9,35.2,8.1,19,20.1,0,0,0,23.00,23.00,100,,53,1.4,14.30,0.9
Andrew Luck - RIP :-(,,,QB,IND,vs DAL,14th,24.75,16500,14.9,32.9,7.2,,22,0,0,0,22.09,22.09,100,,64,1.3,9.68,0.6
Christian McCaffrey,,,RB,CAR,vs NO,4th,22.25,16500,14.5,39.3,9.9,12.3,21.7,0,0,0,24.43,24.43,100,,47,1.5,22.00,1.3
DeAndre Hopkins,,,WR,HOU,@ NYJ,28th,25.50,16000,12.2,30.2,7.2,17.5,15.9,0,0,0,19.39,19.39,100,,51,1.2,34.00,2.1
Baker Mayfield,,,QB,CLE,@ DEN,15th,23.00,16000,14.3,31.6,6.9,,17.5,0,0,0,21.20,21.20,100,,56,1.3,13.12,0.8
Dak Prescott,,,QB,DAL,@ IND,29th,21.75,16000,13.4,35.1,8.7,17.1,18.2,0,0,0,22.07,22.07,100,,53,1.4,7.24,0.5
Ben Roethlisberger,,,QB,PIT,vs NE,30th,26.75,16000,14.2,34.4,8.1,19.5,22.9,0,0,0,22.28,22.28,100,,57,1.4,15.10,0.9
Todd Gurley,,,RB,LAR,vs PHI,19th,32.75,16000,15.2,38.7,9.4,22.8,24.1,0,0,0,24.55,24.55,100,,40,1.5,29.40,1.8
Cam Newton,,,QB,CAR,vs NO,19th,22.25,16000,12,35.5,9.4,20.1,22.3,0,0,0,21.44,21.44,100,,51,1.3,5.74,0.4
Philip Rivers,,,QB,LAC,@ KC,31st,25.75,15500,17,32.5,6.2,17.5,20.2,0,0,0,23.19,23.19,100,,63,1.5,20.52,1.3
Tom Brady,,,QB,NE,@ PIT,8th,28.75,15500,14.5,33.8,7.7,20,18.8,0,0,0,22.20,22.20,100,,60,1.4,14.16,0.9
Jared Goff,,,QB,LAR,vs PHI,27th,32.75,15500,16.4,37.1,8.3,17.3,20.7,0,0,0,24.66,24.66,100,,48,1.6,11.66,0.8
Drew Brees,,,QB,NO,@ CAR,28th,28.25,15500,16,36.8,8.3,17.5,22,0,0,0,24.33,24.33,100,,57,1.6,6.92,0.4
Phillip Lindsay,,,RB,DEN,vs CLE,32nd,24.00,15000,9.7,27,6.9,,14.8,0,0,0,16.61,16.61,100,,27,1.1,6.40,0.4
Keenan Allen,,,WR,LAC,@ KC,18th,25.75,14500,10.9,30.2,7.7,14.2,15.4,0,0,0,18.62,18.62,100,,43,1.3,,
Nick Chubb,,,RB,CLE,@ DEN,2nd,23.00,14500,10.1,31.9,8.7,,12.2,0,0,0,18.82,18.82,100,,35,1.3,10.00,0.7
JuJu Smith-Schuster,,,WR,PIT,vs NE,26th,26.75,14500,10.5,29.5,7.6,11.8,16,0,0,0,18.14,18.14,100,,33,1.3,6.00,0.4
Carson Wentz,,,QB,PHI,@ LAR,25th,19.75,14500,0,9.9,6.6,22.4,18.2,0,0,0,0.00,0.00,100,,62,0,,
Lamar Miller,,,RB,HOU,@ NYJ,25th,25.50,14000,6,24.5,7.4,11,12.2,0,0,0,13.42,13.42,100,,31,1,0.80,0.1
Amari Cooper,,,WR,DAL,@ IND,19th,21.75,14000,8,30.7,9.1,9.6,13.7,0,0,0,17.06,17.06,100,,20,1.2,6.30,0.5
Antonio Brown,,,WR,PIT,vs NE,26th,26.75,14000,8,32.8,9.9,19.2,17,0,0,0,17.94,17.94,100,,41,1.3,12.90,0.9
Nick Foles,,,QB,PHI,@ LAR,25th,19.75,14000,8.4,29.6,8.5,10.4,10.9,0,0,0,16.88,16.88,100,,23,1.2,10.30,0.7
Melvin Gordon,,,RB,LAC,@ KC,21st,25.75,13500,0,12.5,8.3,16.2,23,0,0,0,0.00,0.00,100,,39,0,,
Tyreek Hill,,,WR,KC,vs LAC,3rd,28.75,13500,7.7,31.7,9.6,13.9,19,0,0,0,17.34,17.34,100,,33,1.3,6.10,0.5
Travis Kelce,,,TE,KC,vs LAC,13th,28.75,13500,10.1,28.9,7.5,13,16.7,0,0,0,17.60,17.60,100,,41,1.3,9.60,0.7
Sam Darnold,,,QB,NYJ,vs HOU,23rd,18.50,13500,7.5,25.2,7.1,,12.8,0,0,0,14.56,14.56,100,,47,1.1,21.62,1.6
Case Keenum,,,QB,DEN,vs CLE,7th,24.00,13500,9.6,27.6,7.2,16.3,14.3,0,0,0,16.84,16.84,100,,40,1.2,14.38,1.1
Julian Edelman,,,WR,NE,@ PIT,8th,28.75,13500,8.2,23.9,6.3,,13.8,0,0,0,14.46,14.46,100,,50,1.1,12.50,0.9
Alvin Kamara,,,RB,NO,@ CAR,10th,28.25,13500,8.2,33,9.9,17.2,20.7,0,0,0,18.12,18.12,100,,43,1.3,19.80,1.5
Jarvis Landry,,,WR,CLE,@ DEN,11th,23.00,13000,6.1,21.6,6.2,12.8,11,0,0,0,12.31,12.31,100,,46,0.9,5.20,0.4
T.Y. Hilton,,,WR,IND,vs DAL,6th,24.75,13000,8.2,27.7,7.8,9.2,15.1,0,0,0,16.02,16.02,100,,28,1.2,11.00,0.8
James Conner,,,RB,PIT,vs NE,15th,26.75,13000,0,13.8,9.2,1.2,20.1,0,0,0,0.00,0.00,100,,13,0,,
Zach Ertz,,,TE,PHI,@ LAR,26th,19.75,13000,10.8,28.1,6.9,11.7,14.4,0,0,0,17.70,17.70,100,,30,1.4,3.70,0.3
Michael Thomas,,,WR,NO,@ CAR,24th,28.25,13000,12.1,32.1,8.0,13.8,16.7,0,0,0,20.06,20.06,100,,42,1.5,8.40,0.6
Spencer Ware,,,RB,KC,vs LAC,17th,28.75,12000,0,9.8,6.5,,6.3,0,0,0,0.00,0.00,100,,25,0,,
Elijah McGuire,,,RB,NYJ,vs HOU,5th,18.50,12000,6.7,21.7,6.0,4.5,7.3,0,0,0,12.69,12.69,100,,0,1.1,12.60,1.1
Isaiah Crowell,,,RB,NYJ,vs HOU,5th,18.50,12000,0,9.9,6.6,8.1,10,0,0,0,0.00,0.00,100,,27,0,,
Eric Ebron,,,TE,IND,vs DAL,20th,24.75,12000,7.8,21.3,5.4,6.6,13,0,0,0,13.21,13.21,100,,33,1.1,1.30,0.1
Rob Gronkowski,,,TE,NE,@ PIT,17th,28.75,12000,4.4,24.7,8.1,15,10.1,0,0,0,12.54,12.54,100,,28,1,3.10,0.3
Alshon Jeffery,,,WR,PHI,@ LAR,16th,19.75,12000,5.8,22.6,6.7,11.2,10.9,0,0,0,12.51,12.51,100,,37,1,20.00,1.7
Brandin Cooks,,,WR,LAR,vs PHI,25th,32.75,12000,10.3,29.8,7.8,11,13.8,0,0,0,18.07,18.07,100,,33,1.5,8.90,0.7
Austin Ekeler,,,RB,LAC,@ KC,21st,25.75,11500,0,11.6,7.7,6.7,10.7,0,0,0,0.00,0.00,100,,32,0,,
Robby Anderson,,,WR,NYJ,vs HOU,21st,18.50,11500,3.8,20.3,6.6,10.5,7.6,0,0,0,10.39,10.39,100,,22,0.9,19.10,1.7
Josh Gordon,,,WR,NE,@ PIT,8th,28.75,11500,7.7,20,4.9,9.7,10.5,0,0,0,12.61,12.61,100,,40,1.1,2.40,0.2
Robert Woods,,,WR,LAR,vs PHI,25th,32.75,11500,11.7,28.7,6.8,11.8,13.9,0,0,0,18.52,18.52,100,,36,1.6,12.80,1.1
Courtland Sutton,,,WR,DEN,vs CLE,7th,24.00,11000,5.8,19.5,5.5,,6.9,0,0,0,11.29,11.29,100,,38,1,6.70,0.6
Josh Adams,,,RB,PHI,@ LAR,14th,19.75,11000,7.5,19.5,4.8,,6.6,0,0,0,12.32,12.32,100,,2,1.1,8.80,0.8
Mark Ingram,,,RB,NO,@ CAR,10th,28.25,11000,5.6,25.3,7.9,14.2,11.9,0,0,0,13.46,13.46,100,,34,1.2,8.40,0.8
DJ Moore,,,WR,CAR,vs NO,20th,22.25,11000,9.7,26,6.5,,8.8,0,0,0,16.24,16.24,100,,38,1.5,2.40,0.2
Damien Williams,,,RB,KC,vs LAC,17th,28.75,10500,4.7,24.4,7.9,5,3.7,0,0,0,12.56,12.56,100,,0,1.2,27.30,2.6
Demaryius Thomas,,,WR,HOU,@ NYJ,28th,25.50,10500,3.1,17.1,5.6,10.3,8.7,0,0,0,8.69,8.69,100,,41,0.8,8.90,0.8
