Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2017 Avg,2018 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Drew Brees,,,QB,NO,@ DAL,22nd,29.25,17000,16.5,37.3,8.3,17.5,23.9,0,0,0,24.81,24.81,100,,57,1.5,8.28,0.5
Christian McCaffrey,,,RB,CAR,@ TB,29th,27.75,17000,12.8,37.6,9.9,12.3,20.9,0,0,0,22.72,22.72,100,,47,1.3,26.60,1.6
Ezekiel Elliott,,,RB,DAL,vs NO,11th,22.25,16500,14.1,34.4,8.1,19,19.4,0,0,0,22.21,22.21,100,,53,1.3,22.50,1.4
Cam Newton,,,QB,CAR,@ TB,24th,27.75,16500,16.4,39.9,9.4,20.1,23.5,0,0,0,25.80,25.80,100,,51,1.6,19.30,1.2
Kirk Cousins,,,QB,MIN,@ NE,26th,21.50,16500,15.4,35.4,8.0,18.2,20.3,0,0,0,23.39,23.39,100,,54,1.4,10.04,0.6
Ben Roethlisberger,,,QB,PIT,vs LAC,4th,28.00,16000,15.9,36.2,8.1,19.5,23.7,0,0,0,24.00,24.00,100,,57,1.5,18.24,1.1
Carson Wentz,,,QB,PHI,vs WAS,15th,25.00,16000,14.7,31.2,6.6,22.4,17.8,0,0,0,21.32,21.32,100,,62,1.3,20.84,1.3
Dak Prescott,,,QB,DAL,vs NO,11th,22.25,15500,13.2,34.9,8.7,17.1,17.8,0,0,0,21.89,21.89,100,,53,1.4,14.16,0.9
Jameis Winston,,,QB,TB,vs CAR,31st,24.75,15000,16.5,36.2,7.9,16.4,19.3,0,0,0,24.38,24.38,100,,52,1.6,22.76,1.5
Tom Brady,,,QB,NE,vs MIN,3rd,27.50,15000,13.5,32.8,7.7,20,18.4,0,0,0,21.23,21.23,100,,60,1.4,15.94,1.1
Adam Thielen,,,WR,MIN,@ NE,14th,21.50,15000,10.7,31.7,8.4,11.6,19.1,0,0,0,19.12,19.12,100,,24,1.3,11.30,0.8
Philip Rivers,,,QB,LAC,@ PIT,6th,25.00,15000,14.9,30.4,6.2,17.5,20.5,0,0,0,21.12,21.12,100,,63,1.4,23.96,1.6
Alvin Kamara,,,RB,NO,@ DAL,7th,29.25,14500,13.1,37.9,9.9,17.2,22.3,0,0,0,23.02,23.02,100,,43,1.6,11.20,0.8
Stefon Diggs,,,WR,MIN,@ NE,14th,21.50,14500,8.8,28.8,8.0,12.5,16.1,0,0,0,16.75,16.75,100,,35,1.2,7.40,0.5
Antonio Brown,,,WR,PIT,vs LAC,4th,28.00,14500,10.2,34.9,9.9,19.2,17.2,0,0,0,20.09,20.09,100,,41,1.4,26.40,1.8
Zach Ertz,,,TE,PHI,vs WAS,16th,25.00,14500,8.5,25.8,6.9,11.7,15.2,0,0,0,15.41,15.41,100,,30,1.1,12.80,0.9
Michael Thomas,,,WR,NO,@ DAL,12th,29.25,14000,11.2,31.2,8.0,13.8,17.7,0,0,0,19.16,19.16,100,,42,1.4,6.50,0.5
James Conner,,,RB,PIT,vs LAC,8th,28.00,14000,10.6,33.6,9.2,1.2,20.1,0,0,0,19.75,19.75,100,,13,1.4,20.90,1.5
Colt McCoy,,,QB,WAS,@ PHI,18th,20.00,14000,15.1,28.3,5.3,,14.1,0,0,0,20.36,20.36,100,,16,1.5,2.00,0.1
Mike Evans,,,WR,TB,vs CAR,23rd,24.75,13500,8.2,28.7,8.2,11.2,15.1,0,0,0,16.37,16.37,100,,37,1.2,6.80,0.5
Julian Edelman,,,WR,NE,vs MIN,3rd,27.50,13500,7.2,22.9,6.3,,13.9,0,0,0,13.49,13.49,100,,50,1,7.50,0.6
Keenan Allen,,,WR,LAC,@ PIT,5th,25.00,13500,8,27.2,7.7,14.2,13.9,0,0,0,15.65,15.65,100,,43,1.2,29.80,2.2
Josh Adams,,,RB,PHI,vs WAS,13th,25.00,13500,7.6,19.6,4.8,,6.8,0,0,0,12.43,12.43,100,,2,0.9,8.50,0.6
JuJu Smith-Schuster,,,WR,PIT,vs LAC,4th,28.00,13000,10.3,29.3,7.6,11.8,15.6,0,0,0,17.90,17.90,100,,33,1.4,7.90,0.6
