Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2017 Avg,2018 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Davis Webb,,,QB,NYJ,@ CLE,6th,19.00,6000,0,6.2,4.1,,,0,0,0,0.00,0.00,100,,0,0,,
Neal Sterling,,,TE,NYJ,@ CLE,15th,19.00,6000,0,3.9,2.6,2.8,4.2,0,0,0,0.00,0.00,100,,4,0,,
Eric Tomlinson,,,TE,NYJ,@ CLE,15th,19.00,6000,0,5.9,2.4,2.8,2.1,0,0,0,2.29,2.29,100,,0,0.4,1.90,0.3
Damion Ratley,,,WR,CLE,vs NYJ,13th,22.00,6000,0,5,3.3,,,0,0,0,0.00,0.00,100,,0,0,,
Seth DeValve,,,TE,CLE,vs NYJ,14th,22.00,6000,0,4.1,2.7,3.8,,0,0,0,0.00,0.00,100,,21,0,,
Baker Mayfield,,,QB,CLE,vs NYJ,7th,22.00,6000,0,10.4,6.9,,,0,0,0,0.00,0.00,100,,56,0,9.84,1.6
Corey Coleman,,,WR,NE,@ DET,8th,31.00,6000,0,8.3,5.5,6,,0,0,0,0.00,0.00,100,,0,0,,
Ameer Abdullah,,,RB,DET,vs NE,2nd,24.00,6000,0,6.9,4.6,8,,0,0,0,0.00,0.00,100,,0,0,,
Cody Hollister,,,WR,NE,@ DET,8th,31.00,6000,0,6.9,4.6,,,0,0,0,0.00,0.00,100,,4,0,,
Cordarrelle Patterson,,,WR,NE,@ DET,8th,31.00,6000,0,11.1,4.5,4.4,3.1,0,0,0,4.36,4.36,100,,0,0.7,1.70,0.3
Kenjon Barner,,,RB,NE,@ DET,31st,31.00,6000,0,3.8,2.5,1.3,,0,0,0,0.00,0.00,100,,0,0,,
Luke Willson,,,TE,DET,vs NE,23rd,24.00,5500,0,7.4,3.0,3.6,0.9,0,0,0,2.91,2.91,100,,0,0.5,2.00,0.4
James Develin,,,RB,NE,@ DET,31st,31.00,5500,0,4.8,3.2,1.2,2.1,0,0,0,0.00,0.00,100,,0,0,0.00,
TJ Jones,,,WR,DET,vs NE,15th,24.00,5500,0,6.5,4.3,4.8,1.1,0,0,0,0.00,0.00,100,,0,0,0.90,0.2
Adam Humphries,,,WR,TB,vs PIT,32nd,28.00,5500,0,10.3,4.6,6.1,2.8,0,0,0,3.38,3.38,100,,27,0.6,4.90,0.9
Jacquizz Rodgers,,,RB,TB,vs PIT,25th,28.00,5500,0,11.8,4.8,2.8,3,0,0,0,4.62,4.62,100,,0,0.8,2.70,0.5
Justin Hunter,,,WR,PIT,@ TB,24th,27.00,5500,0,5.6,3.7,2.1,1.1,0,0,0,0.00,0.00,100,,18,0,,
Trey Griffey,,,WR,PIT,@ TB,24th,27.00,5500,0,1.4,0.9,,,0,0,0,0.00,0.00,100,,57,0,,
Eli Rogers,,,WR,PIT,@ TB,24th,27.00,5500,0,6.6,4.4,2.7,,0,0,0,0.00,0.00,100,,12,0,,
Darrius Heyward-Bey,,,WR,PIT,@ TB,24th,27.00,5500,0,6.5,4.3,2.5,,0,0,0,0.00,0.00,100,,0,0,,
Tevin Jones,,,WR,PIT,@ TB,24th,27.00,5500,0,9.6,6.4,,,0,0,0,0.00,0.00,100,,0,0,,
Ryan Switzer,,,WR,PIT,@ TB,24th,27.00,5500,0,4.2,2.8,0.7,1.6,0,0,0,0.00,0.00,100,,0,0,8.40,1.5
Roosevelt Nix,,,RB,PIT,@ TB,29th,27.00,5500,0,0,,,,0,0,0,0.00,0.00,100,,0,0,,
Stevan Ridley,,,RB,PIT,@ TB,29th,27.00,5500,0,5.6,3.7,14,1.2,0,0,0,0.00,0.00,100,,0,0,1.80,0.3
Jake Rudock,,,QB,DET,vs NE,15th,24.00,5000,0,8.6,5.7,0,,0,0,0,0.00,0.00,100,,19,0,,
Matt Cassel,,,QB,DET,vs NE,15th,24.00,5000,0,8.6,5.7,2.2,-0.5,0,0,0,0.00,0.00,100,,0,0,,
Brian Hoyer,,,QB,NE,@ DET,24th,31.00,5000,0,13.1,8.7,6.2,,0,0,0,0.00,0.00,100,,0,0,,
Danny Etling,,,QB,NE,@ DET,24th,31.00,5000,0,16.8,11.2,,,0,0,0,0.00,0.00,100,,0,0,,
Brandon Powell,,,WR,DET,vs NE,15th,24.00,5000,0,4.8,3.2,,,0,0,0,0.00,0.00,100,,0,0,,
Donnel Pumphrey,,,RB,DET,vs NE,2nd,24.00,5000,0,4.7,3.1,,,0,0,0,0.00,0.00,100,,23,0,,
Riley McCarron,,,WR,NE,@ DET,8th,31.00,5000,0,4.1,2.7,,-2,0,0,0,0.00,0.00,100,,0,0,,
Chris Lacy,,,WR,DET,vs NE,15th,24.00,5000,0,3.3,2.2,,,0,0,0,0.00,0.00,100,,0,0,,
Nick Bellore,,,RB,DET,vs NE,2nd,24.00,5000,0,0,,,,0,0,0,0.00,0.00,100,,0,0,,
Matt Slater,,,WR,NE,@ DET,8th,31.00,5000,0,0,0.0,,,0,0,0,0.00,0.00,100,,0,0,,
Ralph Webb,,,RB,NE,@ DET,31st,31.00,5000,0,11.9,7.9,,,0,0,0,0.00,0.00,100,,37,0,,
Dwayne Allen,,,TE,NE,@ DET,26th,31.00,5000,0,7.8,5.2,1.6,,0,0,0,0.00,0.00,100,,0,0,,
Levine Toilolo,,,TE,DET,vs NE,23rd,24.00,5000,0,4.7,3.1,2.6,1.2,0,0,0,0.00,0.00,100,,0,0,,
Michael Roberts,,,TE,DET,vs NE,23rd,24.00,5000,0,6.3,4.2,1.3,8,0,0,0,0.00,0.00,100,,0,0,,
Stephen Anderson,,,TE,NE,@ DET,26th,31.00,5000,0,4.7,3.1,3.8,,0,0,0,0.00,0.00,100,,0,0,,
Hakeem Valles,,,TE,DET,vs NE,23rd,24.00,5000,0,2.4,1.6,,1,0,0,0,0.00,0.00,100,,20,0,,
Jacob Hollister,,,TE,NE,@ DET,26th,31.00,5000,0,9,4.4,0.7,5,0,0,0,2.40,2.40,100,,0,0.5,,
Joshua Dobbs,,,QB,PIT,@ TB,18th,27.00,5000,0,10.1,6.7,,,0,0,0,0.00,0.00,100,,0,0,,
Mason Rudolph,,,QB,PIT,@ TB,18th,27.00,5000,0,9.5,6.3,,,0,0,0,0.00,0.00,100,,28,0,,
Ryan Griffin,,,QB,TB,vs PIT,30th,28.00,5000,0,7.8,5.2,,,0,0,0,0.00,0.00,100,,7,0,,
Jaylen Samuels,,,RB,PIT,@ TB,29th,27.00,5000,0,8,5.3,,,0,0,0,0.00,0.00,100,,4,0,,
Justin Watson,,,WR,TB,vs PIT,32nd,28.00,5000,0,6.5,4.3,,,0,0,0,0.00,0.00,100,,0,0,,
Dare Ogunbowale,,,RB,TB,vs PIT,25th,28.00,5000,0,5,3.3,,,0,0,0,0.00,0.00,100,,0,0,,
Freddie Martino,,,WR,TB,vs PIT,32nd,28.00,5000,0,4.7,3.1,3,0,0,0,0,0.00,0.00,100,,0,0,,
Cameron Brate,,,TE,TB,vs PIT,3rd,28.00,5000,0,10.1,4.9,7.4,0,0,0,0,2.79,2.79,100,,20,0.6,10.90,2.2
Bobo Wilson,,,WR,TB,vs PIT,32nd,28.00,5000,0,4.7,3.1,4.4,,0,0,0,0.00,0.00,100,,0,0,,
Shaun Wilson,,,RB,TB,vs PIT,25th,28.00,5000,0,3.2,2.1,,0.8,0,0,0,0.00,0.00,100,,5,0,1.90,0.4
Trey Edmunds,,,TE,PIT,@ TB,13th,27.00,5000,0,4.2,2.8,3.6,,0,0,0,0.00,0.00,100,,0,0,,
Xavier Grimble,,,TE,PIT,@ TB,13th,27.00,5000,0,4.4,2.9,1.5,,0,0,0,0.00,0.00,100,,0,0,0.00,
Antony Auclair,,,TE,TB,vs PIT,3rd,28.00,5000,0,1.4,0.9,1.8,,0,0,0,0.00,0.00,100,,31,0,,
Tanner Hudson,,,TE,TB,vs PIT,3rd,28.00,5000,0,6.8,4.5,,,0,0,0,0.00,0.00,100,,0,0,,
Christian Scotland-Williamson,,,TE,PIT,@ TB,13th,27.00,5000,0,0,0.0,,,0,0,0,0.00,0.00,100,,0,0,,
Alan Cross,,,TE,TB,vs PIT,3rd,28.00,5000,0,3.3,2.2,1.7,0,0,0,0,0.00,0.00,100,,0,0,,
Bucky Hodges,,,TE,PIT,@ TB,13th,27.00,5000,0,6.8,4.5,,,0,0,0,0.00,0.00,100,,0,0,,
Tom Brady - MVP,,,MVP (QB),NE,@ DET,24th,31.00,17500,14.6,33.9,7.7,20,19.3,0,0,0,33.47,33.47,100,,60,1.3,12.78,0.7
Tyrod Taylor - MVP,,,MVP (QB),CLE,vs NYJ,7th,22.00,16000,8.5,31,9.0,14.6,20,0,0,0,26.19,26.19,100,,34,1.1,4.44,0.3
Ben Roethlisberger - MVP,,,MVP (QB),PIT,@ TB,18th,27.00,16000,11.7,31.9,8.1,19.5,25.5,0,0,0,29.66,29.66,100,,57,1.2,37.53,2.3
Matthew Stafford - MVP,,,MVP (QB),DET,vs NE,15th,24.00,15500,12.5,30,7.0,17.7,18.4,0,0,0,29.19,29.19,100,,59,1.3,27.72,1.8
Ryan Fitzpatrick - MVP,,,MVP (QB),TB,vs PIT,30th,28.00,15500,10,33.5,9.4,12.8,36.6,0,0,0,29.1,29.1,100,,35,1.3,42.21,2.7
Sam Darnold - MVP,,,MVP (QB),NYJ,@ CLE,6th,19.00,15000,7,24.8,7.1,,15.1,0,0,0,21.2,21.2,100,,47,0.9,7.14,0.5
Antonio Brown - MVP,,,MVP (WR),PIT,@ TB,24th,27.00,15000,9.5,34.2,9.9,19.2,15.5,0,0,0,29.03,29.03,100,,41,1.3,21,1.4
Jarvis Landry - MVP,,,MVP (WR),CLE,vs NYJ,13th,22.00,14500,5.7,21.2,6.2,12.8,11.8,0,0,0,17.88,17.88,100,,46,0.8,24.45,1.7
Rob Gronkowski - MVP,,,MVP (TE),NE,@ DET,26th,31.00,14500,5.5,25.7,8.1,15,11.2,0,0,0,20.33,20.33,100,,28,0.9,10.65,0.7
Quincy Enunwa - MVP,,,MVP (WR),NYJ,@ CLE,7th,19.00,14000,4.2,17.2,5.2,,14,0,0,0,14.13,14.13,100,,16,0.7,11.55,0.8
James Conner - MVP,,,MVP (RB),PIT,@ TB,29th,27.00,14000,6.2,29.2,9.2,1.2,24.4,0,0,0,23.03,23.03,100,,13,1.1,18,1.3
Golden Tate - MVP,,,MVP (WR),DET,vs NE,15th,24.00,13500,4.9,21.2,6.5,11.2,16.4,0,0,0,17.16,17.16,100,,32,0.8,14.85,1.1
Mike Evans - MVP,,,MVP (WR),TB,vs PIT,32nd,28.00,13000,4.9,25.4,8.2,11.2,20.8,0,0,0,19.68,19.68,100,,37,1,34.05,2.6
Bilal Powell - MVP,,,MVP (RB),NYJ,@ CLE,27th,19.00,12500,2.1,19.6,7.0,8.9,11.8,0,0,0,13.62,13.62,100,,14,0.7,10.95,0.9
Chris Hogan - MVP,,,MVP (WR),NE,@ DET,8th,31.00,12500,3.7,20.4,6.7,10.4,9.7,0,0,0,15.59,15.59,100,,0,0.8,6.9,0.6
JuJu Smith-Schuster - MVP,,,MVP (WR),PIT,@ TB,24th,27.00,12500,5.4,24.4,7.6,11.8,19.5,0,0,0,19.55,19.55,100,,33,1,24.15,1.9
Carlos Hyde - MVP,,,MVP (RB),CLE,vs NYJ,19th,22.00,12000,3.8,21.1,6.9,12.8,12.3,0,0,0,16.05,16.05,100,,26,0.9,34.95,2.9
Marvin Jones - MVP,,,MVP (WR),DET,vs NE,15th,24.00,12000,3,21.7,7.5,12.2,10.4,0,0,0,15.71,15.71,100,,29,0.9,22.35,1.9
Kenny Golladay - MVP,,,MVP (WR),DET,vs NE,15th,24.00,12000,3.4,20.7,6.9,7.3,16.4,0,0,0,15.5,15.5,100,,33,0.9,21.45,1.8
Isaiah Crowell - MVP,,,MVP (RB),NYJ,@ CLE,27th,19.00,11500,2.1,18.6,6.6,8.1,13.6,0,0,0,13.1,13.1,100,,27,0.8,27.15,2.4
James White - MVP,,,MVP (RB),NE,@ DET,31st,31.00,11500,3.8,19.8,6.4,8.7,12.8,0,0,0,15.29,15.29,100,,30,0.9,18.9,1.6
DeSean Jackson - MVP,,,MVP (WR),TB,vs PIT,32nd,28.00,11500,2.7,19.5,6.7,8.1,25,0,0,0,14.13,14.13,100,,26,0.8,7.8,0.7
Robby Anderson - MVP,,,MVP (WR),NYJ,@ CLE,7th,19.00,10500,1.9,18.4,6.6,10.5,6,0,0,0,12.75,12.75,100,,22,0.8,1.8,0.2
Terrelle Pryor - MVP,,,MVP (WR),NYJ,@ CLE,7th,19.00,10500,0,15.5,6.6,5,8.4,0,0,0,8.37,8.37,100,,10,0.5,4.5,0.4
Phillip Dorsett - MVP,,,MVP (WR),NE,@ DET,8th,31.00,10500,2.8,14.5,4.7,2.9,11.5,0,0,0,11.24,11.24,100,,6,0.7,0,
Jason Myers - MVP,,,MVP (K),NYJ,@ CLE,7th,19.00,10000,2.5,13.2,4.3,8.8,10.5,0,0,0,10.13,10.13,100,,47,0.7,7.5,0.8
Josh Gordon - MVP,,,MVP (WR),NE,@ DET,8th,31.00,10000,0,7.4,4.9,9.7,8.2,0,0,0,0,0,100,,40,0,0,
Stephen Gostkowski - MVP,,,MVP (K),NE,@ DET,18th,31.00,10000,3.4,14.7,4.5,10.2,9,0,0,0,11.85,11.85,100,,52,0.8,6,0.6
Chris Godwin - MVP,,,MVP (WR),TB,vs PIT,32nd,28.00,10000,0.6,20.4,7.9,5,12.9,0,0,0,12.78,12.78,100,,25,0.9,20.85,2.1
Antonio Callaway - MVP,,,MVP (WR),CLE,vs NYJ,13th,22.00,9500,1.7,15.2,5.4,,8.2,0,0,0,10.62,10.62,100,,0,0.7,6,0.6
Kerryon Johnson - MVP,,,MVP (RB),DET,vs NE,2nd,24.00,9500,2.9,16.6,5.5,,7.2,0,0,0,12.59,12.59,100,,29,0.9,18,1.9
Matt Prater - MVP,,,MVP (K),DET,vs NE,12th,24.00,9500,2.2,13.2,4.4,9.4,7.5,0,0,0,9.9,9.9,100,,46,0.7,21,2.2
David Njoku - MVP,,,MVP (TE),CLE,vs NYJ,14th,22.00,9000,1.9,13.9,4.8,4.9,3.4,0,0,0,10.02,10.02,100,,13,0.7,6.9,0.8
Sony Michel - MVP,,,MVP (RB),NE,@ DET,31st,31.00,9000,0.6,18.8,7.3,,4.6,0,0,0,11.82,11.82,100,,27,0.9,8.1,0.9
O.J. Howard - MVP,,,MVP (TE),TB,vs PIT,3rd,28.00,9000,1.4,15.7,5.7,6.8,11.8,0,0,0,10.7,10.7,100,,12,0.8,15.3,1.7
Chris Boswell - MVP,,,MVP (K),PIT,@ TB,13th,27.00,9000,3,14.3,4.5,9.7,3,0,0,0,11.25,11.25,100,,45,0.8,9,1
Duke Johnson - MVP,,,MVP (RB),CLE,vs NYJ,19th,22.00,8500,1.6,14.3,5.1,11.2,2.5,0,0,0,10.04,10.04,100,,35,0.8,6.45,0.8
Greg Joseph - MVP,,,MVP (K),CLE,vs NYJ,8th,22.00,8500,3.5,9.8,2.5,,,0,0,0,9,9,100,,58,0.7,12,1.4
Rex Burkhead - MVP,,,MVP (RB),NE,@ DET,31st,31.00,8500,1.7,18.2,6.6,10.2,4.8,0,0,0,12.39,12.39,100,,0,1,5.4,0.6
Peyton Barber - MVP,,,MVP (RB),TB,vs PIT,25th,28.00,8500,4.4,16.9,5.0,7.1,5.2,0,0,0,14.09,14.09,100,,15,1.1,4.95,0.6
Jesse James - MVP,,,MVP (TE),PIT,@ TB,13th,27.00,8500,1.8,12.1,4.1,5.2,14.9,0,0,0,8.91,8.91,100,,0,0.7,1.8,0.2
Chandler Catanzaro - MVP,,,MVP (K),TB,vs PIT,2nd,28.00,8500,3.1,12.4,3.7,8,7.5,0,0,0,10.2,10.2,100,,50,0.8,13.5,1.6
Nick Chubb - MVP,,,MVP (RB),CLE,vs NYJ,19th,22.00,8000,0,15.2,8.7,,1.8,0,0,0,3.21,3.21,100,,35,0.3,0.9,0.1
Theo Riddick - MVP,,,MVP (RB),DET,vs NE,2nd,24.00,8000,2.2,15.7,5.4,8,7.6,0,0,0,11.39,11.39,100,,33,0.9,7.65,1
Le'Veon Bell - MVP,,,MVP (RB),PIT,@ TB,29th,27.00,8000,0,14.3,9.5,20.7,,0,0,0,0,0,100,,40,0,0,
Rashard Higgins - MVP,,,MVP (WR),CLE,vs NYJ,13th,22.00,7500,0,13.2,5.3,3.9,5.8,0,0,0,7.88,7.88,100,,0,0.7,7.05,0.9
Jermaine Kearse - MVP,,,MVP (WR),NYJ,@ CLE,7th,19.00,7000,0,12.4,5.9,9,0.4,0,0,0,5.28,5.28,100,,11,0.5,7.5,1.1
Vance McDonald - MVP,,,MVP (TE),PIT,@ TB,13th,27.00,7000,0,12.1,4.9,4.4,4.1,0,0,0,7.17,7.17,100,,0,0.7,28.8,4.1
Zane Gonzalez - MVP,,,MVP (K),CLE,vs NYJ,8th,22.00,6500,0,5.9,3.9,4.9,4.5,0,0,0,0,0,100,,42,0,0,
